Source_ID,Region,Main,Segment,Type,Status,Length_km,Width_km,Dip_raw,Mmax,Trace_version,Polygon_method_version,Base_r_km,Dip_deg_parsed,Dip_dir_parsed,Hproj_km,Updip_extent_km,Downdip_extent_km,Rule_mode,Dip_class,Area_km2,Overlap_pair_n,Overlap_area_sum_km2,Overlap_area_sum_frac_of_polygon,Trace_covered,Polygon_valid,Polygon_locked
JAV75,Java,Muria Fault Zone,Muria Offshore1,SS,New,108.0,20.0,90,7.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1158.4137,0,0.0,0.0,True,True,True
JAV76,Java,Muria Fault Zone,Muria West 15,SS,New,69.0,20.0,90,7.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,768.4137,0,0.0,0.0,True,True,True
JAV77,Java,Bawean,South Bawean,SS,New,89.0,20.0,90,7.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,968.4137,1,106.3429,0.1098,True,True,True
JAV78,Java,Bawean,East Bawean,R,New,103.0,30.0,45SE,7.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SE,21.2132,5.0,26.2132,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3293.3737,5,949.801,0.2884,True,True,True
JAV79,Java,Bawean,Masalembo,SS,Data Updated,152.0,20.0,90,7.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1598.4137,1,581.781,0.364,True,True,True
JAV80,Java,JS-1 Ridge,JS-1 Ridge North,R,New,18.0,20.0,45SE,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SE,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,512.9722,2,423.5148,0.8256,True,True,True
JAV81,Java,JS-1 Ridge,JS-1 Ridge South,R,New,42.0,20.0,45NW,7.0,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,NW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1092.3834,3,967.4482,0.8856,True,True,True
JAV82,Java,JS-2 Ridge,JS-2 Ridge,R,New,67.0,20.0,45N,7.2,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1695.9368,2,340.4899,0.2008,True,True,True
Kal01,Kalimantan,Meratus,Meratus,R,Data Updated,100.0,20.0,45W,7.1,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2574.6842,0,0.0,0.0,True,True,True
Kal02,Kalimantan,Loahaur-Separi,Loahaur-Separi,R,New,194.0,20.0,45W,7.4,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,4589.5974,3,1638.0454,0.3569,True,True,True
Kal03,Kalimantan,Mangkalihat,Sangkulirang,Ss,New,151.0,20.0,90,7.5,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1592.1535,0,0.0,0.0,True,True,True
Kal04,Kalimantan,Mangkalihat,Mangkalihat North,R,Data Updated,48.0,20.0,45W,7.1,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1190.0677,0,0.0,0.0,True,True,True
Kal05,Kalimantan,Mangkalihat,Mangkalihat South,Ss,New,81.0,20.0,90,7.0,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,900.8954,0,0.0,0.0,True,True,True
Kal06,Kalimantan,Tanjung Selor,Tanjung Selor,R,New,129.0,20.0,60W,7.1,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,W,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2696.203,0,0.0,0.0,True,True,True
Kal07,Kalimantan,Tarakan,Tarakan - South,Ss,New,25.0,20.0,90,6.5,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,333.4027,0,0.0,0.0,True,True,True
Kal08,Kalimantan,Tarakan,Tarakan - North,Ss-LL,Data Updated,130.0,20.0,90,7.4,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1330.633,0,0.0,0.0,True,True,True
Kal09,Kalimantan,Malinau,Malinau,Ss,New,28.0,20.0,90,6.8,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,332.2456,0,0.0,0.0,True,True,True
Kal10,Kalimantan,Kayan,Kayan,Ss,New,152.0,20.0,90,7.1,KALIMANTAN_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1625.3572,0,0.0,0.0,True,True,True
MAL01,Maluku Utara,Philippine Fault,North Miangas,SS-LL,New,71.0,20.0,90,7.1,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,768.6064,2,156.8262,0.204,True,True,True
MAL02,Maluku Utara,Philippine Fault,Talaud,SS-LL,New,107.0,20.0,90,7.4,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1118.4356,1,78.4133,0.0701,True,True,True
MAL03,Maluku Utara,Philippine Fault,South Miangas,SS-LL,New,47.0,20.0,90,6.9,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,535.3642,2,156.8267,0.2929,True,True,True
MAL04,Maluku Utara,Philippine Fault,Mati,SS-LL,New,143.0,20.0,90,7.5,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1468.2644,1,78.4127,0.0534,True,True,True
MAL05,Maluku Utara,North Sula,North Sula,R,Data Updated,461.0,20.0,45,8.1,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,,14.1421,12.0711,12.0711,NONVERTICAL_MISSING_DIPDIR_SYMMETRIC_R_PLUS_H2,NONVERTICAL_MISSING_DIRECTION,11101.461,6,3030.3744,0.273,True,True,True
MAL06,Maluku Utara,South Sula,Mangole,SS-LL,Data Updated,154.0,20.0,90,7.5,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1588.4696,3,1094.7054,0.6892,True,True,True
MAL07,Maluku Utara,South Sula,Talibu,SS-LL,Data Updated,166.0,20.0,90,7.6,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1708.2421,5,700.9066,0.4103,True,True,True
MAL08,Maluku Utara,South Sula,Kano,SS-LL,Data Updated,186.0,20.0,90,7.7,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1905.9405,4,401.2794,0.2105,True,True,True
MAL09,Maluku Utara,Sangihe Thrust,Sangihe Thrust,R,New,643.0,20.0,45E,8.2,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,E,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,14923.8909,2,1374.434,0.0921,True,True,True
MAL10,Maluku Utara,Halmahera Thrust,Halmahera Thrust,R,New,570.0,20.0,45W,8.3,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,13204.2873,1,199.4793,0.0151,True,True,True
MAL11,Maluku Utara,Sorong Fault,North Kofiau,SS-LL,Data Updated,254.0,20.0,90,7.9,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,2669.9101,0,0.0,0.0,True,True,True
MAL12,Maluku Utara,Sorong Fault,Obi-Kofiau,SS-LL,Data Updated,208.0,20.0,90,7.7,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,2190.5663,1,334.4542,0.1527,True,True,True
MAL13,Maluku Utara,Sorong Fault,South Halmahera,SS-LL,Data Updated,256.0,20.0,90,7.9,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,2777.613,2,533.9335,0.1922,True,True,True
MAL14,Maluku Utara,Sorong Fault,Obi,SS-LL,Data Updated,180.0,20.0,90,7.7,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1873.2556,2,887.6517,0.4739,True,True,True
MAL15,Maluku Utara,Maju Thrust,Maju Thrust,R45W,New,211.0,20.0,45W,7.7,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,5383.3642,0,0.0,0.0,True,True,True
MAL16,Maluku Utara,Kabaruang Thrust,Kabaruang Thrust,R45W,New,167.0,20.0,45W,7.6,MALUKU_UTARA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,4354.8929,0,0.0,0.0,True,True,True
PAP01,Papua,Manokwari Thrust,West segment (North Waigeo),R45S,No Update,137.0,20.0,45S,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3220.0298,0,0.0,0.0,True,True,True
PAP02,Papua,Manokwari Thrust,East and central segment,R45S,No Update,309.0,20.0,45S,7.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,6645.6423,0,0.0,0.0,True,True,True
PAP03,Papua,Dampier,Dampier,R45SE,No Update,64.0,20.0,45SE,7.2,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SE,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1463.0554,4,311.0596,0.2126,True,True,True
PAP04,Papua,Koor Fault,Koor Dampier,SS-LL,Data Updated,65.0,20.0,90,7.1,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,748.7363,2,548.9763,0.7332,True,True,True
PAP05,Papua,Koor Fault,Koor,SS-LL,Data Updated,104.0,20.0,90,7.4,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1208.1457,2,405.1398,0.3353,True,True,True
PAP06,Papua,Sorong Fault,West Salawati,SS-LL,Data Updated,45.0,20.0,90,6.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,519.6888,1,78.4135,0.1509,True,True,True
PAP07,Papua,Sorong Fault,Sagewin,SS-LL,Data Updated,124.0,20.0,90,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1396.3595,4,1033.5363,0.7402,True,True,True
PAP08,Papua,Sorong Fault,Sorong Dampier,SS-LL,Data Updated,111.0,20.0,90,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1142.4119,3,765.5784,0.6701,True,True,True
PAP09,Papua,Sorong Fault,Klararea,SS-LL,Data Updated,90.0,20.0,90,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,961.3338,1,20.2019,0.021,True,True,True
PAP10,Papua,Sorong Fault,Mega-Omnowi,SS-LL,Data Updated,193.0,20.0,90,7.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1899.751,5,543.5723,0.2861,True,True,True
PAP11,Papua,Sorong Fault,Anita,R,Data Updated,38.0,20.0,45N,6.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1080.0773,1,502.9103,0.4656,True,True,True
PAP12,Papua,Sorong Fault,Warjori,R,Data Updated,44.0,20.0,45S,6.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1007.3472,1,502.9103,0.4992,True,True,True
PAP13,Papua,Sorong Fault,Meuni,SS-LL,Data Updated,23.0,20.0,90,6.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,310.7706,1,57.6674,0.1856,True,True,True
PAP14,Papua,Sorong Fault,Meuni Thrust,R,Data Updated,27.0,20.0,45S,6.6,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,732.899,1,57.6674,0.0787,True,True,True
PAP15,Papua,Ransiki,Ransiki,R,Data Updated,68.0,20.0,45W,7.2,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1649.1782,3,1102.4384,0.6685,True,True,True
PAP16,Papua,Yapen Fault,East Wandamen,SS-LL,New,64.0,20.0,90,7.1,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,716.0598,1,78.4116,0.1095,True,True,True
PAP17,Papua,Yapen Fault,Ransiki-Num,SS-LL,No Update,247.0,20.0,90,7.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,2538.2301,2,156.8227,0.0618,True,True,True
PAP18,Papua,Yapen Fault,Randawaya,SS-LL,No Update,64.0,20.0,90,7.1,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,715.9614,2,156.8245,0.219,True,True,True
PAP19,Papua,Yapen Fault,Jobi,SS-LL,No Update,79.0,20.0,90,7.2,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,865.2226,1,78.4133,0.0906,True,True,True
PAP20,Papua,Sorendidori,Sorendidori,SS-LL,No Update,33.0,20.0,90,6.6,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,378.1923,0,0.0,0.0,True,True,True
PAP21,Papua,Mamberamo,Mamberamo,SS-LL,No Update,133.0,20.0,90,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1459.8194,0,0.0,0.0,True,True,True
PAP22,Papua,Mamberamo,Makai,R,No Update,51.0,20.0,45SW,7.0,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1238.0628,0,0.0,0.0,True,True,True
PAP23,Papua,Mamberamo,Tuira,SS-LL,No Update,89.0,20.0,90,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1012.7185,1,86.3031,0.0852,True,True,True
PAP24,Papua,Mamberamo,Toarim,R,No Update,133.0,20.0,45SW,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3119.4668,3,1987.7616,0.6372,True,True,True
PAP25,Papua,Mamberamo,Mawe,SS-LL,No Update,128.0,20.0,90,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1367.8601,3,420.4854,0.3074,True,True,True
PAP26,Papua,Mamberamo,Djanggur,R,No Update,109.0,20.0,45SW,7.2,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2626.8698,2,409.6815,0.156,True,True,True
PAP27,Papua,Bewani Torricelli,Waris,SS-LL,No Update,68.0,20.0,90,7.1,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,759.5293,1,157.2743,0.2071,True,True,True
PAP28,Papua,Taminabuan Thrust,Taminabuan South,R,Data Updated,242.0,20.0,45NE,7.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,NE,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,5875.4746,3,5786.4774,0.9849,True,True,True
PAP29,Papua,Taminabuan Thrust,Taminabuan Central,R,Data Updated,182.0,20.0,45NE,7.7,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,NE,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,4503.3573,3,6548.3071,1.4541,True,True,True
PAP30,Papua,Taminabuan Thrust,Taminabuan North,R,Data Updated,43.0,20.0,45NE,6.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,NE,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,912.8982,3,2225.1185,2.4374,True,True,True
PAP31,Papua,Wandamen,Rumberpon-Kaimana,N,Data Updated,81.0,20.0,60E,6.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,E,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1701.1204,3,940.4542,0.5528,True,True,True
PAP32,Papua,Wandamen,Rumberpon,N,Data Updated,45.0,20.0,60W,6.6,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,W,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,945.3408,2,489.0544,0.5173,True,True,True
PAP33,Papua,Wandamen,Wandamen,N,Data Updated,95.0,20.0,60W,6.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,W,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1949.9874,0,0.0,0.0,True,True,True
PAP34,Papua,Wandamen,Kaimana,N,Data Updated,120.0,20.0,60E,7.0,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,E,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2409.8635,2,149.5661,0.0621,True,True,True
PAP35,Papua,Wandamen,Fau (east Kaimana),N,No Update,50.0,20.0,60S,6.7,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,S,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1109.0304,1,127.9206,0.1153,True,True,True
PAP36,Papua,Wandamen,Triton North,N,No Update,60.0,20.0,60SE,6.8,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,SE,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1245.6285,1,986.255,0.7918,True,True,True
PAP37,Papua,Wandamen,Triton South,N,No Update,98.0,20.0,60NW,6.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,NW,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2034.2372,1,986.255,0.4848,True,True,True
PAP38,Papua,Cenderawasih Thrust,Cenderawasih Thrust,R,Data Updated,155.0,20.0,45E,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,E,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3750.7323,2,843.5421,0.2249,True,True,True
PAP39,Papua,Wapoga,Wapoga,SS-LL,Data Updated,252.0,20.0,90,7.9,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,2646.9196,3,382.9555,0.1447,True,True,True
PAP40,Papua,Nawa Hills,Waruta,R,No Update,90.0,20.0,45W,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2559.12,4,2066.1599,0.8074,True,True,True
PAP41,Papua,Nawa Hills,Pawasi,R,No Update,128.0,20.0,45W,7.5,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3232.9679,3,1166.1773,0.3607,True,True,True
PAP42,Papua,Nawa Hills,Anabranch,R,No Update,88.0,20.0,45W,7.3,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2274.8709,2,108.0893,0.0475,True,True,True
PAP43,Papua,Yumakot,Yumakot,SS-LL,New,113.0,20.0,90,7.4,PAPUA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1147.3683,2,1125.0567,0.9806,True,True,True
