Source_ID,Region,Main,Segment,Type,Status,Length_km,Width_km,Dip_raw,Mmax,Trace_version,Polygon_method_version,Base_r_km,Dip_deg_parsed,Dip_dir_parsed,Hproj_km,Updip_extent_km,Downdip_extent_km,Rule_mode,Dip_class,Area_km2,Overlap_pair_n,Overlap_area_sum_km2,Overlap_area_sum_frac_of_polygon,Trace_covered,Polygon_valid,Polygon_locked
BAN64,Bali-NT-Banda-Maluku,Haruku,Haruku,N,New,14.0,20.0,60N,6.0,BAN_REGION_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,N,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,345.2622,0,0.0,0.0,True,True,True
BAN65,Bali-NT-Banda-Maluku,North Buru Fault,North Buru Fault,SS-LL,Data Updated,169.0,20.0,90,7.7,BAN_REGION_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1739.3579,2,15.65,0.009,True,True,True
BAN66,Bali-NT-Banda-Maluku,South Buru Fault,South Buru Fault - 1,R,Data Updated,152.0,20.0,45N,7.6,BAN_REGION_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3698.0746,1,127.307,0.0344,True,True,True
BAN67,Bali-NT-Banda-Maluku,South Buru Fault,South Buru Fault - 2,R,Data Updated,91.0,20.0,45N,7.3,BAN_REGION_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2271.0287,0,0.0,0.0,True,True,True
BAN68,Bali-NT-Banda-Maluku,Manipa Fault,Manipa Fault,SS,No Update,100.0,20.0,90,7.4,BAN_REGION_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1078.5958,1,127.307,0.118,True,True,True
JAV01,Java,Cimandiri,Citatah,R,Data Updated,16.0,20.0,45W,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,W,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,441.1451,6,1011.2235,2.2923,True,True,True
JAV02,Java,Cimandiri,Cisokan,R,New,35.0,20.0,45S,6.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,934.6785,7,506.3467,0.5417,True,True,True
JAV03,Java,Cimandiri,Cimandiri,R,Data Updated,25.0,20.0,45S,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,697.7665,1,38.6875,0.0554,True,True,True
JAV04,Java,Cimandiri,Nyalindung-Cibeber,R,Data Updated,32.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,863.3094,2,70.8937,0.0821,True,True,True
JAV05,Java,Lembang Fault,Lembang,SS-LL,Data Updated,30.0,25.0,90,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,378.5385,4,345.5586,0.9129,True,True,True
JAV06,Java,Cileunyi-Tanjungsari Fault,Cileunyi-Tanjungsari,SS,New,35.0,25.0,90,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,428.5207,3,58.9456,0.1376,True,True,True
JAV07,Java,Cicalengka Fault,Cicalengka,SS,New,34.0,25.0,90,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,418.5238,2,67.8095,0.162,True,True,True
JAV08,Java,Cianjur Fault,Cianjur 1,SS,New,9.0,30.0,90,5.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,168.8229,3,119.192,0.706,True,True,True
JAV09,Java,Cianjur Fault,Cianjur 2,SS,New,5.0,30.0,90,5.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,129.1316,3,33.6242,0.2604,True,True,True
JAV10,Java,Cipamingkis Fault,Cipamingkis,SS,New,28.0,25.0,90,6.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,358.5474,1,191.2571,0.5334,True,True,True
JAV11,Java,Garsela Fault,Kendang,SS-LL,Data Updated,21.0,30.0,90,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,288.5917,3,190.6539,0.6606,True,True,True
JAV12,Java,Garsela Fault,Kencana,SS-LL,No Update,18.0,30.0,90,5.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,258.6211,3,248.1853,0.9596,True,True,True
JAV13,Java,Tampomas,Tampomas,N,Data Updated,8.0,30.0,60,5.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,,15.0,12.5,12.5,NONVERTICAL_MISSING_DIPDIR_SYMMETRIC_R_PLUS_H2,NONVERTICAL_MISSING_DIRECTION,279.5274,4,201.0457,0.7192,True,True,True
JAV14,Java,Karangmanggu Fault,Karangmanggu,SS,Data Updated,20.0,20.0,90,6.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,278.6005,2,147.7977,0.5305,True,True,True
JAV15,Java,Ciremai Fault,Ciremai,SS,No Update,20.0,30.0,90,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,278.6005,1,244.0865,0.8761,True,True,True
JAV16,Java,Java Back-arc Thrust,Depok Blind Thrust,R,New,43.0,20.0,57SW,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,976.8033,3,327.9666,0.3358,True,True,True
JAV17,Java,Java Back-arc Thrust,Rarata,R,New,15.0,20.0,57SW,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,391.8054,6,638.8577,1.6305,True,True,True
JAV18,Java,Java Back-arc Thrust,Salak,R,New,20.0,20.0,57SW,65.0,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,496.2693,3,144.2259,0.2906,True,True,True
JAV19,Java,Java Back-arc Thrust,Citarum Front,R,New,76.0,20.0,43SW,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,43.0,SW,14.6271,5.0,19.6271,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1950.0713,9,2887.7229,1.4808,True,True,True
JAV20,Java,Java Back-arc Thrust,Citarum,R,New,41.0,20.0,50S,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,50.0,S,12.8558,5.0,17.8558,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1015.4996,6,2311.5161,2.2762,True,True,True
JAV21,Java,Java Back-arc Thrust,Cariu,R,New,18.0,20.0,57SW,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,454.4838,4,662.7342,1.4582,True,True,True
JAV22,Java,Java Back-arc Thrust,Klapanunggal,R,New,13.0,20.0,57SW,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,350.0199,5,541.9956,1.5485,True,True,True
JAV23,Java,Java Back-arc Thrust,Cirata,R,New,63.0,20.0,57SW,6.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,57.0,SW,10.8928,5.0,15.8928,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1394.6589,10,2714.7029,1.9465,True,True,True
JAV24,Java,Java Back-arc Thrust,Tangkuban Prahu,R,New,48.0,20.0,45S,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1237.2362,8,2310.6212,1.8676,True,True,True
JAV25,Java,Java Back-arc Thrust,Cipunegara,R,Data Updated,16.0,20.0,45SW,6.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,464.6879,5,367.6665,0.7912,True,True,True
JAV26,Java,Java Back-arc Thrust,Tampomas,R,New,24.0,20.0,31SW,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,31.0,SW,17.1433,5.0,22.1433,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,729.854,4,336.9751,0.4617,True,True,True
JAV27,Java,Java Back-arc Thrust,Baribis,R,New,17.0,20.0,45SW,6.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,488.83,2,261.2646,0.5345,True,True,True
JAV28,Java,Java Back-arc Thrust,Ciremai,R,Data Updated,43.0,20.0,45SW,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1116.5255,3,666.3488,0.5968,True,True,True
JAV29,Java,Java Back-arc Thrust,Cisanggarung,R,Data Updated,19.0,20.0,45SW,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,SW,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,537.1143,2,210.7884,0.3924,True,True,True
JAV30,Java,Java Back-arc Thrust,Brebes,R,Data Updated,23.0,20.0,45S,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,633.6828,2,81.6488,0.1288,True,True,True
JAV31,Java,Java Back-arc Thrust,Tegal,R,Data Updated,18.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,512.9722,2,91.1211,0.1776,True,True,True
JAV32,Java,Java Back-arc Thrust,Pemalang,R,Data Updated,20.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,561.2564,2,71.0438,0.1266,True,True,True
JAV33,Java,Java Back-arc Thrust,Pekalongan,R,Data Updated,12.0,20.0,45S,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,368.1193,2,73.5628,0.1998,True,True,True
JAV34,Java,Java Back-arc Thrust,Batang,R,New,43.0,20.0,45S,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1116.5255,2,103.1809,0.0924,True,True,True
JAV35,Java,Java Back-arc Thrust,Weleri,R,Data Updated,16.0,20.0,45S,6.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,464.6879,3,166.9947,0.3594,True,True,True
JAV36,Java,Java Back-arc Thrust,Semarang Front,R,Data Updated,41.0,20.0,45S,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1068.2413,5,212.6704,0.1991,True,True,True
JAV37,Java,Java Back-arc Thrust,Kendal,R,New,19.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,537.1143,2,203.456,0.3788,True,True,True
JAV38,Java,Java Back-arc Thrust,Mranggen,R,New,12.0,20.0,45S,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,368.1193,4,231.087,0.6278,True,True,True
JAV39,Java,Java Back-arc Thrust,Sendangdelik,R,Data Updated,52.0,20.0,45S,7.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1333.8048,6,942.9402,0.707,True,True,True
JAV40,Java,Java Back-arc Thrust,Purwodadi,R,Data Updated,28.0,20.0,45S,6.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,754.3935,2,199.6713,0.2647,True,True,True
JAV41,Java,Java Back-arc Thrust,Gabus,R,Data Updated,40.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1044.0991,2,153.1542,0.1467,True,True,True
JAV42,Java,Java Back-arc Thrust,Cepu,R,New,40.0,20.0,45S,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1044.0991,3,446.8366,0.428,True,True,True
JAV43,Java,Java Back-arc Thrust,Pandan,R,New,18.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,512.9722,3,338.5916,0.6601,True,True,True
JAV44,Java,Java Back-arc Thrust,Drenges,R,New,31.0,20.0,45S,6.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,826.8199,3,454.9214,0.5502,True,True,True
JAV45,Java,Java Back-arc Thrust,Waru,R,Data Updated,59.0,20.0,45S,6.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1502.7997,4,1027.9485,0.684,True,True,True
JAV46,Java,Java Back-arc Thrust,Selat Madura1,R,New,38.0,20.0,45S,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,995.8149,3,678.0245,0.6809,True,True,True
JAV47,Java,Java Back-arc Thrust,Selat Madura2,R,New,134.0,20.0,45S,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,3313.4599,3,697.5257,0.2105,True,True,True
JAV48,Java,Java Back-arc Thrust,Situbondo,R,New,101.0,20.0,45S,7.0,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2516.7694,2,1945.3042,0.7729,True,True,True
JAV49,Java,Java Back-arc Thrust,Surabaya,R,Data Updated,25.0,20.0,45S,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,681.9671,2,612.4869,0.8981,True,True,True
JAV50,Java,RMKS,Pati,R,Data Updated,112.0,20.0,45S,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2782.3329,2,1484.8352,0.5337,True,True,True
JAV51,Java,RMKS,Pati2,R,New,47.0,20.0,45N,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1213.0941,2,1500.3792,1.2368,True,True,True
JAV52,Java,RMKS,Bojonegoro,R,New,41.0,20.0,45N,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1068.2413,3,723.2849,0.6771,True,True,True
JAV53,Java,RMKS,Tuban1,R,New,68.0,20.0,45S,7.2,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1720.0789,3,742.4068,0.4316,True,True,True
JAV54,Java,RMKS,Tuban2,R,New,26.0,30.0,45S,6.3,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,21.2132,5.0,26.2132,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,889.957,3,516.7307,0.5806,True,True,True
JAV55,Java,RMKS,Tuban3,R,New,22.0,30.0,45N,6.2,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,21.2132,5.0,26.2132,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,765.1042,3,489.1802,0.6394,True,True,True
JAV56,Java,RMKS,Ketapang,R,New,111.0,20.0,R45S,6.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,2758.1908,1,669.4868,0.2427,True,True,True
JAV57,Java,RMKS,Baliga,R,New,49.0,20.0,45N,6.7,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1261.3784,1,241.2206,0.1912,True,True,True
JAV58,Java,RMKS,Somorkoning,SS-LL,New,26.0,20.0,90,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,338.4137,2,130.1397,0.3846,True,True,True
JAV59,Java,RMKS,Sumenep,SS-LL,Data Updated,44.0,20.0,90,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,518.4137,1,241.2206,0.4653,True,True,True
JAV60,Java,RMKS,Brakas,SS-LL,New,135.0,20.0,90,7.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1428.4137,1,48.5644,0.034,True,True,True
JAV61,Java,RMKS,Mandangin,R,New,48.0,20.0,45N,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,N,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,1237.2362,2,718.0512,0.5804,True,True,True
JAV62,Java,RMKS,Kangean-Sakala,SS-LL,Data Updated,119.0,20.0,90,7.0,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,1268.4137,0,0.0,0.0,True,True,True
JAV63,Java,RMKS,Lasem,R,New,34.0,20.0,45S,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,S,14.1421,5.0,19.1421,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,899.2463,2,796.537,0.8858,True,True,True
JAV64,Java,Rawapening Fault,Rawapening,SS,No Update,20.0,20.0,45,5.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,45.0,,14.1421,12.0711,12.0711,NONVERTICAL_MISSING_DIPDIR_SYMMETRIC_R_PLUS_H2,NONVERTICAL_MISSING_DIRECTION,556.165,4,642.9152,1.156,True,True,True
JAV65,Java,Ajibarang Fault,Ajibarang,SS,No Update,19.0,20.0,90,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,272.1221,0,0.0,0.0,True,True,True
JAV66,Java,Ungaran Fault,Ungaran,N,Data Updated,19.0,20.0,60S,5.8,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,S,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,458.4137,5,408.2439,0.8906,True,True,True
JAV67,Java,Opak Fault,Opak,SS-LL,No Update,47.0,20.0,50,6.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,50.0,,12.8558,11.4279,11.4279,NONVERTICAL_MISSING_DIPDIR_SYMMETRIC_R_PLUS_H2,NONVERTICAL_MISSING_DIRECTION,1150.8252,2,315.7462,0.2744,True,True,True
JAV68,Java,Merapi-Merbabu Fault,Merapi-Merbabu,SS,No Update,28.0,20.0,90,6.5,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,361.0178,3,83.3657,0.2309,True,True,True
JAV69,Java,Pasuruan Fault,Pasuruan,N,No Update,18.0,20.0,60E,6.4,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,E,10.0,5.0,15.0,DIP_AWARE_R_PLUS_WCOSDIP,NONVERTICAL_KNOWN_DIRECTION,418.8099,0,0.0,0.0,True,True,True
JAV70,Java,Probolinggo Fault,Probolinggo,SS-LL,No Update,15.0,20.0,90,6.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,230.4648,0,0.0,0.0,True,True,True
JAV71,Java,Wonsorejo Fault,Wonsorejo,SS-LL,No Update,11.0,20.0,90,5.9,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,182.9875,0,0.0,0.0,True,True,True
JAV72,Java,Mataram Fault,Tambakbayan,SS-LL,New,14.0,20.0,90,6.1,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,218.4137,1,214.5121,0.9821,True,True,True
JAV73,Java,Mataram Fault,Dengkeng,SS-LL,New,15.0,20.0,90,6.2,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,90.0,,0.0,5.0,5.0,VERTICAL_NEAR_VERTICAL_SYMMETRIC_R,VERTICAL_NEAR_VERTICAL,228.4137,1,101.2341,0.4432,True,True,True
JAV74,Java,Muria fault,Muria,N,No Update,30.0,20.0,60,6.6,JAVA_TRACE_V1,PUSGEN2024_POLYGON_METHOD_V1,5,60.0,,10.0,10.0,10.0,NONVERTICAL_MISSING_DIPDIR_SYMMETRIC_R_PLUS_H2,NONVERTICAL_MISSING_DIRECTION,671.7159,0,0.0,0.0,True,True,True
