dt,region,mb,ms,event_name,lat,lon,depth,mrr,mtt,mpp,mrt,mrp,mtp,m0_dynecm,mw,strike1,dip1,rake1,strike2,dip2,rake2,plunge_t,plunge_p,style,dist_ms_km,zone,phase
2018-07-28 22:47:38.700,"SUMBAWA REGION, INDONESI",0.0,6.4,201807282247A,-8.31,116.51,13.87,3.91e+25,-4.28e+25,3.65e+24,-4.64e+25,-5.63e+24,-2.79e+24,6.228504836636156e+25,6.462922537352236,89.85037071911505,20.72536883062805,95.62496350441478,263.83897444596437,69.37898551164871,87.8760474311616,65.55797966409688,24.350388083745937,thrust,7.443472731120429,near field (<=25 km),main sequence
2018-07-28 23:06:48.800,"SUMBAWA REGION, INDONESI",0.0,5.4,201807282306A,-8.11,116.32,20.9,1.02e+24,-1.23e+24,2.04e+23,-1.78e+24,-1.69e+24,4.59e+22,2.7063009459407873e+24,5.554917392893339,112.37269879211632,18.687544625880623,147.89324094661856,233.09924267759595,80.19497737130003,74.01254169240215,52.2084551154507,33.326594330471465,thrust,33.85043046626007,intermediate (25-75 km),main sequence
2018-08-05 11:46:38.600,"SUMBAWA REGION, INDONESI",0.0,6.9,201808051146A,-8.33,116.24,17.76,2.05e+26,-2.14e+26,8.85e+24,-2.42e+26,-4.07e+25,-3.86e+24,3.227770915817912e+26,6.939268469343839,95.996175711892,20.682448687854006,102.71420257856275,262.4374747967371,69.84700783588802,85.25035839144068,64.84396627387342,24.703160834089797,thrust,26.775886951393844,intermediate (25-75 km),main sequence
2018-08-09 05:25:32.400,"SUMBAWA REGION, INDONESI",0.0,5.9,201808090525A,-8.38,116.2,21.86,6.78e+24,-7.03e+24,2.51e+23,-5.77e+24,-8.06e+23,-1.07e+24,9.100197058305935e+24,5.906033864507707,81.63601468391454,25.078913102998477,89.69923705827722,261.96808278822743,64.92145632242213,90.14075176998702,70.07821872378491,19.921338552258835,thrust,30.822622708729025,intermediate (25-75 km),main sequence
2018-08-19 14:56:27.500,"SUMBAWA REGION, INDONESI",0.0,6.9,201808191456A,-8.4,116.75,23.53,2.25e+26,-2.5e+26,2.43e+25,-2.02e+26,-3.07e+25,3.69e+23,3.1401332959127706e+26,6.931298722590353,264.06124261053657,65.44073120133056,84.50636115283672,97.09006516665174,25.128972610408677,101.83218751266611,69.08000502858697,20.260210003829105,thrust,29.888443923918043,intermediate (25-75 km),main sequence
2018-08-25 18:33:15.600,"SUMBAWA REGION, INDONESI",0.0,5.5,201808251833A,-8.48,116.99,12.0,1.98e+24,-1.67e+23,-1.82e+24,-1.05e+24,-1.12e+24,-8.09e+23,2.577154535529447e+24,5.5407603074689264,9.074354237507382,28.892645610667074,67.15881883099398,214.76610858348772,63.558621748796675,102.0912011974886,69.05958983630782,17.711777955771026,thrust,57.4154044491251,intermediate (25-75 km),main sequence
2018-12-06 01:02:46.300,"SUMBAWA REGION, INDONESI",0.0,5.5,201812060102A,-8.36,116.01,23.2,1.46e+24,-1.75e+24,2.84e+23,-1.33e+24,-6.22e+23,-3.51e+22,2.1896104699238175e+24,5.493577907363911,107.88746249250195,27.61642152919897,122.51050698750186,252.160960976309,66.98896341994806,74.29558512638341,64.55000171369836,20.495428025392503,thrust,51.7175762664604,intermediate (25-75 km),post-sequence
2019-03-17 07:07:25.400,"SUMBAWA REGION, INDONESI",0.0,5.6,201903170707A,-8.47,116.54,14.41,-1.68e+24,1.85e+24,-1.63e+23,-1.34e+24,-1.99e+23,-1.46e+23,2.2343346884475478e+24,5.499432152047897,86.08852212984189,63.850039333267425,-97.72838699327939,283.2034889893798,27.190763859400505,-74.68250685023033,18.501342969879484,70.15290191893882,normal,12.930593348024358,near field (<=25 km),post-sequence
