no,lat,lon,depth,mw,dt,east_km,north_km,log_eta,triggered
9053,-8.46,116.58,22,5.59274,2018-08-19 15:16:38,453.7693049731248,9064.822932590421,-5.354857422734801,True
9054,-8.41,116.57,10,5.51328,2018-08-19 15:29:00,452.6624688761963,9070.349577937734,-5.217336644269201,True
9055,-8.39,116.9,16,4.0,2018-08-19 15:39:50,488.99080229049525,9072.585230912255,-4.821757517050222,True
9056,-8.27,116.98,10,4.95706,2018-08-19 15:45:58,497.797490601732,9085.852978914105,-4.491400709060972,True
9057,-8.39,116.83,12,4.8776,2018-08-19 15:47:26,481.28434658404404,9072.582581479537,-5.046220774099486,True
9058,-8.52,116.88,21,4.5366,2018-08-19 15:51:40,486.79338570317697,9058.212557867133,-4.607524120708002,True
9059,-8.35,117.05,10,4.15384,2018-08-19 15:58:24,505.5051585771687,9077.00842661795,-4.280517258725456,True
9062,-8.41,116.89,10,4.04448,2018-08-19 16:06:51,487.89050139335177,9070.37385788831,-4.635311708629215,True
9063,-8.34,116.86,10,4.31788,2018-08-19 16:09:24,484.585151024796,9078.111578090626,-4.742339159826485,True
9064,-8.33,116.96,13,4.48192,2018-08-19 16:18:51,495.59564943527954,9079.219620734202,-4.356021580012226,True
9065,-8.39,116.91,10,5.03652,2018-08-19 16:21:09,490.09172298269414,9072.58549725665,-4.497620984823915,True
9066,-8.3,116.66,10,4.48192,2018-08-19 16:23:58,462.5599649508718,9082.520405114614,-5.146181670385445,True
9067,-8.55,116.85,17,4.09916,2018-08-19 16:28:44,483.4930142660631,9054.894759444061,-4.383115959238508,True
9068,-8.29,116.77,10,4.20852,2018-08-19 16:31:40,474.6723549886537,9083.634643121099,-4.918802179472853,True
9069,-8.38,116.86,11,5.19544,2018-08-19 16:37:38,484.5867220444569,9073.689424869932,-4.611166450796994,True
9070,-8.38,116.79,10,4.8,2018-08-19 16:40:04,476.88005534470875,9073.685994386045,-5.19338856123467,True
9071,-8.26,116.73,10,4.20852,2018-08-19 16:46:54,470.2652685848046,9086.948498696092,-4.802984320824488,True
9074,-8.34,116.42,21,4.20852,2018-08-19 16:59:31,436.13749224191736,9078.067423950664,-4.134571554753204,True
9075,-8.25,116.78,10,4.5366,2018-08-19 17:01:04,475.77111992596167,9088.057418624032,-4.589014821664706,True
9076,-8.37,116.9,10,4.2632,2018-08-19 17:04:29,488.9902398801014,9074.796306636717,-4.559997139486357,True
9077,-8.27,116.75,10,4.09916,2018-08-19 17:10:57,472.4685487513132,9085.84439463169,-4.732009050170233,True
9078,-8.35,116.72,10,4.0,2018-08-19 17:15:42,469.17099741416973,9076.997836061775,-5.674225873816354,True
9079,-8.41,116.89,10,4.37256,2018-08-19 17:20:18,487.89050139335177,9070.37385788831,-4.384126256373996,True
9080,-8.27,116.72,10,4.71868,2018-08-19 17:28:40,469.1647505790815,9085.842196702159,-4.7409923491444745,True
9081,-8.28,116.74,10,4.04448,2018-08-19 17:36:56,471.3680055897927,9084.738148244316,-4.944271608959006,True
9084,-8.57,116.91,37,4.20852,2018-08-19 17:50:17,490.09633249307296,9052.685719990737,-3.9608068166687347,True
9085,-8.89,116.84,29,4.31788,2018-08-19 18:01:39,482.4084597254294,9017.305284195294,-3.4997712179941134,True
9086,-8.37,116.95,10,4.09916,2018-08-19 18:08:34,494.4951219608594,9074.797355560671,-4.0239732564083805,True
9088,-8.2,116.61,10,4.8776,2018-08-19 18:18:36,457.0432022927982,9093.570879223995,-4.178149159171892,True
9089,-8.44,116.93,13,4.95706,2018-08-19 18:23:25,492.29455182646797,9067.058250864175,-4.018219821953751,True
9091,-8.42,116.79,11,4.09916,2018-08-19 18:34:02,476.882423088061,9069.26381632606,-4.584636603599468,True
9092,-8.38,116.92,10,4.5366,2018-08-19 18:39:18,491.1924182866924,9073.691273121918,-4.377055167183704,True
9093,-8.24,116.87,11,4.15384,2018-08-19 18:45:59,485.6825968865529,9089.167294234005,-4.051867652194225,True
9099,-8.25,116.77,10,4.42724,2018-08-19 19:13:17,474.66980160917893,9088.056798034282,-4.300551576883001,True
9100,-8.3,116.74,10,4.04448,2018-08-19 19:18:41,471.36945227694963,9082.527063806014,-4.669584542840038,True
9104,-8.4,116.87,10,4.5366,2018-08-19 19:38:06,485.68840436246575,9071.478723839859,-4.114958434628409,True
9105,-8.41,116.84,10,4.31788,2018-08-19 19:41:04,482.38617221108535,9070.371961054987,-4.954935985174221,True
9112,-8.31,116.79,10,4.37256,2018-08-19 20:06:43,476.8759387430633,9081.424784531104,-4.395615211970369,True
9113,-8.45,116.68,23,4.04448,2018-08-19 20:11:59,464.7758328955776,9065.938947442115,-4.572186385353805,True
9114,-8.35,116.73,10,4.31788,2018-08-19 20:12:27,470.2720412253768,9076.998603500146,-5.151081719949395,True
9116,-8.33,116.76,10,4.2632,2018-08-19 20:19:36,473.5738241479346,9079.211825093584,-4.659704407637746,True
9117,-8.3,116.78,10,4.15384,2018-08-19 20:35:33,475.7741747099188,9082.52972726016,-4.368170601838438,True
9118,-8.32,116.91,10,4.5366,2018-08-19 20:39:40,490.0899566407264,9080.32425037959,-3.873519859029895,True
9119,-8.19,116.78,10,4.48192,2018-08-19 20:56:14,475.76747839169815,9094.690630132478,-3.9108855136587017,True
9120,-8.36,116.93,10,4.95706,2018-08-19 21:21:51,492.2929733464785,9075.90255610221,-3.7788868133922655,True
9123,-8.27,116.58,10,4.64596,2018-08-19 21:44:52,453.7469037730303,9085.82864952184,-4.020106121602985,True
9124,-8.62,116.4,10,4.95706,2018-08-19 21:50:01,433.9830669749591,9047.107327398036,-3.378143818416429,True
9125,-8.16,116.6,10,4.04448,2018-08-19 22:03:39,455.93733611238224,9097.992001009969,-3.7209419702269924,True
9126,-8.18,116.79,10,4.09916,2018-08-19 22:16:09,476.8683846405844,9095.79675158345,-4.022122712782189,True
9127,-8.17,116.61,10,4.59128,2018-08-19 22:21:31,457.03998814069314,9096.887529837946,-4.205388409679486,True
9128,-8.2,116.62,10,4.2632,2018-08-19 22:28:19,458.14467444692406,9093.571934888505,-4.6470687386992555,True
9130,-8.41,116.84,10,4.5366,2018-08-19 22:55:06,482.38617221108535,9070.371961054987,-4.254311014937043,True
9131,-8.4,116.94,12,4.15384,2018-08-19 23:12:58,493.39465246588907,9071.480590409667,-3.6399262564692703,True
9133,-8.26,116.53,14,4.79814,2018-08-19 23:29:55,448.23916622180934,9086.928063641628,-3.7412219082306226,True
9134,-8.26,116.59,10,4.09916,2018-08-19 23:38:35,454.84704906283264,9086.93535407232,-4.324210209384705,True
9143,-8.24,116.62,10,4.04448,2018-08-20 00:52:25,458.1488678297798,9089.149731450458,-3.869691455268976,True
9144,-8.26,116.73,10,4.2632,2018-08-20 01:06:31,470.2652685848046,9086.948498696092,-4.060772744736779,True
9149,-8.32,116.73,10,5.03652,2018-08-20 01:30:32,470.2697755775277,9080.315240209398,-4.511414456759927,True
9151,-8.35,116.87,13,4.04448,2018-08-20 02:18:18,485.6865776088496,9077.006417357938,-3.73693912093754,True
9157,-8.32,116.8,10,4.2632,2018-08-20 03:40:20,477.97764702068906,9080.319814835686,-3.9821507944493924,True
9158,-8.29,116.73,10,4.04448,2018-08-20 03:43:55,470.267518030476,9083.631871935557,-4.161983709201225,True
9159,-8.34,116.8,10,4.37256,2018-08-20 03:56:37,477.9787651832152,9078.108734937125,-4.234998243165302,True
9168,-8.38,116.9,10,4.37256,2018-08-20 05:07:46,488.99052091864183,9073.6907690538,-3.632827799613327,True
9171,-8.26,116.19,10,4.15384,2018-08-20 05:46:00,410.7932563560362,9086.867969145447,-2.8467340398322225,True
9173,-8.39,116.89,10,4.42724,2018-08-20 06:26:04,487.889881275051,9072.584936531463,-3.9143453389230487,True
9174,-8.29,116.72,10,4.37256,2018-08-20 06:29:44,469.16630668707097,9083.631109857099,-4.101209891093355,True
9181,-8.27,116.45,10,4.2632,2018-08-20 08:12:06,439.4300949873825,9085.811217405608,-3.2396466567361597,True
9189,-8.3,116.7,12,4.09916,2018-08-20 09:25:13,466.9647163810367,9082.523956426656,-4.139804286532403,True
9195,-8.23,116.48,10,4.95706,2018-08-20 10:31:34,442.72823875679654,9090.23794689927,-3.205905186346871,True
9199,-8.39,116.93,10,4.42724,2018-08-20 11:38:46,492.2935635266543,9072.585945836398,-3.2685895138561127,True
9208,-8.26,116.73,10,4.04448,2018-08-20 13:01:11,470.2652685848046,9086.948498696092,-3.72402157673473,True
9210,-8.36,116.94,10,4.1,2018-08-20 13:17:21,493.3939775745073,9075.902737704559,-3.6968227119402637,True
9211,-8.31,116.83,10,4.71868,2018-08-20 13:25:13,481.280535775267,9081.426895556784,-3.5635402346247735,True
9218,-8.36,116.93,10,4.31788,2018-08-20 15:15:59,492.2929733464785,9075.90255610221,-4.193956001820971,True
9223,-8.3,116.56,10,4.37256,2018-08-20 16:43:39,451.5480048198361,9082.509584570349,-3.441812372192866,True
9232,-8.18,116.49,10,4.09916,2018-08-20 20:34:07,443.8226247402445,9095.767208370298,-2.9675917651612567,True
9233,-8.31,117.01,10,4.31788,2018-08-20 20:58:17,501.10114340120214,9081.430895372878,-2.889248669263013,True
9238,-8.16,116.48,10,4.5366,2018-08-20 21:53:52,442.7182267375859,9097.97693682589,-3.2936474380843275,True
9239,-8.27,116.46,10,4.37256,2018-08-20 21:55:27,440.5313977486967,9085.812724247866,-4.343585559666124,True
9241,-8.21,116.48,13,4.5366,2018-08-20 22:28:36,442.7253695094713,9092.44908959142,-3.561360381378081,True
9243,-8.15,116.47,10,4.20852,2018-08-20 23:20:20,441.6151733759122,9099.081073601857,-4.0462993664961395,True
9246,-8.32,116.86,10,4.15384,2018-08-21 00:01:33,484.58436831502615,9080.322651363145,-3.2867858740394107,True
9248,-8.45,116.91,10,5.1,2018-08-21 01:09:25,490.0932486891849,9065.952258489582,-3.068337787705558,True
9249,-8.35,116.99,10,4.15384,2018-08-21 01:15:48,498.89896841393164,9077.008761493911,-4.248313960461302,True
9254,-8.34,116.78,14,4.04448,2018-08-21 02:28:06,475.7766317390458,9078.107564222637,-3.7239186995780704,True
9260,-8.4,116.87,10,4.31788,2018-08-21 03:52:51,485.68840436246575,9071.478723839859,-3.489217946569311,True
9263,-8.38,116.9,10,4.42724,2018-08-21 04:08:01,488.99052091864183,9073.6907690538,-3.9199175963077426,True
9271,-8.38,117.0,10,4.20852,2018-08-21 07:21:11,500.0,9073.692169241895,-2.7957990704751343,True
9274,-8.4,116.91,16,4.04448,2018-08-21 09:38:18,490.0919765172161,9071.479958864185,-3.3605639207982696,True
9277,-8.34,116.79,10,4.2632,2018-08-21 10:15:27,476.8776988007623,9078.108163517265,-3.5652666964357755,True
9286,-8.29,116.98,10,4.15384,2018-08-21 14:09:12,497.79760175013104,9083.641917417095,-2.74868454051714,True
9288,-8.16,116.36,14,4.20852,2018-08-21 14:52:12,429.49887458233513,9097.957942260418,-2.5206428301935397,True
9289,-8.24,116.74,10,4.64596,2018-08-21 16:04:11,471.3651226176521,9089.160310511974,-3.2542032372367165,True
9290,-8.51,116.56,18,4.04448,2018-08-21 16:32:40,451.5740663570185,9059.292634165402,-3.2804212654032052,True
9297,-8.28,116.64,10,4.2632,2018-08-21 18:51:41,460.35557962675034,9084.729567566164,-3.391010395148209,True
9313,-8.31,116.89,10,4.5366,2018-08-22 02:36:32,487.8874154679794,9081.429228786345,-2.9105869443315115,True
9314,-8.28,116.88,10,4.09916,2018-08-22 03:35:13,486.7852677917512,9084.74551091353,-3.6526679774264186,True
9315,-8.34,117.14,12,4.20852,2018-08-22 04:35:41,515.414848975204,9078.111578090626,-2.3449335193301923,True
9318,-8.46,116.98,16,4.09916,2018-08-22 05:48:32,497.79855727854334,9064.847804866855,-2.6174174588319894,True
9323,-8.24,116.75,17,4.15384,2018-08-22 09:02:15,472.4664709378117,9089.161013020572,-3.336721201897325,True
9324,-8.28,116.78,10,4.20852,2018-08-22 09:51:12,475.7729505959037,9084.74080545956,-3.207278180976578,True
9327,-8.25,116.8,10,4.15384,2018-08-22 13:05:26,477.9737544545901,9088.058577056358,-3.005699467152651,True
9328,-8.15,116.82,10,4.8776,2018-08-22 14:50:22,480.1714326884981,9099.114940732432,-2.6652101520239224,True
9331,-8.28,116.85,10,4.59128,2018-08-22 16:05:37,483.4815781846071,9084.744389911955,-2.9112393642305077,True
9352,-8.08,116.87,12,4.09916,2018-08-23 14:15:05,485.67690037457027,9106.85572397349,-2.3388698720998162,True
9359,-8.23,116.16,10,4.5366,2018-08-23 18:08:36,407.4821043044478,9090.178063900656,-1.9745472187784003,False
9362,-8.22,116.14,10,4.20852,2018-08-23 18:53:49,405.2767650333192,9091.279033175137,-4.011719993005951,True
9366,-8.41,115.93,15,4.20852,2018-08-23 20:06:59,382.2010755777646,9070.214670198431,-1.8069503737523285,False
9368,-8.31,116.68,15,4.2632,2018-08-23 21:26:29,464.7632346142347,9081.416687562029,-3.467007579024083,True
9373,-8.37,116.8,12,4.09916,2018-08-23 23:21:58,477.9804474271771,9074.792110921204,-3.147285413676597,True
9380,-8.24,116.77,10,4.42724,2018-08-24 07:23:20,474.6691651814318,9089.162335387258,-2.8385660957056333,True
9383,-8.26,116.73,10,4.04448,2018-08-24 08:27:59,470.2652685848046,9086.948498696092,-3.258009263629228,True
9384,-8.48,116.9,12,4.0,2018-08-24 12:47:02,488.993349634925,9062.635362393257,-2.519649789277177,True
9390,-7.99,116.43,13,4.2632,2018-08-24 22:17:21,437.1839306596967,9116.76423105502,-1.9863771831888868,False
9392,-8.25,116.15,10,4.09916,2018-08-25 04:15:07,406.38532521154985,9087.96444648108,-2.351697810309851,True
9411,-8.22,116.67,10,4.59128,2018-08-25 16:27:14,463.6538359888288,9091.365712805,-2.700653667061705,True
9415,-8.42,116.93,10,5.5,2018-08-25 18:33:16,492.29415580664835,9069.269330536332,-2.401860245279502,True
9420,-8.45,116.92,10,4.0,2018-08-25 19:19:38,491.1939995669426,9065.952498452563,-4.7841877839299105,True
9422,-8.45,116.91,10,4.1,2018-08-25 20:31:47,490.0932486891849,9065.952258489582,-4.287019066147387,True
9445,-8.3,117.01,10,5.1,2018-08-26 03:54:03,501.1011712716455,9082.536427455356,-2.6486667479103185,True
9452,-8.35,116.9,12,4.20852,2018-08-26 06:36:41,488.9896788029916,9077.007380129262,-2.9806626961828573,True
9453,-8.41,116.92,10,4.09916,2018-08-26 06:37:33,491.19309437845664,9070.374658771565,-4.651214325785113,True
9478,-8.05,116.43,10,4.2632,2018-08-26 22:48:05,437.1931380533993,9110.130814192406,-1.9214154163326431,False
9493,-8.25,116.62,10,4.31788,2018-08-27 14:12:28,458.14991934320705,9088.044179224302,-2.6247997816255504,True
9503,-8.4,116.82,10,4.15384,2018-08-27 22:48:26,480.1839294729121,9071.476548506302,-2.7171811884877544,True
9505,-8.34,116.92,10,4.04448,2018-08-27 22:54:36,491.1915205641387,9078.113417770446,-3.3201360091134426,True
9507,-8.43,116.6,10,4.42724,2018-08-28 03:13:28,455.96740136449284,9068.141947796366,-3.9012137722087723,True
9517,-8.12,116.29,10,4.31788,2018-08-28 19:18:53,421.7796914870597,9102.367467051778,-1.73045094178259,False
9528,-8.34,116.78,13,4.04448,2018-08-29 12:30:41,475.7766317390458,9078.107564222637,-2.898690734419516,True
9531,-8.2,116.55,15,4.04448,2018-08-29 16:46:14,450.43434169397915,9093.56396936963,-2.209542391307097,False
9534,-8.16,116.34,12,4.04448,2018-08-29 19:27:43,427.2956216849176,9097.954394351449,-1.847318593286492,False
9535,-8.06,116.36,10,4.09916,2018-08-29 19:30:00,429.4814518569252,9109.013822898294,-3.722804171210764,True
9536,-8.19,116.85,10,4.37256,2018-08-29 22:03:02,483.4778471604979,9094.694176691528,-2.177068174568092,False
9537,-8.31,116.06,10,4.59128,2018-08-29 23:10:33,396.48804115347673,9081.308179547243,-1.7822059661310203,False
9544,-8.26,116.81,10,4.2632,2018-08-30 15:45:12,479.07559710715105,9086.953579727151,-2.4323115324097877,True
9549,-8.08,116.34,10,4.15384,2018-08-30 19:56:10,427.28123023030463,9106.7991369887,-1.8679331329812787,False
9554,-8.26,116.26,13,4.48192,2018-08-31 02:21:49,418.5029144379629,9086.882951957214,-1.84646714052716,False
9555,-8.35,116.11,10,4.95706,2018-08-31 02:37:15,402.0043891653548,9076.8982415008,-2.9903794609646317,True
9571,-8.19,116.59,10,4.2632,2018-09-01 15:00:56,454.8391264621505,9094.674238979416,-2.1476683361517424,False
9572,-8.15,116.22,10,4.04448,2018-09-01 17:37:45,414.07378025328654,9099.036436635592,-1.5917509867191546,False
9573,-8.18,116.43,16,5.03652,2018-09-02 00:15:46,437.21332223058937,9095.758345094446,-1.9659255342085715,False
9581,-7.97,116.29,13,4.09916,2018-09-02 05:59:50,421.75092922921897,9118.95146704516,-1.976678008912354,False
9584,-8.25,116.65,10,4.37256,2018-09-02 21:48:02,461.4539144495902,9088.0471994904,-2.442299496889684,True
9585,-8.11,116.84,10,4.31788,2018-09-03 01:32:42,482.3728663398818,9103.537974002122,-1.868011032414712,False
9587,-8.29,116.2,10,4.04448,2018-09-03 03:35:45,411.90130966334846,9083.553289191506,-1.8851346833889802,False
9594,-8.25,116.79,19,4.15384,2018-09-03 16:08:11,476.87243753030305,9088.05801163136,-2.321784250562092,True
9595,-8.27,116.81,15,4.2,2018-09-03 17:35:34,479.0761241165761,9085.848044004782,-3.1512653511415802,True
9598,-8.26,116.12,10,4.37256,2018-09-03 19:41:41,403.0834697416333,9086.85163258332,-1.4926847997353805,False
9602,-8.22,116.82,10,4.2632,2018-09-03 23:14:14,480.1748939790612,9091.376225575152,-2.199397685976238,False
9603,-8.25,116.11,11,4.15384,2018-09-03 23:18:36,401.9795943907138,9087.95484632673,-3.4717001161386176,True
9605,-8.49,116.91,10,4.3,2018-09-04 02:45:54,490.0942718255529,9061.530088056303,-1.980262955249482,False
9607,-8.01,116.41,10,4.5366,2018-09-04 04:07:36,434.9829528925868,9114.54998512454,-1.5256676908216682,False
9611,-8.49,116.93,10,4.0,2018-09-04 11:24:57,492.2955459584014,9061.530541826936,-2.7785019476188495,True
9615,-8.28,116.81,10,4.2632,2018-09-04 16:05:35,479.07665175946715,9084.742507731358,-2.730534764904695,True
9618,-8.29,117.02,10,4.15384,2018-09-05 04:04:11,502.20239824986896,9083.641917417095,-2.4264736767175106,True
9620,-7.96,116.42,10,4.20852,2018-09-05 11:51:31,436.0771998828592,9120.07940057413,-1.8090901999324087,False
9627,-8.34,116.99,10,4.8776,2018-09-06 06:43:09,498.8989404101457,9078.114295797308,-1.7953111058013342,False
9631,-8.28,116.67,11,4.79814,2018-09-07 17:14:36,463.6593181791768,9084.732432420302,-2.5348329477297575,True
9633,-8.14,116.8,10,4.42724,2018-09-08 14:29:58,477.96770358412317,9100.219434783117,-1.8400284887457323,False
9635,-8.15,116.55,10,4.79814,2018-09-09 04:53:36,450.4281680577459,9099.091758670873,-1.786731212159105,False
9638,-8.16,116.54,15,4.2632,2018-09-09 17:18:30,449.3278082704897,9097.984960193215,-3.390449544176211,True
9641,-8.21,116.59,10,4.79814,2018-09-10 03:50:15,454.84138322655275,9092.46313173404,-1.9904030633364334,False
9642,-8.1,116.48,10,4.79814,2018-09-10 08:49:18,442.70971264186943,9104.610335692796,-2.120575472108712,False
9643,-8.32,116.47,10,5.11598,2018-09-10 20:22:27,441.64007611330106,9080.286317687496,-2.7820816035248814,True
9645,-8.08,116.4,10,4.09916,2018-09-10 22:22:28,433.8922728427165,9106.809354710493,-2.52401123761708,True
9647,-8.16,116.37,10,4.15384,2018-09-10 22:42:32,430.60049790216107,9097.959675269083,-2.9608700801619534,True
9650,-8.34,116.2,10,4.1,2018-09-11 02:40:05,411.9124729640036,9078.025106279567,-1.9775778640472947,False
9651,-8.46,116.09,42,4.09916,2018-09-11 03:39:27,399.8303018304186,9064.730824970049,-2.0453080536944306,False
9654,-7.99,116.3,11,4.15384,2018-09-11 08:56:04,422.8568328607008,9116.74215896573,-1.4523218433285983,False
9660,-8.24,116.65,10,4.20852,2018-09-11 17:59:33,461.45294595569504,9089.152748156717,-2.1850106648397967,False
9663,-8.15,116.38,13,4.04448,2018-09-11 22:29:21,431.7004220574957,9099.06696735365,-2.419882885633909,True
9673,-8.61,116.07,11,4.15384,2018-09-12 21:49:35,397.6685429980553,9048.140346064303,-1.2127000539726773,False
9684,-8.14,116.39,10,4.3,2018-09-14 04:57:08,432.80040099324606,9100.174227601252,-1.9431614886709798,False
9685,-8.16,116.58,10,4.15384,2018-09-14 05:58:58,453.73416569841726,9097.989763240874,-2.1336210956881025,False
9689,-8.21,116.49,10,4.59128,2018-09-14 20:55:04,443.8268330783161,9092.450503430486,-1.9402872639227928,False
9706,-8.15,116.29,10,4.71868,2018-09-18 07:27:16,421.7855078877968,9099.050652714493,-1.494301976814088,False
9708,-8.33,116.06,15,4.5366,2018-09-18 18:45:06,396.49329135930475,9079.096826694931,-1.3418536921393185,False
9718,-8.21,116.64,10,4.09916,2018-09-20 05:09:21,460.34860645870083,9092.468416318137,-1.9074430621780785,False
9727,-8.32,116.14,13,4.15384,2018-09-21 07:54:35,405.30063768467255,9080.222529858574,-1.3532133309635639,False
9737,-8.19,116.42,13,4.09916,2018-09-22 09:32:28,436.1133589486691,9094.651191939935,-2.0495240734140343,False
9738,-8.15,116.45,10,4.04448,2018-09-22 12:18:57,439.41190816788946,9099.078129719412,-2.415960412097911,True
9739,-8.33,116.75,11,4.37256,2018-09-22 17:43:23,472.47272688263223,9079.21114296983,-2.5597512269125704,True
9740,-8.08,116.42,12,4.2632,2018-09-23 02:39:37,436.0959377883554,9106.81254433,-1.4334575231656939,False
9746,-8.47,116.83,13,4.2632,2018-09-23 19:10:47,481.28819365655073,9063.738231629284,-1.8930948939679648,False
9749,-8.23,116.78,10,4.48192,2018-09-23 23:30:22,475.76990314692483,9090.268491318155,-1.8997729382834005,False
9768,-8.23,116.25,10,4.04448,2018-09-25 07:27:06,417.39531544164413,9090.197755009845,-1.680639906063844,False
9785,-8.22,116.8,10,4.2632,2018-09-28 01:13:31,477.97209621423895,9091.375181178242,-1.8404736706732197,False
9786,-8.23,116.82,10,4.37256,2018-09-28 15:40:44,480.17539085004165,9090.270692652075,-2.436821617585353,True
9809,-8.74,116.47,13,4.04448,2018-10-02 02:07:55,441.70378930153646,9033.851526549584,-1.2046021945452559,False
9864,-8.54,116.85,19,4.20852,2018-10-05 02:52:10,483.4925842090834,9056.000308637147,-1.5455468468650282,False
9872,-8.42,116.75,10,4.95706,2018-10-07 17:57:22,472.47905033229756,9069.261228004621,-2.331677310495732,True
9883,-8.21,116.88,10,4.64596,2018-10-10 02:16:02,486.7829434694895,9092.484228587318,-1.4601844986620867,False
9947,-8.36,116.13,12,4.04448,2018-10-17 14:22:26,404.20914250347266,9075.797496220925,-1.5203488276137904,False
9951,-8.28,116.22,10,4.7,2018-10-18 01:12:59,414.10174087088103,9084.663298098485,-1.6361836722399041,False
9958,-8.41,116.97,10,4.1,2018-10-20 23:21:29,496.69741128061156,9070.375431552573,-1.3642606920259261,False
9975,-8.19,116.72,10,4.5366,2018-10-23 21:52:58,469.1585634904314,9094.686522120244,-1.5509859669617336,False
9977,-8.25,116.41,10,4.2632,2018-10-24 04:08:51,435.02159451638346,9088.016085818277,-1.7464222766451005,False
9990,-8.15,116.43,10,4.5366,2018-10-27 09:30:37,437.2086358259456,9099.075076787443,-1.3907759844432293,False
9991,-8.19,116.38,10,4.20852,2018-10-27 13:31:41,431.70722295138904,9094.644618631068,-2.552399598873947,True
10001,-8.35,116.6,10,4.2632,2018-10-31 16:42:24,455.9583917946614,9076.986449942884,-1.9081864888580138,False
10003,-8.36,116.89,10,4.3,2018-11-01 01:28:34,487.8889538473888,9075.901550303517,-1.4729567135550417,False
10010,-8.17,116.44,10,4.2632,2018-11-02 08:21:24,438.31334048655225,9096.865466639289,-1.7296650744240865,False
10013,-8.25,116.43,10,4.20852,2018-11-03 00:57:40,437.22432370537564,9088.019285532353,-1.7410849574644423,False
10015,-8.42,116.77,19,4.2632,2018-11-04 01:11:09,474.6807381965374,9069.262578434686,-2.004746001600573,False
10018,-8.21,116.49,20,4.04448,2018-11-04 05:02:18,443.8268330783161,9092.450503430486,-1.973995138428349,False
10019,-8.25,115.93,10,4.2632,2018-11-04 12:50:14,382.15320499204665,9087.906180900085,-0.7213893192105828,False
10026,-8.29,116.58,10,4.59128,2018-11-06 01:00:14,453.7492379923156,9083.617530828564,-1.740599859684613,False
10027,-8.5,116.93,10,4.8,2018-11-06 06:49:58,492.29574548457975,9060.424998324563,-1.213301202076938,False
10036,-8.26,116.76,15,4.64596,2018-11-07 18:36:12,473.56914744708956,9086.950611195673,-1.719471610356579,False
10043,-8.32,116.79,11,4.15384,2018-11-08 14:58:09,476.87652472890437,9080.319244747536,-1.9291107044583762,False
10044,-8.45,116.75,17,4.15384,2018-11-08 17:31:55,472.48117314739466,9065.944579620364,-1.9119572460867564,False
10058,-8.3,116.06,11,4.20852,2018-11-11 17:30:11,396.4854207520059,9082.413855164023,-1.4549838477980346,False
10074,-8.22,116.36,10,4.20852,2018-11-15 12:46:31,429.5094306780653,9091.324388107087,-1.4148167518731176,False
10083,-8.37,116.07,11,4.20852,2018-11-17 05:41:17,397.6049462006786,9074.676730383118,-0.8853957078290734,False
10084,-7.99,116.5,10,4.15384,2018-11-17 07:16:48,444.89838758804814,9116.774244075646,-1.0797959082097581,False
10186,-8.51,116.04,17,5.19544,2018-12-06 01:02:47,394.3396580057745,9059.189151046745,-0.7298922519580173,False
10203,-8.21,116.61,10,4.31788,2018-12-08 14:00:40,457.0442762779234,9092.465327931026,-1.3817601819565162,False
10211,-8.15,116.62,10,4.2632,2018-12-11 01:17:43,458.1394612300267,9099.09967693475,-1.1813422135028886,False
10236,-8.33,116.55,10,4.20852,2018-12-18 07:41:41,450.450568709975,9079.191653366088,-1.8998323653556763,False
10238,-8.26,116.18,10,4.20852,2018-12-18 15:53:31,409.6918663967538,9086.865718236233,-0.9427407790502483,False
10249,-8.42,116.74,19,4.95706,2018-12-21 10:43:56,471.37820520462543,9069.260510587332,-1.998306742719041,False
10260,-8.63,116.3,10,4.59128,2018-12-22 05:58:27,422.9817818399019,9045.982987742838,-0.9345910894824921,False
10265,-8.31,116.08,10,4.1,2018-12-22 23:59:50,398.69060785014415,9081.313347077004,-0.7659754170915442,False
10283,-8.19,116.22,11,4.04448,2018-12-26 02:39:57,414.082336697013,9094.613942144024,-1.3476802864362565,False
10289,-8.32,116.8,10,4.71868,2018-12-26 12:22:22,477.97764702068906,9080.319814835686,-1.5965860126368672,False
10332,-8.32,116.05,10,4.04448,2018-12-31 21:53:07,395.3894047161762,9080.199874863612,-0.8531319480048216,False
10359,-8.32,116.03,10,4.2632,2019-01-03 17:33:27,393.18687551476864,9080.194534325019,-1.6118764663274956,False
10367,-8.3,116.13,14,4.20852,2019-01-04 21:46:42,404.1945478631193,9082.431434542948,-1.0930911442346005,False
10370,-8.2,116.16,10,4.15384,2019-01-05 05:31:58,407.4751553413091,9093.494989431862,-1.572923737795247,False
10374,-8.25,116.03,10,4.02,2019-01-05 21:10:03,393.1679923082242,9087.934321297222,-1.0853475760847449,False
10380,-8.3,116.44,13,4.15384,2019-01-06 12:12:20,438.33346184500317,9082.492937166386,-1.838281535813384,False
10547,-8.33,116.93,10,4.48192,2019-01-23 17:59:34,492.2923852662733,9079.219161351268,-1.0002560454977703,False
10549,-8.25,116.79,10,4.15384,2019-01-24 08:32:21,476.87243753030305,9088.05801163136,-1.301392116580056,False
10564,-8.22,116.81,10,4.04448,2019-01-25 09:00:22,479.07349540441294,9091.37571711901,-1.7558763249911722,False
10633,-8.2,116.84,10,4.37256,2019-02-02 20:58:50,482.37680768723527,9093.588222025606,-1.0094028229278413,False
