no,lat,lon,depth,mw,dt,east_km,north_km,log_eta,triggered
7637,-8.79,116.97,10,4.155271963,2018-04-05 02:41:45,496.7007005791627,9028.364574345645,1.2452866306389117,False
7710,-8.48,115.84,28,4.00615668,2018-05-02 16:11:36,372.3145181463773,9062.446154651268,1.0734755860005418,False
7744,-7.97,117.23,18,4.380052539,2018-05-21 11:57:47,525.3477284258818,9119.011638583392,1.282326250645382,False
7804,-8.34,116.09,12,4.28699463,2018-06-13 11:23:41,399.79951513028715,9077.998886108287,1.0893908450821925,False
7806,-8.54,116.92,26,4.297474123,2018-06-13 15:47:35,491.19605183678,9056.002604723157,-0.44938264146856643,False
7926,-8.35,116.5,13,6.43545,2018-07-28 22:47:38,444.9477471762118,9076.973891453725,1.4355946142719795,False
7927,-8.3,116.58,13,4.79814,2018-07-28 22:55:38,453.75040720238457,9082.511970657251,-5.791648568330168,True
7928,-8.32,116.52,11,5.19544,2018-07-28 22:56:46,447.1458600248577,9080.29333988058,-6.399442830166185,True
7929,-8.34,116.55,12,4.2632,2018-07-28 23:03:41,450.4518274440859,9078.08608674968,-5.918628427073858,True
7930,-8.34,116.51,13,5.03652,2018-07-28 23:05:39,446.04744611359854,9078.08084617625,-6.756153204731406,True
7931,-8.31,116.49,10,5.43382,2018-07-28 23:06:49,443.84097141056606,9081.394784876578,-5.982119109659203,True
7932,-8.42,116.66,10,4.9,2018-07-28 23:15:55,462.571411224621,9069.253758379728,-4.8162598451876315,True
7933,-8.43,116.46,10,5.2,2018-07-28 23:16:01,440.5556091796347,9068.123413520065,-5.533678825503803,True
7934,-8.34,116.58,16,4.71868,2018-07-28 23:19:36,453.75509804471903,9078.08972445914,-5.301226522356561,True
7941,-8.3,116.57,10,4.31788,2018-07-28 23:38:04,452.6492067069309,9082.510791487684,-5.055726703436915,True
7942,-8.26,116.48,11,4.8776,2018-07-28 23:39:20,442.73255563236785,9086.921228775267,-4.992288708990031,True
7949,-8.32,116.48,12,4.5366,2018-07-29 00:05:30,442.74123619591876,9080.287777754758,-5.468720554534838,True
7953,-8.35,116.57,16,4.48192,2018-07-29 00:18:33,452.655213464726,9076.982975455867,-4.9455780803354505,True
7955,-8.28,116.61,10,4.15384,2018-07-29 00:26:09,457.0518305858967,9084.726453577427,-4.476314936397245,True
7956,-8.2,116.6,10,4.31788,2018-07-29 00:32:02,455.9417288748727,9093.569796137512,-4.2229874866558745,True
7958,-8.31,116.49,11,4.5366,2018-07-29 00:37:34,443.84097141056606,9081.394784876578,-5.776483439732188,True
7959,-8.3,116.62,16,4.42724,2018-07-29 00:43:54,458.15519591511463,9082.516409861348,-4.407470681263022,True
7961,-8.27,116.5,14,4.20852,2018-07-29 00:49:11,444.93659163412997,9085.818475094262,-4.719274160391039,True
7968,-8.65,116.37,13,4.31788,2018-07-29 01:14:20,430.6875713553736,9043.78517178796,-3.6605630510492118,True
7977,-8.75,116.32,18,4.15384,2018-07-29 01:43:14,425.206195012331,9032.719420321035,-3.3783804280890832,True
7978,-8.28,116.55,12,4.79814,2018-07-29 01:44:24,450.4442975425084,9084.719478178966,-4.5086508529879525,True
7979,-8.32,116.44,10,5.11598,2018-07-29 01:50:31,438.3365854467651,9080.281770596284,-4.670119315434445,True
7980,-8.61,116.36,15,4.37256,2018-07-29 01:53:16,429.5799175866166,9048.205804681786,-4.0352835291900355,True
7981,-8.63,116.34,17,4.15384,2018-07-29 01:54:29,427.3830157043931,9045.990826123147,-5.241498178692123,True
7982,-8.86,116.23,15,4.09916,2018-07-29 01:55:31,415.33149708086466,9020.538142969295,-3.548489036683761,True
7987,-8.28,116.52,12,4.8776,2018-07-29 02:20:08,447.14051179173634,9084.715616759804,-4.542742295673058,True
7988,-8.4,116.49,10,4.64596,2018-07-29 02:21:49,443.8538412849881,9071.444591181942,-4.786492352760635,True
7989,-8.1,116.54,10,4.15384,2018-07-29 02:29:53,449.32027668147066,9104.618301643752,-3.6568224606636677,True
7990,-8.51,116.36,18,4.09916,2018-07-29 02:33:44,429.5615347270138,9059.261932349113,-3.773814996703213,True
7997,-8.51,116.45,13,4.2632,2018-07-29 02:56:08,439.4672607659281,9059.277155540361,-3.8953466375661505,True
7998,-8.31,116.5,13,4.48192,2018-07-29 03:03:23,444.94215606964417,9081.396187674372,-4.877861474247308,True
7999,-8.34,116.5,11,4.64596,2018-07-29 03:04:28,444.94634689929876,9078.079466336208,-5.839321714422021,True
8001,-8.2,116.45,10,4.20852,2018-07-29 03:27:34,439.4194539124253,9093.550259082733,-3.8842869338266715,True
8014,-8.31,116.49,13,4.37256,2018-07-29 04:22:51,443.84097141056606,9081.394784876578,-5.2345971815826635,True
8021,-8.86,116.37,18,4.09916,2018-07-29 04:47:31,430.7264314249241,9020.567113375037,-2.9393025610139283,True
8032,-8.86,116.28,32,4.09916,2018-07-29 06:25:17,420.8297389956421,9020.549154846602,-2.798258290544999,True
8035,-8.42,116.44,12,4.09916,2018-07-29 06:52:09,438.35231546580405,9069.22590466592,-4.023272512492491,True
8037,-8.25,116.49,10,4.04448,2018-07-29 07:24:46,443.8324680052082,9088.028222566252,-3.931985163909541,True
8042,-8.37,116.55,10,4.31788,2018-07-29 07:54:10,450.45561264700405,9074.769383581195,-4.347827848161847,True
8054,-8.34,116.47,11,4.5366,2018-07-29 10:05:01,441.64303942275455,9078.075159540751,-4.624788273678661,True
8070,-8.2,116.5,10,4.04448,2018-07-29 11:32:39,444.92691805687906,9093.557457026196,-3.483556191463755,True
8100,-8.88,116.27,10,4.04448,2018-07-29 14:10:45,419.73443983789394,9018.335710721014,-2.527739411203093,True
8129,-8.27,116.61,10,4.09916,2018-07-29 17:55:42,457.05074749796387,9085.832008700621,-3.3800481378741516,True
8130,-8.32,116.5,10,4.59128,2018-07-29 18:03:15,444.9435513459748,9080.29061444589,-4.422765298456896,True
8136,-8.39,116.57,10,4.2632,2018-07-29 19:48:26,452.66004467253174,9072.560712667266,-3.70359075137219,True
8137,-8.16,116.47,10,4.20852,2018-07-29 20:09:46,441.6166241036853,9097.97550406928,-3.086652803534542,True
8149,-8.88,116.36,14,4.04448,2018-07-29 21:48:34,429.63061619018293,9018.35397518442,-2.3270338329375115,True
8152,-8.78,116.29,12,4.09916,2018-07-29 22:14:54,421.91257321963144,9029.396411687503,-2.538382046216914,True
8155,-8.44,116.45,12,4.04448,2018-07-29 22:34:06,439.4563116700442,9067.016289962332,-3.5465606811385175,True
8160,-8.53,116.42,10,4.04448,2018-07-29 23:52:01,436.16868559669547,9057.06113973783,-3.0017860354898316,True
8163,-8.34,116.47,10,4.09916,2018-07-30 00:42:47,441.64303942275455,9078.075159540751,-4.263850495826727,True
8165,-8.43,116.55,10,4.09916,2018-07-30 01:57:43,450.46322355221236,9068.135962249555,-3.4793353106680285,True
8202,-8.22,116.4,10,4.04448,2018-07-30 15:13:41,433.91525195198307,9091.331204766564,-2.9229638335764765,True
