no,lat,lon,depth,mw,dt,east_km,north_km,t_days,g
9176,-8.83,116.74,21,3.7164,2018-08-20 07:17:32,471.4090523138504,9023.93250494471,3155.0047453703705,1
9181,-8.27,116.45,10,4.2632,2018-08-20 08:12:06,439.4300949873825,9085.811217405608,3155.042638888889,0
9182,-8.19,116.46,10,3.93512,2018-08-20 08:19:28,440.5194648688337,9094.657326956863,3155.0477546296297,0
9184,-8.51,116.87,18,3.7164,2018-08-20 08:55:39,485.69246134778155,9059.317748723264,3155.0728819444444,2
9185,-8.75,116.2,19,3.82576,2018-08-20 09:03:40,412.0065264245621,9032.693484916295,3155.078449074074,1
9187,-8.45,116.98,10,3.82576,2018-08-20 09:11:56,497.7985005377161,9065.953345379907,3155.0841898148146,2
9188,-8.85,116.78,29,3.7164,2018-08-20 09:22:31,475.8089870122775,9021.724192358168,3155.0915393518517,1
9189,-8.3,116.7,12,4.09916,2018-08-20 09:25:13,466.9647163810367,9082.523956426656,3155.093414351852,2
9195,-8.23,116.48,10,4.95706,2018-08-20 10:31:34,442.72823875679654,9090.23794689927,3155.1394907407407,0
9196,-8.37,116.43,15,3.7164,2018-08-20 10:47:26,437.2434000383601,9074.752264038867,3155.1505092592593,0
9199,-8.39,116.93,10,4.42724,2018-08-20 11:38:46,492.2935635266543,9072.585945836398,3155.1861574074073,2
9200,-8.77,116.28,14,3.77108,2018-08-20 11:46:43,420.81057542891955,9030.499959116496,3155.1916782407407,1
9208,-8.26,116.73,10,4.04448,2018-08-20 13:01:11,470.2652685848046,9086.948498696092,3155.2433912037036,2
9210,-8.36,116.94,10,4.1,2018-08-20 13:17:21,493.3939775745073,9075.902737704559,3155.2546180555555,2
9211,-8.31,116.83,10,4.71868,2018-08-20 13:25:13,481.280535775267,9081.426895556784,3155.2600810185186,2
9212,-8.27,116.19,12,3.77108,2018-08-20 13:30:19,410.7955034294281,9085.762332657889,3155.263622685185,0
9218,-8.36,116.93,10,4.31788,2018-08-20 15:15:59,492.2929733464785,9075.90255610221,3155.337002314815,2
9220,-8.82,116.74,29,3.7164,2018-08-20 16:05:49,471.4082826260857,9025.038077611252,3155.371608796296,1
9223,-8.3,116.56,10,4.37256,2018-08-20 16:43:39,451.5480048198361,9082.509584570349,3155.3978819444446,2
9224,-8.48,116.83,10,3.8,2018-08-20 17:01:35,481.2886770900566,9062.632685366205,3155.4103356481482,2
9225,-8.29,116.8,10,3.82576,2018-08-20 17:33:25,477.97597477739305,9083.636430528408,3155.4324421296296,2
9227,-8.35,116.56,10,3.88044,2018-08-20 17:45:48,451.55415128306436,9076.981761473371,3155.4410416666665,2
9228,-8.38,116.96,10,3.93512,2018-08-20 18:07:29,495.5962101778648,9073.691945212035,3155.456099537037,2
9229,-8.28,116.7,10,3.9898,2018-08-20 18:57:49,466.96304711725895,9084.735048143715,3155.4910532407407,2
9230,-8.31,116.74,10,3.93512,2018-08-20 19:30:27,471.3701769207274,9081.421520758478,3155.513715277778,2
9232,-8.18,116.49,10,4.09916,2018-08-20 20:34:07,443.8226247402445,9095.767208370298,3155.5579282407407,0
9233,-8.31,117.01,10,4.31788,2018-08-20 20:58:17,501.10114340120214,9081.430895372878,3155.574710648148,2
9238,-8.16,116.48,10,4.5366,2018-08-20 21:53:52,442.7182267375859,9097.97693682589,3155.613310185185,0
9239,-8.27,116.46,10,4.37256,2018-08-20 21:55:27,440.5313977486967,9085.812724247866,3155.6144097222223,0
9241,-8.21,116.48,13,4.5366,2018-08-20 22:28:36,442.7253695094713,9092.44908959142,3155.6374305555555,0
9242,-8.76,116.28,13,3.7164,2018-08-20 22:35:38,420.80845813203075,9031.605601152789,3155.6423148148147,1
9243,-8.15,116.47,10,4.20852,2018-08-20 23:20:20,441.6151733759122,9099.081073601857,3155.6733564814813,0
9246,-8.32,116.86,10,4.15384,2018-08-21 00:01:33,484.58436831502615,9080.322651363145,3155.7019791666667,2
9247,-8.42,116.93,10,3.9,2018-08-21 01:06:26,492.29415580664835,9069.269330536332,3155.747037037037,2
9248,-8.45,116.91,10,5.1,2018-08-21 01:09:25,490.0932486891849,9065.952258489582,3155.7491087962962,2
9249,-8.35,116.99,10,4.15384,2018-08-21 01:15:48,498.89896841393164,9077.008761493911,3155.7535416666665,2
9250,-8.37,116.85,10,3.8,2018-08-21 01:49:09,483.4853497160941,9074.79455842575,3155.776701388889,2
9252,-8.52,116.81,20,3.93512,2018-08-21 02:08:31,479.08950518903936,9058.20947016761,3155.790150462963,2
9253,-8.4,116.96,10,3.9898,2018-08-21 02:22:39,495.59643540819593,9071.480871096319,3155.7999652777776,2
9254,-8.34,116.78,14,4.04448,2018-08-21 02:28:06,475.7766317390458,9078.107564222637,3155.80375,2
9258,-8.34,116.8,10,3.93512,2018-08-21 03:15:17,477.9787651832152,9078.108734937125,3155.836516203704,2
9259,-8.28,117.01,10,3.82576,2018-08-21 03:45:38,501.1012269125185,9084.74748996014,3155.8575925925925,2
9260,-8.4,116.87,10,4.31788,2018-08-21 03:52:51,485.68840436246575,9071.478723839859,3155.8626041666666,2
9261,-8.25,116.82,10,3.88044,2018-08-21 03:58:13,480.1763863925353,9088.059625159696,3155.8663310185184,2
9262,-8.67,116.8,30,3.82576,2018-08-21 04:06:13,477.9975997845372,9041.625591932188,3155.871886574074,2
9263,-8.38,116.9,10,4.42724,2018-08-21 04:08:01,488.99052091864183,9073.6907690538,3155.873136574074,2
9264,-8.39,116.84,10,3.7164,2018-08-21 04:48:40,482.38527021778174,9072.583044079804,3155.901365740741,2
9266,-8.54,116.4,19,3.7164,2018-08-21 05:38:10,433.96924801485505,9055.952174271115,3155.9357407407406,1
9267,-8.46,116.91,10,3.7,2018-08-21 05:43:03,490.0935040233994,9064.846716727672,3155.9391319444444,2
9269,-8.48,116.92,10,3.9898,2018-08-21 06:46:48,491.19468125768003,9062.635872301738,3155.983402777778,2
9270,-8.46,116.56,10,3.82576,2018-08-21 07:10:17,451.56780256966744,9064.820501831926,3155.9997106481483,2
9271,-8.38,117.0,10,4.20852,2018-08-21 07:21:11,500.0,9073.692169241895,3156.0072800925927,2
9273,-8.84,116.74,30,3.77108,2018-08-21 09:13:42,471.4098228672716,9022.826931691481,3156.085416666667,1
9274,-8.4,116.91,16,4.04448,2018-08-21 09:38:18,490.0919765172161,9071.479958864185,3156.1025,2
9275,-8.86,116.49,24,3.7164,2018-08-21 09:50:19,443.9217703822967,9020.587332696057,3156.110844907407,1
9277,-8.34,116.79,10,4.2632,2018-08-21 10:15:27,476.8776988007623,9078.108163517265,3156.128298611111,2
9280,-8.28,116.78,10,3.77108,2018-08-21 11:58:31,475.7729505959037,9084.74080545956,3156.1998726851853,2
9281,-8.32,117.18,10,3.7,2018-08-21 12:52:02,519.8201103046449,9080.320871582902,3156.237037037037,2
9285,-8.87,116.8,10,3.7164,2018-08-21 13:50:02,478.00936779411325,9019.51429191891,3156.277314814815,1
9286,-8.29,116.98,10,4.15384,2018-08-21 14:09:12,497.79760175013104,9083.641917417095,3156.290625,2
9287,-8.6,116.83,31,3.77108,2018-08-21 14:18:21,481.294522474885,9049.366085971555,3156.2969791666665,2
9288,-8.16,116.36,14,4.20852,2018-08-21 14:52:12,429.49887458233513,9097.957942260418,3156.320486111111,0
9289,-8.24,116.74,10,4.64596,2018-08-21 16:04:11,471.3651226176521,9089.160310511974,3156.370474537037,2
9290,-8.51,116.56,18,4.04448,2018-08-21 16:32:40,451.5740663570185,9059.292634165402,3156.3902546296295,2
9293,-8.28,116.15,12,3.9898,2018-08-21 18:13:32,406.39239944910213,9084.647504640252,3156.460300925926,0
9296,-8.37,116.79,16,3.88044,2018-08-21 18:44:59,476.8794651587355,9074.791537504305,3156.4821412037036,2
9297,-8.28,116.64,10,4.2632,2018-08-21 18:51:41,460.35557962675034,9084.729567566164,3156.4867939814817,2
9298,-8.37,116.55,10,3.82576,2018-08-21 19:31:35,450.45561264700405,9074.769383581195,3156.5145023148148,2
9301,-8.34,116.72,10,3.88044,2018-08-21 20:13:39,469.17021329279123,9078.10338307937,3156.5437152777777,2
9302,-8.44,116.88,14,3.7164,2018-08-21 20:16:14,486.790654136317,9067.056911434745,3156.5455092592592,2
9303,-8.28,116.07,16,3.82576,2018-08-21 20:27:15,397.5815577718101,9084.627793328156,3156.553159722222,0
9308,-8.49,116.9,17,3.9,2018-08-21 23:20:27,488.99363433946263,9061.52981862982,3156.6734375,2
9309,-8.63,116.55,10,3.77108,2018-08-21 23:42:39,450.48898313826777,9046.024411799648,3156.6888541666667,1
9310,-8.38,116.68,10,3.77108,2018-08-22 01:09:06,464.7695076226001,9073.677831149986,3156.748888888889,2
9311,-8.65,116.71,26,3.7164,2018-08-22 01:47:25,468.094765910867,9043.830341241553,3156.775497685185,1
9312,-8.48,116.83,17,3.82576,2018-08-22 02:07:40,481.2886770900566,9062.632685366205,3156.789560185185,2
9313,-8.31,116.89,10,4.5366,2018-08-22 02:36:32,487.8874154679794,9081.429228786345,3156.8096064814813,2
9314,-8.28,116.88,10,4.09916,2018-08-22 03:35:13,486.7852677917512,9084.74551091353,3156.8503587962964,2
9315,-8.34,117.14,12,4.20852,2018-08-22 04:35:41,515.414848975204,9078.111578090626,3156.8923495370373,2
9318,-8.46,116.98,16,4.09916,2018-08-22 05:48:32,497.79855727854334,9064.847804866855,3156.942939814815,2
9319,-8.35,116.82,10,3.88044,2018-08-22 07:11:48,480.1814001119365,9077.004254604693,3157.0007638888887,2
9320,-8.22,116.61,16,3.82576,2018-08-22 07:23:45,457.04535156354245,9091.35977609282,3157.0090625,2
9321,-8.24,116.59,23,3.7164,2018-08-22 08:21:07,454.84477862700743,9089.146466777089,3157.048900462963,2
9323,-8.24,116.75,17,4.15384,2018-08-22 09:02:15,472.4664709378117,9089.161013020572,3157.0774652777777,2
9324,-8.28,116.78,10,4.20852,2018-08-22 09:51:12,475.7729505959037,9084.74080545956,3157.1114583333333,2
9325,-8.41,116.92,18,3.82576,2018-08-22 11:37:29,491.19309437845664,9070.374658771565,3157.1852662037036,2
9326,-8.38,116.7,11,3.7164,2018-08-22 12:12:33,466.97143344024624,9073.679567422863,3157.2096180555554,2
9327,-8.25,116.8,10,4.15384,2018-08-22 13:05:26,477.9737544545901,9088.058577056358,3157.2463425925926,2
9328,-8.15,116.82,10,4.8776,2018-08-22 14:50:22,480.1714326884981,9099.114940732432,3157.319212962963,2
9329,-8.17,116.75,11,3.77108,2018-08-22 15:00:23,472.46165188227627,9096.899770088017,3157.3261689814813,2
9331,-8.28,116.85,10,4.59128,2018-08-22 16:05:37,483.4815781846071,9084.744389911955,3157.3714699074076,2
9334,-8.4,117.07,12,3.9898,2018-08-22 21:19:02,507.7062392799866,9071.480407963269,3157.5891203703704,2
9335,-8.41,117.08,10,3.9898,2018-08-22 21:36:38,508.80690562154336,9070.374658771565,3157.6013425925926,2
9340,-8.38,116.85,10,3.77108,2018-08-23 03:55:09,483.485771275224,9073.689018813753,3157.864201388889,2
9348,-8.5,116.93,20,3.93512,2018-08-23 11:43:12,492.29574548457975,9060.424998324563,3158.1892361111113,2
9351,-8.42,116.79,18,3.77108,2018-08-23 13:45:00,476.882423088061,9069.26381632606,3158.2738194444446,2
9352,-8.08,116.87,12,4.09916,2018-08-23 14:15:05,485.67690037457027,9106.85572397349,3158.2947106481483,2
9355,-8.51,116.78,24,3.7164,2018-08-23 14:51:19,475.78720500493426,9059.313271676258,3158.319872685185,2
9359,-8.23,116.16,10,4.5366,2018-08-23 18:08:36,407.4821043044478,9090.178063900656,3158.456875,0
9360,-8.47,116.95,10,3.9898,2018-08-23 18:14:08,494.4965346499666,9063.741966684245,3158.4607175925926,2
9361,-8.16,116.92,10,3.93512,2018-08-23 18:47:57,491.1875336203723,9098.01295918126,3158.484201388889,2
9362,-8.22,116.14,10,4.20852,2018-08-23 18:53:49,405.2767650333192,9091.279033175137,3158.488275462963,0
9363,-8.25,116.36,18,3.93512,2018-08-23 18:57:15,429.514737538634,9088.007603727598,3158.490659722222,0
9365,-8.43,116.08,28,3.93512,2018-08-23 20:03:30,398.72162259445105,9068.045269904867,3158.536666666667,0
9366,-8.41,115.93,15,4.20852,2018-08-23 20:06:59,382.2010755777646,9070.214670198431,3158.539085648148,0
9368,-8.31,116.68,15,4.2632,2018-08-23 21:26:29,464.7632346142347,9081.416687562029,3158.5942939814813,2
9369,-8.35,117.0,18,3.7164,2018-08-23 22:00:20,500.0,9077.008775447073,3158.617800925926,2
9370,-8.29,116.79,19,3.7164,2018-08-23 22:10:32,476.8747688716405,9083.63586243834,3158.624884259259,2
9372,-8.3,116.81,10,3.82576,2018-08-23 23:00:59,479.07770894558683,9082.53143352874,3158.6599189814815,2
9373,-8.37,116.8,12,4.09916,2018-08-23 23:21:58,477.9804474271771,9074.792110921204,3158.6744907407406,2
9375,-8.45,116.94,10,3.9,2018-08-23 23:31:30,493.3955005795798,9065.95289368548,3158.681111111111,2
9376,-8.45,116.95,10,3.9,2018-08-23 23:43:43,494.4962507790575,9065.953048955482,3158.6895949074074,2
9377,-8.26,116.77,10,3.9898,2018-08-24 05:40:19,474.670438803793,9086.951260131827,3158.9372337962964,2
9378,-8.28,116.15,18,3.9898,2018-08-24 06:07:05,406.39239944910213,9084.647504640252,3158.9558217592594,0
9379,-8.14,116.79,10,3.82576,2018-08-24 06:34:02,476.8660841097842,9100.218876692708,3158.974537037037,2
9380,-8.24,116.77,10,4.42724,2018-08-24 07:23:20,474.6691651814318,9089.162335387258,3159.008773148148,2
9381,-8.41,116.64,21,3.7164,2018-08-24 07:55:36,460.3686858208965,9070.357348198213,3159.0311805555557,2
9382,-8.24,116.77,10,3.9898,2018-08-24 08:11:00,474.6691651814318,9089.162335387258,3159.041875,2
9383,-8.26,116.73,10,4.04448,2018-08-24 08:27:59,470.2652685848046,9086.948498696092,3159.0536689814817,2
9384,-8.48,116.9,12,4.0,2018-08-24 12:47:02,488.993349634925,9062.635362393257,3159.2335648148146,2
9386,-8.42,116.52,13,3.9898,2018-08-24 15:27:50,447.1593426174752,9069.237609020876,3159.3452314814813,2
9387,-8.17,116.9,15,3.77108,2018-08-24 16:51:00,488.9846891173565,9096.906941981813,3159.402986111111,2
9388,-8.42,117.06,10,3.77108,2018-08-24 17:10:53,506.60500888853403,9069.269513404623,3159.4167939814815,2
9389,-8.43,116.88,10,3.88044,2018-08-24 18:02:01,486.7903144899866,9068.162453092928,3159.4523032407405,2
9390,-7.99,116.43,13,4.2632,2018-08-24 22:17:21,437.1839306596967,9116.76423105502,3159.6296180555555,0
9392,-8.25,116.15,10,4.09916,2018-08-25 04:15:07,406.38532521154985,9087.96444648108,3159.8780671296295,0
9393,-8.26,116.65,10,3.82576,2018-08-25 04:52:26,461.45488411047603,9086.941650275767,3159.9039814814814,2
9395,-8.5,116.68,22,3.77108,2018-08-25 05:45:53,464.78038294152486,9060.4111565306,3159.941099537037,2
9396,-8.73,116.17,14,3.9,2018-08-25 05:56:46,408.7016856052229,9034.89768006544,3159.9486574074076,1
9399,-8.41,116.79,10,3.77108,2018-08-25 10:04:16,476.8818301023379,9070.369361680392,3160.1205324074076,2
9403,-8.82,116.57,12,3.77108,2018-08-25 11:22:58,452.7134280141379,9025.020817090626,3160.175185185185,1
9407,-8.23,116.69,11,3.93512,2018-08-25 14:02:22,465.8575109682346,9090.261928539036,3160.2858796296296,2
9411,-8.22,116.67,10,4.59128,2018-08-25 16:27:14,463.6538359888288,9091.365712805,3160.3864814814815,2
9412,-8.28,116.88,10,3.82576,2018-08-25 17:29:17,486.7852677917512,9084.74551091353,3160.429571759259,2
9413,-8.42,116.88,13,3.88044,2018-08-25 17:56:52,486.7899752435836,9069.267994189318,3160.448726851852,2
9414,-8.46,116.96,10,3.7,2018-08-25 18:11:14,495.5971142987286,9064.84763528686,3160.4587037037036,2
9415,-8.42,116.93,10,5.5,2018-08-25 18:33:16,492.29415580664835,9069.269330536332,3160.4740046296297,2
9416,-8.42,116.95,11,3.7,2018-08-25 18:44:32,494.49582622241286,9069.269668139284,3160.4818287037037,2
9417,-8.42,116.95,10,3.93512,2018-08-25 18:50:59,494.49582622241286,9069.269668139284,3160.48630787037,2
9418,-8.41,116.93,10,3.7,2018-08-25 18:52:50,492.29395814668,9070.37486953013,3160.4875925925926,2
9419,-8.45,116.92,10,3.9,2018-08-25 19:12:52,491.1939995669426,9065.952498452563,3160.50150462963,2
9420,-8.45,116.92,10,4.0,2018-08-25 19:19:38,491.1939995669426,9065.952498452563,3160.5062037037037,2
9422,-8.45,116.91,10,4.1,2018-08-25 20:31:47,490.0932486891849,9065.952258489582,3160.5563078703703,2
9431,-8.33,116.73,10,3.77108,2018-08-25 22:45:32,470.27052989341763,9079.20969519419,3160.6491898148147,2
9441,-8.37,116.78,10,3.88044,2018-08-26 00:14:03,475.7784822112957,9074.790936115214,3160.7106597222223,2
9442,-8.29,116.47,10,3.7164,2018-08-26 01:34:25,441.6356444011859,9083.603050782947,3160.7664699074076,0
9445,-8.3,117.01,10,5.1,2018-08-26 03:54:03,501.1011712716455,9082.536427455356,3160.8634375,2
9447,-8.45,116.95,12,3.7164,2018-08-26 04:27:08,494.4962507790575,9065.953048955482,3160.886412037037,2
9449,-8.36,116.96,10,3.82576,2018-08-26 04:47:54,495.5959854808334,9075.903017092673,3160.900833333333,2
9450,-8.48,116.95,10,3.8,2018-08-26 05:15:44,494.4966768353527,9062.636424702072,3160.9201620370372,2
9451,-8.4,116.61,10,3.77108,2018-08-26 05:52:30,457.0649290537823,9071.45974903322,3160.9456944444446,2
9452,-8.35,116.9,12,4.20852,2018-08-26 06:36:41,488.9896788029916,9077.007380129262,3160.9763773148147,2
9453,-8.41,116.92,10,4.09916,2018-08-26 06:37:33,491.19309437845664,9070.374658771565,3160.9769791666668,2
9457,-8.49,116.94,10,3.8,2018-08-26 08:36:17,493.3961826697238,9061.530726171151,3161.0594328703705,2
9458,-8.49,116.91,10,3.7,2018-08-26 08:39:23,490.0942718255529,9061.530088056303,3161.061585648148,2
9473,-8.8,116.26,10,3.77108,2018-08-26 19:46:48,418.6172965280383,9027.178741820033,3161.5250694444444,1
9476,-8.19,116.51,10,3.77108,2018-08-26 22:04:27,446.0270581335896,9094.66437940237,3161.620659722222,0
9478,-8.05,116.43,10,4.2632,2018-08-26 22:48:05,437.1931380533993,9110.130814192406,3161.650960648148,0
9480,-8.52,116.92,13,3.9898,2018-08-27 00:44:14,491.19559391082623,9058.21369618531,3161.7316203703704,2
9486,-8.59,116.09,29,3.82576,2018-08-27 05:36:14,399.86414697084655,9050.35700269613,3161.9343981481484,1
9491,-8.53,116.96,18,3.9898,2018-08-27 11:56:29,495.5979124027377,9057.108834506178,3162.1984606481483,2
9493,-8.25,116.62,10,4.31788,2018-08-27 14:12:28,458.14991934320705,9088.044179224302,3162.2928935185187,2
9495,-8.35,116.55,12,3.77108,2018-08-27 14:37:05,450.4530876783184,9076.980519580493,3162.309988425926,2
9497,-8.54,116.51,19,3.77108,2018-08-27 18:07:39,446.0752017816933,9055.96927491563,3162.4562152777776,1
9503,-8.4,116.82,10,4.15384,2018-08-27 22:48:26,480.1839294729121,9071.476548506302,3162.6512037037037,2
9504,-8.42,116.91,10,3.82576,2018-08-27 22:52:53,490.0924844861536,9069.268880398744,3162.6542939814813,2
9505,-8.34,116.92,10,4.04448,2018-08-27 22:54:36,491.1915205641387,9078.113417770446,3162.6554861111113,2
9507,-8.43,116.6,10,4.42724,2018-08-28 03:13:28,455.96740136449284,9068.141947796366,3162.8352546296296,2
9508,-8.51,116.9,10,3.7,2018-08-28 06:43:37,488.99420474820084,9059.318729405042,3162.9811921296296,2
9510,-8.54,116.0,11,3.93512,2018-08-28 13:03:34,389.94530523962686,9055.86088609308,3163.245046296296,1
9511,-8.17,116.39,10,3.77108,2018-08-28 13:32:05,432.8054102243746,9096.857474486278,3163.264849537037,0
9517,-8.12,116.29,10,4.31788,2018-08-28 19:18:53,421.7796914870597,9102.367467051778,3163.5056828703705,0
9518,-8.1,116.28,11,3.77108,2018-08-28 20:12:57,420.6740211145499,9104.576736511903,3163.5432291666666,0
9519,-8.25,116.74,10,3.93512,2018-08-28 20:25:16,471.36584206036383,9088.05477076956,3163.5517824074072,2
9520,-8.22,116.78,10,3.82576,2018-08-28 20:32:05,475.7692958577362,9091.374026842504,3163.5565162037037,2
9521,-8.45,116.9,10,3.7,2018-08-28 21:32:43,488.9924975207355,9065.951990295544,3163.598622685185,2
9525,-8.25,116.59,10,3.82576,2018-08-29 05:23:57,454.84591316138955,9088.04091069848,3163.9258680555554,2
9528,-8.34,116.78,13,4.04448,2018-08-29 12:30:41,475.7766317390458,9078.107564222637,3164.222210648148,2
9530,-8.31,116.91,10,3.7164,2018-08-29 13:32:56,490.08970550620154,9081.429784315744,3164.2654398148147,2
9531,-8.2,116.55,15,4.04448,2018-08-29 16:46:14,450.43434169397915,9093.56396936963,3164.3996759259257,0
9533,-8.28,116.83,10,3.9898,2018-08-29 19:25:39,481.2791160726482,9084.74350418071,3164.5103819444444,2
9534,-8.16,116.34,12,4.04448,2018-08-29 19:27:43,427.2956216849176,9097.954394351449,3164.5118171296294,0
9535,-8.06,116.36,10,4.09916,2018-08-29 19:30:00,429.4814518569252,9109.013822898294,3164.5134027777776,0
9536,-8.19,116.85,10,4.37256,2018-08-29 22:03:02,483.4778471604979,9094.694176691528,3164.619675925926,2
9537,-8.31,116.06,10,4.59128,2018-08-29 23:10:33,396.48804115347673,9081.308179547243,3164.6665625,0
9539,-8.17,116.86,10,3.77108,2018-08-30 01:39:01,484.5785575030235,9096.905630556857,3164.769664351852,2
9541,-8.17,116.86,10,3.9898,2018-08-30 10:19:20,484.5785575030235,9096.905630556857,3165.1309953703703,2
9544,-8.26,116.81,10,4.2632,2018-08-30 15:45:12,479.07559710715105,9086.953579727151,3165.3572916666667,2
9545,-8.44,116.88,10,3.7,2018-08-30 17:01:15,486.790654136317,9067.056911434745,3165.4101041666668,2
9546,-8.32,116.88,12,3.88044,2018-08-30 17:51:24,486.78660477769813,9080.32337439724,3165.4449305555554,2
9547,-8.33,116.91,10,3.77108,2018-08-30 18:45:20,490.0902080752762,9079.218715888668,3165.482384259259,2
9548,-8.29,116.66,10,3.7164,2018-08-30 18:48:38,462.55901846189664,9083.625955407964,3165.484675925926,2
9549,-8.08,116.34,10,4.15384,2018-08-30 19:56:10,427.28123023030463,9106.7991369887,3165.531574074074,0
9553,-8.23,116.2,10,3.88044,2018-08-31 02:20:32,411.88800173011447,9090.187090800067,3165.7984953703703,0
9554,-8.26,116.26,13,4.48192,2018-08-31 02:21:49,418.5029144379629,9086.882951957214,3165.799386574074,0
9555,-8.35,116.11,10,4.95706,2018-08-31 02:37:15,402.0043891653548,9076.8982415008,3165.810104166667,0
9559,-8.4,116.85,10,3.77108,2018-08-31 08:42:23,483.48661589338445,9071.47793791387,3166.0636689814814,2
9561,-8.48,116.85,15,3.88044,2018-08-31 16:42:11,483.490014362922,9062.633591874137,3166.396863425926,2
9562,-8.56,116.17,16,3.7164,2018-08-31 17:53:50,408.66075471811985,9053.693947609396,3166.4466203703705,1
9565,-8.0,116.29,13,3.82576,2018-09-01 02:55:08,421.7566390430454,9115.63467654793,3166.8225231481483,0
9566,-8.44,116.92,10,3.9,2018-09-01 03:02:03,491.19377286989766,9067.058039375528,3166.827326388889,2
9567,-8.42,116.88,13,3.77108,2018-09-01 04:12:37,486.7899752435836,9069.267994189318,3166.8763310185186,2
9568,-8.22,116.28,10,3.7164,2018-09-01 06:28:23,420.69768652708234,9091.309435137915,3166.970613425926,0
9570,-8.49,116.93,13,3.82576,2018-09-01 13:43:52,492.2955459584014,9061.530541826936,3167.2730324074073,2
9571,-8.19,116.59,10,4.2632,2018-09-01 15:00:56,454.8391264621505,9094.674238979416,3167.326550925926,2
9572,-8.15,116.22,10,4.04448,2018-09-01 17:37:45,414.07378025328654,9099.036436635592,3167.435451388889,0
9573,-8.18,116.43,16,5.03652,2018-09-02 00:15:46,437.21332223058937,9095.758345094446,3167.711851851852,0
9576,-8.31,116.74,10,3.7164,2018-09-02 01:57:44,471.3701769207274,9081.421520758478,3167.782662037037,2
9579,-7.98,116.29,10,3.77108,2018-09-02 03:28:53,421.75283013147504,9117.84587073762,3167.8459606481483,0
9581,-7.97,116.29,13,4.09916,2018-09-02 05:59:50,421.75092922921897,9118.95146704516,3167.950787037037,0
9584,-8.25,116.65,10,4.37256,2018-09-02 21:48:02,461.4539144495902,9088.0471994904,3168.609259259259,2
9585,-8.11,116.84,10,4.31788,2018-09-03 01:32:42,482.3728663398818,9103.537974002122,3168.7652777777776,2
9587,-8.29,116.2,10,4.04448,2018-09-03 03:35:45,411.90130966334846,9083.553289191506,3168.8507291666665,0
9589,-8.23,116.62,10,3.88044,2018-09-03 05:49:29,458.14781758340774,9090.255283129309,3168.9435995370372,2
9590,-8.57,116.12,10,3.7164,2018-09-03 07:50:31,403.1605154041318,9052.576052059052,3169.027650462963,1
9591,-8.45,116.88,10,3.9898,2018-09-03 09:31:34,486.79099418256516,9065.951369214124,3169.097824074074,2
9593,-8.43,116.79,10,3.7164,2018-09-03 14:58:00,476.88301677367895,9068.15827041109,3169.3245138888888,2
9594,-8.25,116.79,19,4.15384,2018-09-03 16:08:11,476.87243753030305,9088.05801163136,3169.3732523148146,2
9595,-8.27,116.81,15,4.2,2018-09-03 17:35:34,479.0761241165761,9085.848044004782,3169.433935185185,2
9597,-8.52,116.91,10,3.8,2018-09-03 18:54:06,490.09504232681684,9058.213454292885,3169.4884722222223,2
9598,-8.26,116.12,10,4.37256,2018-09-03 19:41:41,403.0834697416333,9086.85163258332,3169.521516203704,0
9599,-8.27,116.12,17,3.7164,2018-09-03 20:06:36,403.08591107890896,9085.745976867429,3169.5388194444445,0
9600,-8.24,116.12,11,3.9898,2018-09-03 21:13:07,403.07859587075023,9089.062942401602,3169.585011574074,0
9601,-8.16,116.62,10,3.77108,2018-09-03 21:41:35,458.1405013388756,9097.994129611057,3169.6047800925926,2
9602,-8.22,116.82,10,4.2632,2018-09-03 23:14:14,480.1748939790612,9091.376225575152,3169.6691203703704,2
9603,-8.25,116.11,11,4.15384,2018-09-03 23:18:36,401.9795943907138,9087.95484632673,3169.6721527777777,0
9605,-8.49,116.91,10,4.3,2018-09-04 02:45:54,490.0942718255529,9061.530088056303,3169.8161111111112,2
9607,-8.01,116.41,10,4.5366,2018-09-04 04:07:36,434.9829528925868,9114.54998512454,3169.8728472222224,0
9611,-8.49,116.93,10,4.0,2018-09-04 11:24:57,492.2955459584014,9061.530541826936,3170.1765625,2
9613,-8.01,116.4,11,3.93512,2018-09-04 15:53:59,433.88093038811104,9114.548390365715,3170.3633912037035,0
9614,-7.91,116.36,13,3.9898,2018-09-04 16:00:29,429.45571810168104,9125.59754443254,3170.3679050925925,0
9615,-8.28,116.81,10,4.2632,2018-09-04 16:05:35,479.07665175946715,9084.742507731358,3170.3714467592595,2
9616,-8.2,116.77,10,3.88044,2018-09-04 16:08:55,474.666627139477,9093.584479317316,3170.3737615740743,2
9618,-8.29,117.02,10,4.15384,2018-09-05 04:04:11,502.20239824986896,9083.641917417095,3170.870474537037,2
9620,-7.96,116.42,10,4.20852,2018-09-05 11:51:31,436.0771998828592,9120.07940057413,3171.195011574074,0
9621,-8.3,116.97,10,3.93512,2018-09-05 13:35:47,496.6964860556141,9082.536316479698,3171.2674189814816,2
9622,-8.3,116.08,12,3.77108,2018-09-05 14:16:57,398.6880432257927,9082.419016649628,3171.2960069444443,0
9623,-8.28,116.98,10,3.9898,2018-09-05 19:30:41,497.79754614259235,9084.747448441753,3171.5138773148146,2
9627,-8.34,116.99,10,4.8776,2018-09-06 06:43:09,498.8989404101457,9078.114295797308,3171.9808680555557,2
