No;Date ;Time (UTC);Lat;Long;Depth;Mag (Mw)
10007;01-Nov-18;22.05.23;-8.04;116.45;10;3.88044
10008;01-Nov-18;22.07.14;-9.98;119.48;10;3.7164
10009;01-Nov-18;23.29.40;-8.6;114.23;113;3.93512
10010;02-Nov-18;08.21.24;-8.17;116.44;10;4.2632
10011;02-Nov-18;19.25.18;-8.14;116.83;11;3.7164
10012;02-Nov-18;20.54.49;-9.88;117.85;18;3.82576
10013;03-Nov-18;00.57.40;-8.25;116.43;10;4.20852
10014;03-Nov-18;10.04.10;-10.28;116.61;10;4.5366
10015;04-Nov-18;01.11.09;-8.42;116.77;19;4.2632
10016;04-Nov-18;02.29.16;-9.15;115.41;80;3.9898
10017;04-Nov-18;04.18.54;-8.5;116.6;11;3.88044
10018;04-Nov-18;05.02.18;-8.21;116.49;20;4.04448
10019;04-Nov-18;12.50.14;-8.25;115.93;10;4.2632
10020;04-Nov-18;17.38.49;-8.45;116.62;11;3.88044
10021;04-Nov-18;22.12.39;-11.29;118.78;10;4.37256
10022;05-Nov-18;10.24.17;-8.43;116.72;21;3.8
10023;05-Nov-18;13.40.55;-9.15;113.97;26;3.60704
10024;05-Nov-18;16.03.43;-11.05;117.76;10;3.9898
10025;05-Nov-18;18.57.01;-8.55;115.25;14;3.9898
10026;06-Nov-18;01.00.14;-8.29;116.58;10;4.59128
10027;06-Nov-18;06.49.58;-8.5;116.93;10;4.8
10028;06-Nov-18;10.31.40;-8.19;116.8;10;3.66172
10029;06-Nov-18;12.53.17;-8.77;118.45;101;3.9898
10030;06-Nov-18;13.49.38;-8.23;116.84;10;3.9898
10031;06-Nov-18;23.08.15;-8.26;116.83;10;3.9898
10032;07-Nov-18;03.52.30;-8.84;118.63;116;4.59128
10033;07-Nov-18;06.03.13;-8.89;114.14;54;3.60704
10034;07-Nov-18;06.43.58;-9.37;118.72;28;3.6
10035;07-Nov-18;11.19.54;-8.34;116.95;10;3.9
10036;07-Nov-18;18.36.12;-8.26;116.76;15;4.64596
10037;08-Nov-18;00.02.24;-9.84;119.05;19;4.20852
10038;08-Nov-18;00.09.55;-9.77;119.02;15;4.09916
10039;08-Nov-18;01.53.02;-9.45;115.22;38;4.2632
10040;08-Nov-18;02.44.45;-9.16;114.47;42;3.77108
10041;08-Nov-18;03.07.36;-8.4;116.99;10;3.8
10042;08-Nov-18;06.03.26;-11.39;118.9;10;4.37256
10043;08-Nov-18;14.58.09;-8.32;116.79;11;4.15384
10044;08-Nov-18;17.31.55;-8.45;116.75;17;4.15384
10045;09-Nov-18;01.20.57;-7.81;117.21;15;3.7164
10046;09-Nov-18;03.36.10;-9.49;114.47;10;3.77108
10047;09-Nov-18;07.30.39;-8.65;118.39;137;3.77108
10048;09-Nov-18;08.28.25;-7.98;118.76;19;3.77108
10049;09-Nov-18;09.22.44;-8.4;116.04;13;3.82576
10050;09-Nov-18;10.58.40;-9.51;118.84;15;3.7164
10051;09-Nov-18;11.33.02;-7.51;120.73;534;4.20852
10052;09-Nov-18;12.54.19;-9.58;116.54;10;3.77108
10053;10-Nov-18;04.40.23;-10.5;113.89;17;4.15384
10054;10-Nov-18;11.26.35;-8.61;120.8;183;4.2632
10055;10-Nov-18;15.14.54;-8.32;116.91;10;3.93512
10056;11-Nov-18;05.15.15;-8.14;116.31;10;3.77108
10057;11-Nov-18;15.01.00;-9.38;118.05;36;3.66172
10058;11-Nov-18;17.30.11;-8.3;116.06;11;4.20852
10059;11-Nov-18;20.51.19;-9.42;119.08;10;3.60704
10060;11-Nov-18;22.46.52;-11.17;115.46;10;3.9
10061;12-Nov-18;00.39.30;-8.65;116.3;21;3.55236
10062;12-Nov-18;09.32.42;-8.86;114.8;41;4.2632
10063;12-Nov-18;14.32.58;-8.15;120.01;165;4.09916
10064;12-Nov-18;22.58.36;-8.17;116.21;13;3.443
10065;13-Nov-18;17.46.40;-8.27;116.49;11;3.60704
10066;13-Nov-18;19.00.00;-8.45;118.76;137;4.2632
10067;14-Nov-18;00.57.29;-8.16;116.41;10;3.88044
10068;14-Nov-18;05.29.51;-8.17;116.2;11;3.93512
10069;14-Nov-18;10.05.28;-9.43;115.29;67;3.9898
10070;14-Nov-18;15.55.34;-10.66;120.21;23;3.93512
10071;14-Nov-18;17.23.31;-9.48;115.36;38;4.79814
10072;14-Nov-18;18.24.41;-9.55;115.26;10;3.60704
10073;15-Nov-18;00.17.16;-9.26;119.05;25;3.7
10074;15-Nov-18;12.46.31;-8.22;116.36;10;4.20852
10075;15-Nov-18;17.45.33;-9.53;115.23;40;3.66172
10076;15-Nov-18;21.57.48;-8.94;121.53;93;3.93512
10077;15-Nov-18;22.18.21;-8.16;115.48;10;3.22428
10078;16-Nov-18;08.22.55;-8.3;116.36;10;3.7164
10079;16-Nov-18;10.57.55;-7.65;117.84;17;3.93512
10080;16-Nov-18;18.38.33;-9.29;116.78;125;3.82576
10081;16-Nov-18;22.02.26;-8.12;119.74;20;3.7
10082;16-Nov-18;22.07.13;-9.14;118.88;27;4.09916
10083;17-Nov-18;05.41.17;-8.37;116.07;11;4.20852
10084;17-Nov-18;07.16.48;-7.99;116.5;10;4.15384
10085;17-Nov-18;10.38.32;-8.22;119.86;183;4.31788
10086;17-Nov-18;16.31.25;-9.33;114.03;13;3.9898
10087;17-Nov-18;18.01.18;-9.89;120.98;24;3.9898
10088;17-Nov-18;18.19.48;-10.39;120.25;18;3.77108
10089;17-Nov-18;18.23.02;-10.39;120.24;18;3.9898
10090;17-Nov-18;21.45.17;-9.39;114;10;3.55236
10091;18-Nov-18;00.55.47;-8.29;116.61;10;3.93512
10092;18-Nov-18;06.13.19;-8.36;116.19;19;3.77108
10093;18-Nov-18;08.44.18;-7.89;117.94;236;4.31788
10094;18-Nov-18;16.24.21;-9.16;114.06;27;4.15384
10095;18-Nov-18;18.02.12;-8.28;116.05;10;3.55236
10096;19-Nov-18;10.21.00;-7.97;113.99;16;3.38832
10097;19-Nov-18;11.34.31;-8.75;114.96;103;4.09916
10098;19-Nov-18;17.32.24;-9.03;119.03;88;3.9898
10099;19-Nov-18;17.57.06;-8.67;118.34;123;4.20852
10100;19-Nov-18;18.07.21;-9.72;115.3;10;3.93512
10101;19-Nov-18;18.47.56;-8.21;116.58;10;3.60704
10102;19-Nov-18;20.31.13;-8.3;116.05;10;3.443
10103;20-Nov-18;07.57.07;-10.42;120.17;12;4.5366
10104;21-Nov-18;03.49.37;-8.11;116.41;20;3.77108
10105;21-Nov-18;16.13.07;-8.32;116.26;10;3.443
10106;21-Nov-18;17.05.58;-8.35;116.18;16;3.55236
10107;21-Nov-18;17.37.03;-8.36;118.85;153;4.31788
10108;21-Nov-18;20.14.14;-9.65;114.19;10;3.9898
10109;21-Nov-18;20.51.14;-8.38;116.01;18;3.60704
10110;22-Nov-18;08.28.48;-8.22;116.29;10;3.77108
10111;22-Nov-18;13.58.51;-7.87;118.55;20;3.82576
10112;22-Nov-18;18.39.25;-9.21;113.97;10;3.66172
10113;22-Nov-18;19.19.56;-7.36;114.46;10;3.7164
10114;22-Nov-18;23.09.26;-8.08;117.7;10;3.93512
10115;23-Nov-18;00.38.36;-8.21;120.13;163;4.04448
10116;23-Nov-18;05.47.36;-8.2;119.67;23;3.6
10117;23-Nov-18;13.24.09;-7.57;117.59;10;3.6
10118;23-Nov-18;14.09.02;-8.07;119.92;152;3.9898
10119;23-Nov-18;15.31.54;-9.67;117.39;61;3.6
10120;23-Nov-18;17.44.23;-8.18;116.22;10;3.88044
10121;23-Nov-18;18.41.43;-8.03;117.81;21;4.20852
10122;23-Nov-18;19.27.08;-9.83;120.78;12;4.15384
10123;23-Nov-18;21.30.36;-9.6;115.09;28;4.2632
10124;24-Nov-18;01.41.28;-8.36;121.61;84;4.2632
10125;24-Nov-18;05.09.23;-9.29;120.29;30;4.2632
10126;24-Nov-18;06.22.53;-7.42;117.63;27;3.6
10127;24-Nov-18;08.07.18;-8.22;114.85;10;3.33364
10128;24-Nov-18;14.18.55;-7.41;114.39;10;4.5366
10129;25-Nov-18;02.39.52;-8.39;119.56;162;4.04448
10130;25-Nov-18;04.24.23;-8.6;118.54;121;4.04448
10131;25-Nov-18;04.32.03;-9.76;118.91;31;4.15384
10132;25-Nov-18;14.30.31;-9.42;116.58;63;4.31788
10133;25-Nov-18;16.08.06;-9.88;119.23;10;4.04448
10134;25-Nov-18;22.43.34;-9.64;119.48;35;3.77108
10135;26-Nov-18;01.37.25;-7.38;114.4;11;4.37256
10136;26-Nov-18;07.52.07;-8.3;116.02;10;3.38832
10137;26-Nov-18;08.15.33;-8.17;116.37;10;3.55236
10138;26-Nov-18;10.05.13;-8.69;118.26;100;3.443
10139;26-Nov-18;10.53.50;-8.23;116.51;10;3.66172
10140;26-Nov-18;11.32.50;-8.07;116.5;10;3.33364
10141;26-Nov-18;12.36.21;-9.14;118.22;10;3.7
10142;26-Nov-18;14.37.21;-9.44;114.67;24;3.9898
10143;27-Nov-18;06.35.06;-8.32;119.78;168;3.77108
10144;27-Nov-18;07.11.29;-9.92;119.27;10;3.443
10145;28-Nov-18;01.58.18;-10.74;120.35;11;3.77108
10146;28-Nov-18;02.05.18;-8.75;115.14;84;3.88044
10147;28-Nov-18;04.37.03;-9.5;116.52;47;3.7164
10148;28-Nov-18;04.43.47;-7.38;114.47;10;3.443
10149;28-Nov-18;11.35.24;-8.13;116.4;19;3.93512
10150;28-Nov-18;15.15.00;-7.83;120.08;27;3.8
10151;28-Nov-18;16.52.02;-8.35;120.35;162;3.9898
10152;29-Nov-18;02.53.34;-8.35;116.54;10;3.60704
10153;29-Nov-18;05.25.52;-8.42;116.48;10;3.49768
10154;30-Nov-18;00.55.03;-9.62;118.43;23;3.9898
10155;30-Nov-18;07.36.02;-9.27;114.24;40;3.38832
10156;30-Nov-18;13.13.16;-9.29;117.63;69;3.88044
10157;30-Nov-18;17.18.12;-8.16;115.54;10;3.77108
10158;01-Dec-18;16.52.33;-11.25;117.6;10;4.31788
10159;01-Dec-18;20.47.19;-8.29;116.24;16;3.49768
10160;01-Dec-18;20.53.38;-8.2;116.26;10;3.55236
10161;02-Dec-18;07.17.30;-7.87;116.47;11;3.66172
10162;02-Dec-18;07.19.26;-7.88;116.42;10;3.77108
10163;02-Dec-18;07.52.26;-7.92;116.5;16;3.60704
10164;02-Dec-18;12.40.32;-8.69;122.47;91;3.7164
10165;02-Dec-18;13.30.05;-7.38;114.49;13;4.42724
10166;02-Dec-18;15.05.35;-8.32;116.2;10;3.38832
10167;02-Dec-18;16.15.06;-7.88;116.47;10;3.60704
10168;02-Dec-18;19.52.33;-10.29;119.09;10;4.15384
10169;02-Dec-18;20.24.45;-8.36;116;11;3.27896
10170;02-Dec-18;23.18.50;-10.34;119.04;10;3.88044
10171;03-Dec-18;12.23.41;-7.98;119.39;264;4.20852
10172;03-Dec-18;21.54.58;-9.15;119.27;41;3.60704
10173;03-Dec-18;23.06.46;-9.55;118.42;10;3.88044
10174;04-Dec-18;02.42.49;-9.65;115.4;10;3.7164
10175;04-Dec-18;05.32.40;-8.25;116.57;10;3.55236
10176;04-Dec-18;05.44.12;-8.23;116.59;10;3.93512
10177;04-Dec-18;10.52.59;-9.45;119.19;50;3.66172
10178;04-Dec-18;11.25.48;-8.65;118.91;138;3.93512
10179;04-Dec-18;16.03.21;-9.45;115.31;23;3.60704
10180;04-Dec-18;18.33.28;-8.35;116.47;10;3.27896
10181;04-Dec-18;18.55.22;-8.2;116.44;10;3.33364
10182;04-Dec-18;20.49.06;-7.5;119.99;420;4.64596
10183;05-Dec-18;16.31.28;-8.26;116.18;10;3.55236
10184;05-Dec-18;21.09.53;-9.23;119.2;36;3.66172
10185;05-Dec-18;21.32.47;-7.89;116.37;11;3.49768
10186;06-Dec-18;01.02.47;-8.51;116.04;17;5.19544
10187;06-Dec-18;02.04.59;-8.3;116.05;11;3.443
10188;06-Dec-18;02.30.28;-8.18;116.12;10;3.49768
10189;06-Dec-18;02.57.32;-8.28;116.02;10;3.60704
10190;06-Dec-18;03.02.26;-10.05;119.49;19;3.9898
10191;06-Dec-18;04.47.40;-8.29;116.02;10;3.27896
10192;06-Dec-18;19.19.02;-9.14;117.52;10;3.88044
10193;06-Dec-18;19.24.44;-9.15;117.54;11;3.88044
10194;06-Dec-18;19.32.08;-8.26;116.81;15;3.88044
10195;07-Dec-18;01.22.15;-9.31;113.54;19;4.2632
10196;07-Dec-18;05.44.33;-8.5;116.87;10;3.77108
10197;07-Dec-18;13.44.56;-8.22;115.95;10;3.38832
10198;07-Dec-18;16.17.36;-8.56;116.65;10;3.443
10199;07-Dec-18;18.29.00;-8.39;119.64;208;3.93512
10200;07-Dec-18;22.02.33;-8.26;116.02;10;3.60704
10201;08-Dec-18;01.39.37;-9.65;118.09;23;4.42724
10202;08-Dec-18;13.10.19;-8.18;116.77;10;3.66172
10203;08-Dec-18;14.00.40;-8.21;116.61;10;4.31788
10204;09-Dec-18;22.24.48;-8.21;119.6;147;4.20852
10205;10-Dec-18;09.53.58;-9.25;117.78;82;4.8776
10206;10-Dec-18;14.03.46;-9.9;117.88;21;3.82576
10207;10-Dec-18;19.54.25;-8.57;115.97;213;3.93512
10208;10-Dec-18;19.57.57;-8.24;119.27;23;3.9898
10209;10-Dec-18;20.42.11;-9.81;119.35;26;4.31788
10210;10-Dec-18;22.16.18;-9.92;119.16;62;3.66172
10211;11-Dec-18;01.17.43;-8.15;116.62;10;4.2632
10212;11-Dec-18;04.06.36;-8.24;116.25;10;3.77108
10213;11-Dec-18;08.04.43;-8.71;118.92;144;4.64596
10214;11-Dec-18;17.08.35;-9.19;120.58;19;3.82576
10215;11-Dec-18;23.24.10;-8.78;116.65;74;3.7164
10216;12-Dec-18;04.23.12;-10.14;120.33;29;3.77108
10217;12-Dec-18;11.26.37;-9.76;117.7;28;4.15384
10218;12-Dec-18;23.16.20;-9.49;119.48;53;3.9898
10219;13-Dec-18;02.20.00;-8.08;116.88;16;3.60704
10220;13-Dec-18;03.12.57;-8.74;120.49;123;3.88044
10221;13-Dec-18;04.11.24;-8.33;116.09;10;3.7164
10222;14-Dec-18;07.57.31;-7.34;114.28;11;3.55236
10223;14-Dec-18;17.47.24;-10.46;120.14;10;3.82576
10224;15-Dec-18;16.12.14;-8.34;119.56;176;4.59128
10225;15-Dec-18;19.02.49;-7.35;114.48;12;3.7164
10226;16-Dec-18;13.17.50;-8.39;115.99;10;3.443
10227;16-Dec-18;19.53.23;-8.35;116.81;11;3.60704
10228;17-Dec-18;00.58.31;-8.36;116.74;10;3.82576
10229;17-Dec-18;01.18.59;-8.43;116.68;10;3.55236
10230;17-Dec-18;03.01.56;-8.34;116.56;10;3.443
10231;17-Dec-18;03.09.13;-8.36;116.68;10;3.49768
10232;17-Dec-18;03.13.42;-8.55;117.16;280;4.20852
10233;17-Dec-18;04.19.47;-8.29;116.75;10;3.66172
10234;17-Dec-18;05.21.09;-8.37;116.73;10;3.7164
10235;17-Dec-18;07.45.48;-8.5;116.55;10;3.60704
10236;18-Dec-18;07.41.41;-8.33;116.55;10;4.20852
10237;18-Dec-18;08.51.34;-8.26;116.04;10;3.7164
10238;18-Dec-18;15.53.31;-8.26;116.18;10;4.20852
10239;18-Dec-18;17.03.18;-8.46;116.09;19;3.27896
10240;18-Dec-18;17.37.38;-8.35;116.8;10;3.82576
10241;18-Dec-18;23.38.33;-9.74;118.94;50;4.37256
10242;19-Dec-18;09.38.25;-8.27;116.7;10;3.82576
10243;19-Dec-18;19.03.25;-9.06;119.43;10;3.66172
10244;20-Dec-18;00.43.05;-7.36;114.39;10;3.60704
10245;21-Dec-18;05.19.50;-8.32;117.85;193;3.9898
10246;21-Dec-18;06.52.00;-11.36;118.25;10;4.31788
10247;21-Dec-18;08.51.14;-9.65;117.34;12;3.55236
10248;21-Dec-18;09.02.34;-9.32;116.31;23;3.7164
10249;21-Dec-18;10.43.56;-8.42;116.74;19;4.95706
10250;21-Dec-18;11.29.34;-8.4;116.69;16;3.33364
10251;21-Dec-18;11.37.04;-8.31;116.75;10;3.33364
10252;21-Dec-18;11.47.37;-8.35;116.72;10;3.33364
10253;21-Dec-18;12.10.37;-7.84;118.41;10;3.66172
10254;21-Dec-18;12.17.54;-7.99;119.32;281;4.09916
10255;21-Dec-18;15.02.49;-7.1;116.03;24;3.66172
10256;21-Dec-18;15.58.46;-8.43;116.7;12;3.93512
10257;22-Dec-18;01.30.51;-8.36;116.68;13;3.38832
10258;22-Dec-18;03.45.41;-8.41;116.7;10;3.38832
10259;22-Dec-18;05.45.35;-8.39;116.68;10;3.60704
10260;22-Dec-18;05.58.27;-8.63;116.3;10;4.59128
10261;22-Dec-18;06.30.24;-8.63;118.89;106;3.88044
10262;22-Dec-18;07.00.26;-8.28;116.31;10;3.55236
10263;22-Dec-18;09.54.08;-8.42;116.71;10;3.60704
10264;22-Dec-18;18.26.26;-9.42;115.55;43;3.77108
10265;22-Dec-18;23.59.50;-8.31;116.08;10;4.1
10266;23-Dec-18;17.59.48;-9.04;116.17;65;4.04448
10267;24-Dec-18;02.01.58;-8.95;116.17;68;3.55236
10268;24-Dec-18;02.25.37;-8;117.24;10;3.77108
10269;24-Dec-18;04.33.49;-8.33;119.72;69;3.7164
10270;24-Dec-18;05.56.03;-11.39;118.62;21;3.93512
10271;24-Dec-18;05.59.36;-9.22;117.23;49;3.66172
10272;24-Dec-18;06.24.40;-8.21;118.77;174;3.9898
10273;24-Dec-18;08.09.46;-9.92;117.87;13;3.88044
10274;24-Dec-18;11.22.58;-11.14;116.76;28;4.09916
10275;24-Dec-18;11.28.57;-9.47;118.3;17;3.66172
10276;25-Dec-18;08.03.32;-8.32;116.23;10;3.55236
10277;25-Dec-18;13.07.24;-8.27;114.24;12;3.49768
10278;25-Dec-18;22.39.36;-8.26;116.21;10;3.7164
10279;26-Dec-18;00.31.42;-8.36;116.7;10;3.38832
10280;26-Dec-18;00.36.14;-8.23;116.62;10;3.93512
10281;26-Dec-18;00.47.45;-8.37;116.59;10;3.49768
10282;26-Dec-18;01.43.59;-10.55;118.71;21;3.93512
10283;26-Dec-18;02.39.57;-8.19;116.22;11;4.04448
10284;26-Dec-18;02.54.57;-8.38;116.18;20;3.60704
10285;26-Dec-18;04.19.55;-8.17;118.04;10;3.9898
10286;26-Dec-18;06.47.28;-7.91;117.33;10;3.33364
10287;26-Dec-18;08.01.57;-8.61;116.45;10;3.27896
10288;26-Dec-18;10.53.01;-8.31;116.44;10;3.27896
10289;26-Dec-18;12.22.22;-8.32;116.8;10;4.71868
10290;26-Dec-18;12.31.56;-8.41;116.81;10;3.66172
10291;26-Dec-18;12.35.41;-8.39;116.79;12;3.93512
10292;26-Dec-18;13.23.05;-8.27;116.62;11;3.66172
10293;27-Dec-18;04.40.24;-8.2;116.48;10;3.27896
10294;27-Dec-18;05.19.00;-8.59;116.09;10;3.22428
10295;27-Dec-18;07.48.54;-8.22;116.38;10;3.60704
10296;27-Dec-18;08.26.20;-8.58;118;113;3.55236
10297;27-Dec-18;11.48.54;-8.36;116.19;10;3.9898
10298;27-Dec-18;12.59.53;-8.37;116.2;12;3.77108
10299;27-Dec-18;15.29.37;-8.36;116.79;10;3.38832
10300;27-Dec-18;17.18.35;-9.42;116.51;32;3.9898
10301;27-Dec-18;18.49.39;-8.23;115.52;10;3.55236
10302;28-Dec-18;04.08.19;-7.84;118.92;38;4.2632
10303;28-Dec-18;04.21.37;-9.88;117.37;28;4.37256
10304;28-Dec-18;05.47.00;-8.69;116.94;10;3.55236
10305;28-Dec-18;07.31.18;-8.23;115.54;10;3.55236
10306;28-Dec-18;07.56.20;-8.53;116.17;10;3.38832
10307;28-Dec-18;17.03.07;-8.43;116.95;10;3.88044
10308;29-Dec-18;02.46.51;-8.39;116.59;10;3.82576
10309;29-Dec-18;13.09.16;-10.5;120.31;10;3.60704
10310;29-Dec-18;15.36.52;-11.06;118.13;10;3.82576
10311;29-Dec-18;16.13.43;-8.34;116.69;10;3.33364
10312;29-Dec-18;23.33.48;-8.32;116.22;10;3.33364
10313;30-Dec-18;04.10.54;-9.46;119.03;15;4.79814
10314;30-Dec-18;05.04.48;-9.62;115.85;27;3.77108
10315;30-Dec-18;14.58.32;-10.6;120.92;38;4.09916
10316;30-Dec-18;15.00.09;-10.4;120.97;34;4.15384
10317;30-Dec-18;18.24.22;-9.51;118.97;12;4.20852
10318;30-Dec-18;21.17.00;-8.94;116.13;72;3.77108
10319;30-Dec-18;23.08.31;-9.57;114.06;10;3.88044
10320;30-Dec-18;23.39.06;-8.3;116.05;10;3.33364
10321;31-Dec-18;00.02.48;-11.53;118.24;11;4.37256
10322;31-Dec-18;03.03.28;-9.1;117.15;88;3.88044
10323;31-Dec-18;04.33.24;-9.02;116.1;68;3.443
10324;31-Dec-18;05.56.14;-7.91;119.21;10;3.60704
10325;31-Dec-18;06.34.00;-7.92;118.2;175;3.77108
10326;31-Dec-18;08.07.28;-10.33;116.37;10;3.82576
10327;31-Dec-18;08.12.59;-8.65;118.33;115;3.9898
10328;31-Dec-18;10.47.51;-8.7;116.25;90;3.77108
10329;31-Dec-18;16.15.43;-8.33;116.19;10;3.7164
10330;31-Dec-18;16.43.12;-8.22;116.78;10;3.88044
10331;31-Dec-18;19.36.55;-9.61;114.04;10;4.20852
10332;31-Dec-18;21.53.07;-8.32;116.05;10;4.04448
10333;31-Dec-18;22.06.01;-9.32;119.68;54;4.15384
10334;31-Dec-18;22.12.03;-11.1;119.63;10;4.2632
10335;31-Dec-18;23.07.04;-10.34;116.38;10;4.2632
10336;01-Jan-19;03.19.36;-7.77;119.06;10;3.93512
10337;01-Jan-19;03.56.53;-8.25;114.89;10;3.339108
10338;01-Jan-19;11.16.40;-9.83;117.95;10;3.7164
10339;01-Jan-19;15.56.11;-8.95;118.75;32;3.66172
10340;01-Jan-19;21.50.49;-9.66;115.15;41;3.7164
10341;02-Jan-19;03.43.54;-8.05;115.39;10;3.60704
10342;02-Jan-19;10.54.36;-8.28;116.42;10;3.218812
10343;02-Jan-19;14.26.07;-9.61;118.04;48;4.8776
10344;02-Jan-19;23.10.21;-9.56;118.07;10;3.96
10345;02-Jan-19;23.47.16;-9.49;118.05;11;4.35
10346;03-Jan-19;01.45.11;-8.41;116.54;10;3.7164
10347;03-Jan-19;01.58.32;-8.29;116.76;10;3.727336
10348;03-Jan-19;03.03.13;-9.18;116.72;57;3.49768
10349;03-Jan-19;04.16.11;-9.1;116.9;25;3.49768
10350;03-Jan-19;04.49.15;-11.35;118.19;10;4.95706
10351;03-Jan-19;06.48.04;-9.56;120.86;10;3.93512
10352;03-Jan-19;07.35.08;-9.65;120.87;10;4.04448
10353;03-Jan-19;09.47.08;-9.41;118.1;18;3.9898
10354;03-Jan-19;10.10.39;-9.6;118.05;10;4.51
10355;03-Jan-19;11.25.03;-9.4;118.12;34;3.55236
10356;03-Jan-19;12.07.56;-8.24;116.76;10;3.596104
10357;03-Jan-19;12.14.46;-8.28;116.6;16;3.82576
10358;03-Jan-19;15.54.22;-9.29;113.51;11;3.77108
10359;03-Jan-19;17.33.27;-8.32;116.03;10;4.2632
10360;03-Jan-19;20.29.04;-8.83;118.5;19;3.9898
10361;03-Jan-19;21.09.39;-7.86;119.4;269;4.48192
10362;04-Jan-19;00.48.27;-8.19;116.36;10;3.519552
10363;04-Jan-19;08.19.48;-8.23;116.75;10;3.77108
10364;04-Jan-19;09.51.02;-8.16;116.79;10;3.8
10365;04-Jan-19;19.23.41;-9.08;116.63;16;3.55236
10366;04-Jan-19;19.26.28;-8.34;113.53;10;3.443
10367;04-Jan-19;21.46.42;-8.3;116.13;14;4.20852
10368;04-Jan-19;23.39.06;-9.25;116.79;24;3.55236
10369;05-Jan-19;00.02.19;-8.86;116.79;35;3.22428
10370;05-Jan-19;05.31.58;-8.2;116.16;10;4.15384
10371;05-Jan-19;08.35.41;-7.82;117.5;18;3.66172
10372;05-Jan-19;14.21.56;-8.29;119.86;146;4.04448
10373;05-Jan-19;19.02.59;-8.34;116.09;17;3.443
10374;05-Jan-19;21.10.03;-8.25;116.03;10;4.02
10375;06-Jan-19;03.40.07;-7.95;117.68;19;3.88044
10376;06-Jan-19;05.37.23;-9.55;118.98;34;4.48192
10377;06-Jan-19;07.26.11;-9.91;118.52;10;3.7164
10378;06-Jan-19;07.44.04;-8.3;116.75;10;3.443
10379;06-Jan-19;09.34.19;-8.22;120.36;165;4.20852
10380;06-Jan-19;12.12.20;-8.3;116.44;13;4.15384
10381;06-Jan-19;12.31.49;-8.75;118.8;10;3.66172
10382;06-Jan-19;20.51.06;-8.56;116.86;10;3.38832
10383;06-Jan-19;23.18.54;-8.28;115.49;10;3.33364
10384;07-Jan-19;03.48.30;-8.21;119.89;38;4.79814
10385;07-Jan-19;05.37.58;-8.07;116.24;10;3.443
10386;07-Jan-19;06.01.08;-9.85;117.9;11;3.803888
10387;07-Jan-19;06.04.42;-8.4;116.73;10;3.727336
10388;07-Jan-19;06.46.37;-8.31;116.77;10;3.842164
10389;07-Jan-19;09.12.30;-7.71;118.92;48;4.15384
10390;07-Jan-19;10.53.22;-9.88;118.73;23;3.60704
10391;07-Jan-19;12.49.11;-8.29;116.11;10;3.443
10392;07-Jan-19;13.49.43;-7.82;118.97;10;4.20852
10393;07-Jan-19;19.03.06;-11.41;118.2;10;4.31788
10394;07-Jan-19;19.56.33;-8.24;117.62;10;3.38832
10395;07-Jan-19;20.47.35;-8.14;116.35;10;3.596104
10396;08-Jan-19;00.15.20;-8.38;116.96;10;3.22428
10397;08-Jan-19;12.40.29;-9.7;117.84;10;4.5366
10398;08-Jan-19;13.09.55;-9.69;117.94;16;3.60704
10399;08-Jan-19;14.46.48;-9.82;117.96;10;3.38832
10400;08-Jan-19;16.20.11;-9.51;118.06;13;3.410192
10401;08-Jan-19;17.23.57;-8.21;120.01;179;4.15384
10402;08-Jan-19;20.03.58;-10.9;118.52;18;3.77108
10403;08-Jan-19;21.19.47;-7.24;114.37;10;3.443
10404;09-Jan-19;01.41.48;-8.76;113.66;78;4.20852
10405;09-Jan-19;07.32.27;-9.31;115.23;10;3.38832
10406;09-Jan-19;08.41.16;-10.03;115.44;10;4.04448
10407;09-Jan-19;13.30.22;-11.47;119.52;60;4.71868
10408;09-Jan-19;13.56.49;-9.46;118.12;20;3.82576
10409;09-Jan-19;14.46.21;-10.81;118.68;128;4.04448
10410;09-Jan-19;15.01.12;-8.7;119.24;13;3.60704
10411;09-Jan-19;18.56.31;-9.51;119.92;74;4.8776
10412;09-Jan-19;19.23.26;-8.47;115.48;10;3.1696
10413;09-Jan-19;23.10.34;-7.93;117.4;10;3.77108
10414;09-Jan-19;23.19.14;-8;117.32;10;3.60704
10415;10-Jan-19;00.42.29;-9.06;116.59;10;3.60704
10416;10-Jan-19;04.42.31;-8.62;116.95;10;3.268024
10417;10-Jan-19;05.37.30;-8.83;116.86;31;3.06024
10418;10-Jan-19;09.14.20;-8.28;116.02;10;3.344576
10419;10-Jan-19;18.51.04;-8.19;116.34;14;3.49768
10420;10-Jan-19;23.41.56;-10.99;118.21;27;3.93512
10421;10-Jan-19;23.45.28;-9.57;120.79;42;4.09916
10422;11-Jan-19;01.28.52;-8.3;116.54;15;3.7164
10423;11-Jan-19;02.04.39;-8.35;116.57;10;3.158664
10424;11-Jan-19;02.58.54;-8.41;116.55;10;3.22428
10425;11-Jan-19;04.02.56;-9.35;116.94;50;3.55236
10426;11-Jan-19;04.34.34;-8.3;116.57;10;3.38832
10427;11-Jan-19;05.14.34;-8.12;119.74;167;3.9898
10428;11-Jan-19;09.44.51;-11.54;117.49;10;4.42724
10429;11-Jan-19;12.01.10;-9.38;118.11;25;3.38832
10430;12-Jan-19;01.10.41;-8.06;118.81;11;4.64596
