No;Date ;Time (UTC);Lat;Long;Depth;Mag (Mw)
1;02-Jan-98;11.57.18;-7.57;119.39;280;4.2
2;27-Jan-98;22.32.30;-9.52;113.6;35;4.6
3;05-Feb-98;21.40.15;-7.63;120.03;405;4.6
4;07-Mar-98;13.14.18;-9.76;117.07;20;4.7
5;29-Mar-98;05.14.20;-8.24;121.41;190;4.7
6;30-Mar-98;03.02.52;-9.78;119.07;31;5.1
7;21-Apr-98;16.44.17;-8.15;119.84;195;4.6
8;29-May-98;20.42.48;-7.97;117.5;245;4.6
9;31-May-98;01.08.44;-7.62;119.32;295;4.2
10;31-May-98;16.58.00;-7.26;120.23;590;4.7
11;26-Jul-98;10.30.13;-9.44;121.4;140;4.4
12;28-Jul-98;05.01.33;-7.2;120.37;595;4.9
13;04-Sep-98;01.17.09;-9.27;113.85;45;4.7
14;17-Oct-98;07.11.18;-11.73;117.09;26;4.9
15;25-Oct-98;19.22.21;-9.02;115.57;95;4.4
16;08-Nov-98;07.25.52;-9.2;121.39;54;6.4
17;12-Nov-98;19.19.32;-12.97;121.85;18;4.6
18;23-Nov-98;00.22.38;-7.64;117.16;280;4.2
19;26-Nov-98;09.56.00;-9.33;121.37;55;4.7
20;27-Nov-98;19.29.01;-9.15;118.43;65;4.8
21;05-Dec-98;01.20.57;-9.25;121.91;30;4.6
22;07-Dec-98;08.17.49;-7.08;120.31;595;4.3
23;07-Dec-98;23.37.08;-8.39;121.38;25;5.8
24;17-Dec-98;13.11.38;-8.3;118.47;193;4.7
25;13-Jan-99;13.09.21;-9.21;121.46;55;4.5
26;16-Jan-99;12.39.29;-9.02;117.96;95;4.7
27;22-Jan-99;22.43.01;-7.69;117.2;300;4.3
28;01-Feb-99;05.33.19;-7.22;120.37;590;4.3
29;04-Feb-99;12.57.24;-8.12;117.97;155;4.2
30;11-Feb-99;13.27.09;-8.69;120.43;127;4.7
31;20-Feb-99;17.17.13;-8.24;117.6;65;5.4
32;24-Mar-99;20.32.59;-7.08;116.98;612;5.2
33;31-Mar-99;20.59.06;-8.22;121.4;190;4.4
34;05-Apr-99;04.51.38;-9.85;119.28;50;4.6
35;22-Apr-99;14.08.46;-8.25;119.53;195;4.9
36;29-Apr-99;13.51.28;-8.21;120.63;160;4.1
37;20-May-99;12.16.55;-9.93;117.63;20;5.1
38;27-Jun-99;17.28.47;-9.74;118.09;35;4.7
39;19-Jul-99;05.00.56;-9.09;120.13;46;5.1
40;28-Aug-99;20.30.00;-7.78;116.24;295;4.5
41;31-Aug-99;15.21.58;-9.99;116.01;55;5.1
42;02-Oct-99;16.24.10;-7.59;118.69;550;4.3
43;03-Oct-99;00.29.46;-7.28;120.48;505;4.7
44;01-Nov-99;01.32.28;-9.79;114.04;30;4.7
45;05-Nov-99;17.04.03;-11.34;114.22;28;5.1
46;07-Nov-99;13.29.17;-7.87;117.64;19;4.7
47;06-Jan-00;04.31.59;-8.36;116.05;25;5.4
48;08-Jan-00;06.26.32;-11.42;117.06;24;5.3
49;16-Jan-00;09.09.35;-9.24;113.96;49;5
50;23-Jan-00;06.08.22;-7.95;120.59;11;5.8
51;23-Jan-00;08.03.03;-7.97;120.62;43;5.7
52;28-Jan-00;22.57.46;-9.61;118.61;19;5.4
53;01-Feb-00;12.39.45;-8.99;116.1;96;4.8
54;01-Apr-00;16.15.33;-8.22;118.77;33;4.8
55;03-Apr-00;01.08.32;-11.33;117.12;25;4.6
56;08-Apr-00;08.40.01;-10.58;120.4;30;4.3
57;08-Apr-00;10.24.34;-7.95;117.17;285;4.1
58;21-May-00;21.35.51;-8.31;119.91;195;4.2
59;23-May-00;19.29.56;-8.17;118.51;40;4.4
60;24-May-00;12.03.55;-9.44;114.03;71;4.7
61;28-May-00;00.59.39;-7.81;120.17;300;4
62;03-Jun-00;21.27.38;-8.51;118.38;115;4.4
63;12-Jun-00;22.26.01;-9.59;115.91;55;4.7
64;17-Jun-00;22.20.39;-7.29;119.55;415;4.2
65;07-Jul-00;00.15.39;-7.52;116.99;350;4.1
66;19-Aug-00;04.58.57;-9.42;117.7;70;4.6
67;25-Aug-00;01.14.11;-9.51;117.67;70;4.5
68;02-Sep-00;20.55.14;-7.28;119.84;530;4.2
69;10-Sep-00;10.12.33;-7.34;120.65;595;4.6
70;18-Sep-00;11.06.09;-9.12;118.66;85;4.4
71;29-Sep-00;14.36.44;-8.42;121.45;200;4.2
72;03-Oct-00;16.24.01;-9.28;113.95;45;4
73;07-Oct-00;11.57.41;-10.05;119.2;21;5.9
74;18-Oct-00;00.35.19;-9.63;118.8;65;4.4
75;30-Oct-00;12.01.33;-9.86;118.91;43;6
76;30-Oct-00;19.23.36;-9.93;118.77;30;4.5
77;01-Nov-00;22.04.31;-7.31;120.14;570;4.5
78;25-Nov-00;03.09.35;-9.31;122.1;76;4.6
79;27-Dec-00;02.31.38;-7.18;121.03;575;4.3
80;28-Dec-00;16.05.28;-8.15;117.86;26;5
81;11-Jan-01;00.40.09;-9.61;118.06;80;4.5
82;31-Jan-01;13.22.40;-8.85;119.13;110;5
83;06-Feb-01;07.25.15;-8.52;119.09;115;4.5
84;16-Feb-01;05.59.10;-7.15;117.42;515;5.9
85;27-Feb-01;06.33.59;-11.32;118.2;37;5
86;09-Mar-01;23.08.36;-9.02;118.9;100;4.5
87;16-Mar-01;15.40.38;-8.61;119.39;167;4.9
88;23-Mar-01;06.55.42;-10.49;113.81;10;5.2
89;03-Apr-01;21.22.00;-7.23;120.45;597;5.1
90;12-Apr-01;01.13.15;-7.71;117.08;300;4.3
91;28-Apr-01;13.18.04;-8.07;117.28;195;4.6
92;18-May-01;11.57.14;-10.26;120.01;40;4.9
93;23-May-01;21.27.23;-10.28;120.18;26;5.3
94;25-May-01;08.43.13;-7.31;120.87;575;4.7
95;28-May-01;10.30.18;-7.63;116.98;300;4.2
96;02-Aug-01;08.45.27;-9.34;121.96;33;5
97;07-Aug-01;03.22.38;-8.69;113.66;96;5.4
98;09-Aug-01;08.56.25;-11.12;117.97;30;4.6
99;09-Aug-01;13.20.19;-7.46;120.59;32;5.4
100;26-Aug-01;03.50.00;-8.63;117.53;132;5
101;30-Aug-01;20.39.23;-8.82;117.59;145;4.2
102;03-Sep-01;15.38.06;-9.58;120.74;40;4.8
103;14-Sep-01;11.15.34;-10.24;115.86;15;5.1
104;20-Sep-01;02.01.55;-11.4;114.94;24;5.6
105;20-Sep-01;03.48.45;-11.4;115.03;25;4.9
106;30-Sep-01;13.25.25;-11.29;114.98;25;4.8
107;30-Sep-01;19.23.31;-7.63;117.3;315;4.6
108;02-Oct-01;01.10.51;-9.16;121.71;30;5.2
109;14-Oct-01;15.27.56;-11.47;116.15;20;5.2
110;23-Oct-01;16.22.19;-7.68;116.98;301;4.9
111;01-Nov-01;00.47.49;-8.22;117.75;30;4.6
112;09-Dec-01;11.20.51;-8.11;117.79;25;4.8
113;23-Dec-01;11.32.00;-8.75;117.76;164;4.7
114;28-Dec-01;00.10.29;-11.42;117.1;30;5
115;18-Jan-02;02.26.31;-8.38;117.52;40;4.8
116;19-Jan-02;15.15.05;-8.1;117.85;35;4.8
117;24-Feb-02;06.31.10;-8.9;116.88;40;4.4
118;11-Apr-02;16.27.32;-7.9;117.37;280;4.3
119;17-Apr-02;08.48.09;-7.21;121.97;485;4.5
120;14-May-02;04.26.46;-7.22;120.5;535;4.9
121;27-May-02;13.09.57;-8.33;120.53;160;4.7
122;28-May-02;21.53.08;-9.15;114.46;45;4.3
123;10-Jun-02;16.34.28;-9.36;115.44;70;4.5
124;15-Jul-02;19.16.06;-11.43;115.12;10;5
125;22-Jul-02;20.22.50;-10.51;117.37;14;4.6
126;24-Jul-02;03.05.06;-9.43;118.29;27;5.9
127;24-Jul-02;15.33.33;-8.81;118.11;125;4.6
128;16-Aug-02;02.39.08;-9.77;117.41;25;4.6
129;03-Sep-02;03.04.36;-9.45;119.32;34;4.8
130;27-Sep-02;01.40.52;-8.41;122.01;38;5.1
131;03-Oct-02;19.05.11;-7.54;115.62;310;5.8
132;06-Oct-02;15.46.35;-8.31;118.19;14;6.2
133;06-Oct-02;16.23.31;-8.19;118.21;15;4.7
134;06-Oct-02;16.27.07;-8.27;118.26;44;5
135;06-Oct-02;20.30.46;-8.14;118.3;15;4.7
136;06-Oct-02;20.36.36;-8.2;118.23;14;4.5
137;07-Oct-02;00.13.13;-8.18;118.32;12;4.9
138;12-Oct-02;02.21.10;-8.19;118.21;15;4.2
139;13-Oct-02;20.27.06;-8.19;119.69;185;4.2
140;18-Oct-02;08.10.31;-8.31;118.2;15;5.2
141;07-Nov-02;20.01.57;-10.29;120.47;30;4.3
142;11-Nov-02;07.30.42;-8.81;119.09;27;5.3
143;11-Nov-02;09.19.40;-8.63;116.9;125;4.7
144;17-Nov-02;00.23.22;-8.23;120.74;35;4.5
145;21-Nov-02;16.56.34;-9.67;117.08;20;5
146;24-Nov-02;15.57.51;-8.29;121.26;200;4.4
147;01-Dec-02;14.37.25;-11.23;117.15;25;5.5
148;12-Dec-02;15.06.19;-9.64;117.14;65;4.1
149;29-Dec-02;17.03.36;-10.97;113.88;25;4.4
150;01-Jan-03;06.23.13;-8.11;119.88;195;5
151;03-Jan-03;01.34.15;-8.84;117.74;38;5.4
152;23-Jan-03;00.08.24;-8.87;118.39;34;5.6
153;28-Jan-03;20.08.51;-9.14;119.06;100;4.7
154;09-Feb-03;22.08.09;-7.27;120.3;555;4
155;11-Feb-03;12.30.50;-7.49;120.06;585;4.4
156;18-Feb-03;20.21.20;-9.68;114.12;30;4.4
157;24-Feb-03;10.39.44;-7.37;114.51;38;5.1
158;15-Mar-03;02.57.55;-8.31;121.5;190;4.5
159;20-Mar-03;16.33.12;-10.25;117;32;5.5
160;20-Mar-03;17.15.15;-10.29;116.98;32;5
161;25-Mar-03;02.53.27;-8.34;120.61;34;6.4
162;02-Apr-03;05.06.11;-8.93;119.41;120;4.7
163;03-Apr-03;01.39.40;-7.24;120.39;595;4.6
164;03-Apr-03;03.08.32;-10.18;121.91;50;4.8
165;14-Apr-03;13.35.16;-8.31;119.7;195;4.8
166;18-Apr-03;06.05.28;-8.77;119.61;120;4.7
167;02-May-03;12.52.03;-7.2;120.26;570;4.3
168;06-May-03;13.30.47;-10.11;122.47;15;4.6
169;15-May-03;13.02.26;-9.54;119.91;64;4.8
170;21-May-03;12.37.54;-9.29;121.91;29;4.9
171;04-Jun-03;17.38.14;-10.29;120.35;32;5
172;10-Jun-03;04.26.26;-9.74;117.89;41;4.9
173;11-Jun-03;22.07.47;-9.22;118.21;91;5.4
174;17-Jun-03;05.59.10;-9.47;119.53;51;4.9
175;02-Jul-03;18.59.27;-7.76;117.87;32;4.8
176;16-Jul-03;21.53.49;-8.36;119.42;163;4.7
177;18-Jul-03;20.31.18;-8.1;118.93;160;4.3
178;24-Jul-03;08.17.44;-8.2;120.02;195;4.7
179;13-Aug-03;16.38.11;-10.05;118.91;27;5.2
180;02-Sep-03;08.35.22;-7.63;116.9;225;4.3
181;15-Sep-03;12.16.25;-7.18;119.81;415;4.3
182;22-Sep-03;07.19.31;-9.61;118.28;27;4.9
183;07-Oct-03;15.29.26;-9.16;121.99;30;4.9
184;11-Oct-03;14.29.54;-9.51;114.09;45;4.8
185;25-Oct-03;22.40.42;-7.31;120.06;435;4.1
186;30-Oct-03;19.44.16;-8.37;122.34;27;4.4
187;01-Nov-03;19.23.09;-8.23;118.2;15;4.8
188;15-Nov-03;09.16.26;-8.31;121.41;42;5.5
189;15-Nov-03;13.58.45;-8.28;121.34;30;5.2
190;21-Nov-03;23.07.59;-7.62;119.52;290;4.6
191;05-Dec-03;23.41.30;-8.2;120.36;38;5.3
192;01-Jan-04;20.59.32;-8.41;115.71;43;5.8
193;01-Jan-04;23.02.41;-8.17;118.15;195;4.1
194;12-Jan-04;16.04.55;-7.42;119.88;615;4.7
195;22-Jan-04;16.37.25;-8.79;119.53;119;5.1
196;05-Mar-04;06.32.02;-9.73;114.21;30;5
197;10-Mar-04;14.25.04;-9.72;114.25;45;4.6
198;20-Mar-04;08.33.19;-8.01;119.84;221;5.2
199;27-Mar-04;10.42.33;-7.24;120.42;535;4.5
200;29-Mar-04;02.50.13;-7.55;119.4;28;4.9
201;02-Apr-04;08.27.09;-8.99;117.44;110;4.5
202;05-Apr-04;22.40.59;-10.58;113.54;20;4.5
203;11-Apr-04;18.01.18;-8.14;119.72;180;4.1
204;16-Apr-04;18.32.25;-8.78;114.51;106;5.4
205;26-Apr-04;16.05.45;-8.74;114.54;106;4.9
206;26-Apr-04;16.13.19;-8.68;114.58;105;4.6
207;02-May-04;14.08.15;-9.79;120.85;42;5.1
208;04-May-04;12.41.37;-7.24;120.45;535;4.5
209;05-May-04;02.20.48;-9.18;114.28;90;4.7
210;05-May-04;19.51.44;-7.78;117.14;300;4.3
211;11-May-04;14.47.18;-9.71;115.67;55;4.1
212;12-May-04;15.29.47;-7.37;120.71;590;4.2
213;19-May-04;05.21.59;-7.84;118.25;33;4.7
214;02-Jun-04;03.59.08;-7.21;120.19;555;4.2
215;02-Jun-04;05.14.46;-7.12;120.35;558;4.8
216;05-Jun-04;11.56.41;-11.23;119.36;20;4.2
217;26-Jul-04;04.41.59;-8.56;119.69;144;4.9
218;19-Aug-04;06.03.48;-9.32;117.64;50;4.9
219;27-Aug-04;08.32.54;-8.43;121.15;58;5.1
220;06-Sep-04;10.28.59;-9.92;118.88;14;4.8
221;07-Sep-04;04.07.49;-7.12;116.27;525;4.1
222;15-Sep-04;08.35.11;-8.85;115.19;99;5.3
223;19-Sep-04;11.32.17;-9.58;117.89;52;5
224;21-Sep-04;15.13.05;-11.29;118.72;25;4.8
225;26-Sep-04;19.16.17;-7.49;120.05;615;4.3
226;08-Oct-04;13.16.28;-7.53;121.84;560;4.4
227;10-Oct-04;23.46.35;-8.54;118.28;145;4.4
228;14-Oct-04;04.09.03;-9.55;114.22;50;5.1
229;28-Oct-04;00.12.47;-7.25;117.47;610;4
230;02-Nov-04;13.29.07;-11.89;117;10;4.7
231;07-Nov-04;12.42.58;-10.53;115.92;48;4.7
232;07-Nov-04;23.51.29;-11.61;120.09;15;4.6
233;08-Nov-04;19.55.47;-8.27;120.66;160;4.3
234;28-Nov-04;13.11.43;-9.9;118.85;19;4.8
235;13-Dec-04;19.22.58;-8.39;121.43;25;4.5
236;20-Dec-04;14.11.24;-8.51;118.38;115;4.2
237;21-Dec-04;11.14.16;-11.31;118.7;25;4.5
238;02-Feb-05;14.00.47;-9.09;116.28;95;4.8
239;12-Mar-05;13.32.31;-7.23;120.46;535;5.1
240;16-Mar-05;07.40.03;-7.98;117.48;27;4.8
241;17-Mar-05;13.00.54;-9.74;118.68;53;4.8
242;21-Apr-05;19.38.31;-8.18;120.72;57;4.5
243;25-Apr-05;08.08.05;-10.63;115.14;30;5
244;28-Apr-05;04.48.16;-8.2;120.64;47;4.4
245;16-May-05;03.27.51;-8.39;117.54;20;5.1
246;16-May-05;23.12.02;-8.36;117.46;39;5.2
247;17-May-05;07.16.36;-8.41;117.55;40;4.8
248;18-May-05;18.07.51;-10.72;114.96;39;4.6
249;20-Jun-05;05.09.05;-7.12;117.11;615;4.4
250;09-Jul-05;11.36.41;-8.63;118.72;117;5.2
251;10-Jul-05;20.50.13;-7.23;115.53;380;4.1
252;17-Jul-05;04.20.38;-10.33;116.42;29;4.6
253;06-Aug-05;16.58.49;-8.47;119.17;114;4.5
254;07-Aug-05;04.51.35;-7.25;119.58;415;5
255;13-Aug-05;03.10.07;-8.22;117.18;193;5.2
256;05-Sep-05;02.00.25;-9.26;118.81;40;5
257;07-Sep-05;00.14.38;-9.69;119.63;25;4.5
258;11-Sep-05;12.48.53;-9.6;116.13;75;4.8
259;18-Sep-05;22.13.41;-9.42;117.66;50;4.8
260;20-Sep-05;16.10.30;-9.9;118.35;23;4.8
261;28-Sep-05;13.43.15;-10.42;120.1;45;4.7
262;29-Sep-05;02.00.30;-7.38;120.67;595;4.4
263;12-Oct-05;04.47.29;-11.36;119.42;15;5
264;13-Oct-05;07.44.46;-9.53;117.13;20;4.6
265;20-Oct-05;23.16.03;-9.38;117.4;65;5.3
266;23-Oct-05;18.29.23;-7.33;120.25;530;4.8
267;24-Oct-05;20.46.27;-7.16;119.95;405;4.5
268;05-Nov-05;14.37.05;-9.77;117.96;35;4.9
269;08-Nov-05;01.31.39;-7.26;119.59;470;4.5
270;09-Nov-05;17.09.01;-8.25;117.61;20;4.6
271;13-Nov-05;06.36.58;-11.27;117.31;25;4.7
272;16-Nov-05;02.47.45;-9.5;118.07;40;4.5
273;26-Nov-05;02.38.23;-7.87;115.74;255;4.2
274;28-Nov-05;04.32.13;-9.21;113.83;22;4.4
275;01-Dec-05;03.15.49;-9.21;119.73;20;5.1
276;03-Dec-05;10.06.04;-7.52;116.55;351;4.3
277;15-Dec-05;15.05.17;-9.06;118.49;115;4.8
278;22-Dec-05;07.14.50;-9.53;114.15;31;4.6
279;21-Jan-06;09.34.51;-8.37;122.05;31;4.8
280;24-Jan-06;15.49.34;-9.84;120.77;40;4.6
281;09-Feb-06;00.05.08;-7.75;121.59;366;5.3
282;11-Feb-06;08.48.07;-9.43;117.2;20;4.5
283;15-Feb-06;00.48.51;-9.92;117.57;29;4.6
284;21-Feb-06;19.06.12;-10.24;121.29;25;4.7
285;09-Mar-06;07.36.12;-7.28;120.31;535;4.1
286;13-Apr-06;20.18.22;-9.2;119.28;35;4.5
287;14-Apr-06;00.34.57;-8.57;118.8;100;3.8
288;24-Apr-06;13.32.42;-8.27;119.61;195;5.2
289;29-Apr-06;04.06.13;-11.25;118.36;23;5.7
290;30-Apr-06;15.21.10;-9.13;120.06;41;4.6
291;06-May-06;08.08.43;-10.6;115.3;20;4.7
292;06-May-06;08.21.59;-10.62;115.29;20;4.5
293;08-May-06;21.49.17;-10.34;121.44;25;4.6
294;10-May-06;01.18.03;-9.1;120.26;80;5
295;11-May-06;15.28.16;-8.66;118.72;148;4.3
296;11-May-06;22.58.12;-11.3;115.95;10;4.8
297;11-May-06;23.20.47;-11.35;115.9;10;4.8
298;11-May-06;23.23.01;-11.27;115.92;10;4.7
299;11-May-06;23.25.46;-11.21;116.02;10;4.8
300;11-May-06;23.56.16;-11.23;116.11;35;4.3
301;12-May-06;01.12.30;-11.27;116;10;4.6
302;12-May-06;01.58.48;-11.26;116.02;10;4.8
303;14-May-06;01.20.03;-11.28;116;12;4.9
304;20-May-06;18.42.44;-11.29;116.92;28;4.8
305;03-Jun-06;21.37.15;-8.74;119.37;155;4.4
306;17-Jul-06;03.59.45;-10.26;120.51;30;5
307;02-Aug-06;14.45.05;-11.17;116.8;15;5.8
308;12-Aug-06;09.46.34;-8.21;118.12;25;4.6
309;29-Aug-06;01.54.15;-8.85;121.54;15;4.7
310;31-Aug-06;13.22.36;-11.37;118.34;25;5
311;09-Sep-06;04.13.12;-7.26;120.08;572;6.1
312;09-Sep-06;05.31.47;-7.27;120.11;570;4.6
313;23-Sep-06;03.53.38;-9.09;119.06;102;4.9
314;20-Oct-06;23.54.07;-10;118.82;42;5
315;02-Nov-06;17.03.21;-9.56;119.23;30;4.5
316;07-Nov-06;21.21.26;-7.84;118.85;31;4.4
317;08-Nov-06;11.17.00;-11.45;116.89;35;4.7
318;09-Nov-06;07.07.30;-8.72;114.9;50;4.6
319;10-Nov-06;22.18.15;-7.68;117.41;338;3.9
320;12-Nov-06;03.35.58;-7.74;118.9;25;4.5
321;30-Nov-06;17.39.46;-11.2;117.53;30;4.2
322;01-Dec-06;14.01.44;-8.36;118.69;19;6.3
323;03-Dec-06;02.07.54;-8.27;118.76;30;4.3
324;03-Dec-06;08.17.01;-7.72;117.41;315;4.6
325;14-Dec-06;18.46.41;-8.32;121.69;25;4.7
326;14-Dec-06;22.55.44;-9.71;119.71;26;4.3
327;25-Dec-06;18.24.36;-7.85;115.83;250;4
328;29-Dec-06;06.26.53;-10.77;113.82;38;5
329;01-Jan-07;17.18.32;-7.54;119.43;310;3.9
330;09-Jan-07;05.01.13;-9.57;120.73;55;4.4
331;24-Jan-07;19.31.23;-11.23;118.62;48;4.7
332;29-Jan-07;03.58.10;-8.97;118.7;68;4.6
333;29-Jan-07;06.52.40;-7.42;120.28;483;4.4
334;30-Jan-07;11.58.10;-11.47;118.55;35;4.7
335;08-Feb-07;16.30.26;-9.05;118.7;32;5.1
336;10-Feb-07;16.10.46;-8.7;118.44;147;4
337;20-Feb-07;23.12.32;-11.28;118.87;36;5.2
338;06-Mar-07;20.50.06;-9.26;120.7;99;4.5
339;12-Mar-07;22.53.39;-7.3;120.34;379;4
340;13-Mar-07;09.05.48;-8.19;117.83;34;5.6
341;23-Mar-07;07.51.54;-7.22;121.21;540;3.9
342;02-Apr-07;22.10.48;-8.16;120.06;190;4.6
343;07-Apr-07;01.33.47;-8.23;119.74;191;4.5
344;15-Apr-07;18.07.27;-7.22;120.48;540;4
345;25-Apr-07;16.33.58;-7.21;122.07;540;3.9
346;20-May-07;12.35.51;-8.33;120.91;172;4.2
347;24-May-07;01.06.27;-9.57;118.74;52;5.3
348;26-May-07;04.20.58;-7.14;120.32;591;4.7
349;26-May-07;06.07.24;-9.42;117.75;63;5
350;01-Jun-07;20.01.58;-9.6;118.84;40;4.8
351;05-Jun-07;06.13.45;-9.87;119.03;68;4.6
352;25-Jun-07;13.33.22;-7.97;119.7;230;5.3
353;28-Jun-07;15.50.46;-8.2;117.4;205;4.6
354;07-Jul-07;14.50.59;-7.15;121.14;505;4
355;07-Jul-07;15.51.25;-11.07;115.09;42;4.6
356;20-Jul-07;09.49.46;-9.38;117.94;82;5.2
357;01-Aug-07;15.47.42;-9.48;118.43;91;4.6
358;02-Aug-07;22.40.33;-8.15;117.96;29;4.2
359;08-Aug-07;00.53.10;-11.19;118.77;20;4.3
360;08-Sep-07;02.01.47;-10.49;117.34;36;4.6
361;09-Sep-07;18.36.38;-7.95;114.23;35;4.9
362;09-Sep-07;23.31.54;-8.09;114.12;4;4.3
363;15-Sep-07;15.57.03;-9.27;115.69;86;4.1
364;20-Sep-07;09.29.18;-10.26;117.01;39;5.7
365;29-Sep-07;02.27.15;-7.23;122.27;592;4.4
366;04-Oct-07;14.28.39;-8.41;116.85;24;5.6
367;08-Oct-07;09.23.17;-10.29;117.12;50;4.8
368;08-Oct-07;22.02.01;-8.06;115.67;183;4.1
369;24-Oct-07;16.43.04;-9.54;119.88;82;4.5
370;06-Nov-07;10.57.00;-9.36;117.48;80;4.5
371;06-Nov-07;21.13.05;-10.94;117.03;46;4
372;25-Nov-07;16.02.18;-8.36;118.35;35;6.5
373;25-Nov-07;16.52.40;-8.26;118.52;6;4.7
374;25-Nov-07;17.15.01;-8.22;118.56;19;4.9
375;25-Nov-07;19.53.08;-8.26;118.47;35;6.5
376;25-Nov-07;21.44.52;-8.2;118.66;24;4.5
377;26-Nov-07;02.31.59;-8.26;118.66;39;5.4
378;26-Nov-07;04.28.32;-8.11;118.84;30;4.4
379;26-Nov-07;04.46.18;-8.16;118.7;30;4.2
380;26-Nov-07;08.14.56;-8.27;118.62;46;5.3
381;27-Nov-07;10.39.42;-8.14;118.79;16;4.3
382;27-Nov-07;18.04.05;-8.78;118.38;118;4.3
383;29-Nov-07;13.21.44;-9.3;120.27;92;4.5
384;03-Dec-07;13.35.47;-7.42;120.14;542;3.9898
385;04-Dec-07;15.48.45;-8.71;122.43;141;5
386;07-Dec-07;10.45.55;-10.01;113.5;19;5.3
387;09-Dec-07;23.26.27;-8.18;116.92;42;4.2
388;12-Dec-07;23.05.22;-7.47;119.49;275;4.3
389;13-Dec-07;02.44.35;-8.11;118.58;35;4.8
390;13-Dec-07;16.15.51;-8.14;118.32;35;4.7
391;26-Dec-07;21.21.40;-7.86;116.64;275;3.8
392;31-Dec-07;09.36.05;-9.13;114.1;29;4.7
393;02-Jan-08;17.32.50;-9.75;114.23;35;4.6
394;07-Jan-08;00.41.07;-8.31;118.31;15;4.7
395;30-Jan-08;22.07.07;-9.33;113.96;52;4.5
396;03-Feb-08;00.42.50;-10.26;120;21;4.6
397;03-Feb-08;05.56.55;-8.25;119.81;198;4.6
398;07-Feb-08;20.58.20;-7.65;116.79;330;5.7
399;10-Mar-08;00.28.50;-8.36;117.19;40;4.9
400;13-Mar-08;07.26.26;-9.79;118.23;48;4.7
401;30-Apr-08;08.02.07;-8.07;121.72;15;5
402;09-May-08;21.23.18;-8.69;118.98;134;4.7
403;26-May-08;11.13.25;-9.38;116.34;85;4.5
404;01-Jun-08;15.59.50;-9.28;118.01;99;5.2
405;03-Jun-08;17.31.33;-8.23;120.21;18;5.9
406;03-Jun-08;17.55.11;-8.17;120.36;20;4.5
407;03-Jun-08;21.03.49;-8.16;120.27;20;5.8
408;03-Jun-08;22.04.29;-8.13;120.18;20;6
409;03-Jun-08;23.43.28;-8.15;120.12;18;5.1
410;04-Jun-08;10.47.16;-8.17;120.44;15;4.6
411;05-Jun-08;15.31.55;-9.96;114.03;15;4.6
412;07-Jun-08;22.03.20;-8.14;120.38;20;5.3
413;07-Jun-08;22.09.06;-8.17;120.31;20;4.4
414;14-Jun-08;07.32.39;-8.17;120.37;15;4.5
415;17-Jun-08;17.05.23;-12.3;117.33;10;4.6
416;10-Jul-08;14.17.16;-9.61;118.83;91;4.9
417;16-Jul-08;22.25.53;-7.35;120.22;565;4.5
418;27-Jul-08;11.25.41;-7.37;121.88;537;4.5
419;03-Aug-08;22.32.13;-9.07;120.51;15;4.7
420;04-Aug-08;03.26.49;-8.21;120.25;25;5.1
421;06-Aug-08;22.41.01;-8.19;117.72;13;5.9
422;06-Aug-08;23.07.04;-8.19;117.69;18;4.7
423;07-Aug-08;03.46.22;-8.18;117.77;25;4.9
424;08-Aug-08;20.40.40;-9.03;118.94;80;4.6
425;09-Aug-08;00.01.59;-8.2;117.68;35;4.8
426;13-Aug-08;10.31.50;-8.5;121.63;15;4.5
427;17-Aug-08;20.54.50;-9.23;119.05;108;4.8
428;28-Aug-08;02.59.38;-8.72;119.01;159;5.1
429;02-Sep-08;11.00.03;-8.39;120.48;190;5
430;16-Sep-08;22.05.38;-10.39;120.21;35;4.6
431;21-Oct-08;18.22.20;-11.52;116.14;10;4.6
432;01-Nov-08;21.02.46;-8.93;119.01;120;4.5
433;18-Nov-08;00.28.32;-8.36;121.69;30;4.5
434;06-Dec-08;15.22.15;-7.77;117.7;10;4.6
435;30-Dec-08;18.09.27;-10.25;118.5;70;5.1
436;03-Jan-09;20.20.38;-8.35;119.64;146;5.602619103
437;06-Jan-09;13.28.44;-7.3;122.34;567;4.606534189
438;08-Jan-09;02.33.55;-7.77;119.06;83;4.224207583
439;13-Jan-09;04.00.11;-8.11;116.1;13;3.822148933
440;14-Jan-09;11.09.23;-7.95;118.38;49;4.733604018
441;18-Jan-09;06.47.48;-9.35;114.47;10;4.62723292
442;20-Jan-09;12.34.33;-10.74;114.94;10;4.873346109
443;20-Jan-09;21.09.38;-10.58;114.99;33;4.572550296
444;30-Jan-09;16.49.53;-8.36;120.03;10;4.837625812
445;01-Feb-09;16.15.31;-9.65;118.91;10;4.692402294
446;01-Feb-09;16.36.28;-8.49;116.55;39;4.464032204
447;08-Feb-09;07.35.42;-7.83;113.58;162;4.094994314
448;08-Feb-09;17.00.58;-8.53;118.33;10;4.619557871
449;12-Feb-09;20.25.04;-8.44;121.34;194;5.208973027
450;18-Feb-09;02.41.35;-10.98;113.54;115;4.219681938
451;19-Feb-09;06.09.36;-7.59;118.53;20;4.064084584
452;19-Feb-09;09.03.22;-7.54;120.6;592;5.110028721
453;22-Feb-09;02.48.31;-8.48;115.25;60;3.622448332
454;22-Feb-09;18.13.11;-9.79;114.11;22;3.723508947
455;26-Feb-09;01.46.32;-9.44;116.37;50;4.357942505
