Source_ID,Region,Main,Segment,Type,Dip_raw,Length_km,Width_km,Mmax,Sliprate,Status,N_vertex,Coords_lonlat
SUL51,Sulawesi,Tiu,Tiu,SS-LL,90,11.0,20.0,6.0,0.1,New,3,"121.29650,-1.92806 121.32009,-1.97372 121.33189,-2.01938"
SUL52,Sulawesi,Matano,Pamsoa-Geresa,SS-LL,90,141.0,20.0,7.6,20,Data Updated,6,"121.37701,-2.51109 121.70940,-2.60154 121.87456,-2.68145 122.15769,-2.68145 122.39363,-2.67003 122.65316,-2.68145"
SUL53,Sulawesi,Matano,Kulueana-Matano,SS-LL,90,113.0,20.0,7.4,20,Data Updated,6,"120.39992,-2.16777 120.58868,-2.20202 120.80102,-2.32758 120.97798,-2.41890 121.33189,-2.49881 121.37701,-2.51109"
SUL54,Sulawesi,Matano,Kolono-2,SS-LL,90,77.0,20.0,7.2,20,Data Updated,6,"122.62957,-2.77277 122.77114,-2.80701 122.92450,-2.85267 123.07786,-2.90974 123.21942,-2.97823 123.31380,-3.05814"
SUL55,Sulawesi,Matano,Kolono-1,SS-LL,90,32.0,20.0,6.7,20,Data Updated,3,"122.57058,-2.68145 122.71215,-2.64720 122.85371,-2.61296"
SUL56,Sulawesi,Soroako Thrust,Soroako A,R,45E,25.0,20.0,6.6,0.1,No Update,23,"121.25506,-2.49289 121.25840,-2.49860 121.26292,-2.50646 121.26864,-2.51408 121.27292,-2.52027 121.27435,-2.52598 121.27554,-2.53265 121.27840,-2.53669 121.28268,-2.55026 121.28673,-2.55860 121.29125,-2.56550 121.29768,-2.57264 121.30768,-2.58336 121.31530,-2.59002 121.32268,-2.59479 121.32744,-2.59812 121.33839,-2.60550 121.34673,-2.61193 121.35387,-2.61645 121.36077,-2.62002 121.36982,-2.62788 121.38292,-2.63502 121.40506,-2.65026"
SUL57,Sulawesi,Soroako Thrust,Soroako B,R,45E,23.0,20.0,6.6,0.1,No Update,29,"121.07580,-2.48939 121.07866,-2.49225 121.08419,-2.49796 121.08723,-2.50261 121.08937,-2.50761 121.09044,-2.51350 121.09276,-2.51796 121.09812,-2.52171 121.10812,-2.53314 121.11241,-2.54100 121.11687,-2.54778 121.12366,-2.55635 121.12741,-2.56082 121.13098,-2.56796 121.13669,-2.57421 121.14187,-2.57832 121.14848,-2.58100 121.15348,-2.58350 121.15901,-2.58707 121.16419,-2.59225 121.16890,-2.59890 121.17600,-2.60278 121.18376,-2.60800 121.18966,-2.61015 121.19341,-2.61149 121.20037,-2.61845 121.20787,-2.62314 121.21403,-2.62769 121.21791,-2.63064"
SUL58,Sulawesi,Soroako Thrust,Soroako C,R,45E,15.0,20.0,6.3,0.1,No Update,16,"121.12919,-2.47461 121.13598,-2.47907 121.14562,-2.48657 121.15490,-2.49336 121.16294,-2.49979 121.17205,-2.50496 121.17633,-2.51050 121.18258,-2.51907 121.18597,-2.52478 121.19294,-2.52961 121.19526,-2.53371 121.20347,-2.54014 121.21294,-2.54835 121.22079,-2.55371 121.22671,-2.55697 121.23354,-2.56032"
SUL59,Sulawesi,Manui,Manui,SS-LL,90,128.0,20.0,7.5,5,New,29,"122.91270,-2.96682 122.88911,-2.96682 122.87731,-2.95540 122.86551,-2.95540 122.84192,-2.93257 122.83012,-2.93257 122.77114,-2.87550 122.67676,-2.87550 122.66496,-2.86408 122.65316,-2.86408 122.64137,-2.85267 122.64137,-2.81843 122.65316,-2.80701 122.65316,-2.79560 122.67676,-2.77277 122.80653,-2.73852 122.81832,-2.72711 122.88911,-2.72711 122.90090,-2.71569 123.05427,-2.70428 123.08966,-2.70428 123.10145,-2.69286 123.14864,-2.69286 123.16044,-2.68145 123.21942,-2.68145 123.23122,-2.67003 123.33740,-2.67003 123.34919,-2.65862 123.38135,-2.65862"
SUL60,Sulawesi,Tolo Thrust,Tolo Thrust,R,45W,166.0,20.0,7.6,2,Data Updated,10,"123.50373,-4.12708 123.52118,-4.00143 123.53052,-3.82854 123.52118,-3.70237 123.49781,-3.54817 123.44174,-3.37060 123.27352,-3.16500 123.09595,-3.02014 122.96511,-2.90332 122.90756,-2.88414"
SUL61,Sulawesi,Lawanopo,Lawanopo,SS-LL,90,140.0,20.0,7.6,0.1,Data Updated,13,"122.35177,-3.76535 122.26137,-3.68661 122.18118,-3.62683 122.05506,-3.54489 121.92821,-3.47199 121.78240,-3.40492 121.58420,-3.26683 121.53472,-3.23790 121.46692,-3.19197 121.41662,-3.15589 121.39147,-3.14167 121.35647,-3.12636 121.29961,-3.08481"
SUL62,Sulawesi,Kendari,Kendari South,SS,90,10.0,20.0,5.9,0.1,No Update,10,"122.80657,-4.29384 122.79398,-4.28262 122.78574,-4.27370 122.77612,-4.26637 122.76903,-4.25767 122.76605,-4.25264 122.76170,-4.24462 122.75644,-4.23455 122.75300,-4.23043 122.74934,-4.22494"
SUL63,Sulawesi,Kendari,Kendari Central,SS,90,10.0,20.0,5.9,0.1,No Update,6,"122.60667,-4.11997 122.63475,-4.10928 122.65429,-4.10257 122.65826,-4.10165 122.66863,-4.10074 122.69397,-4.09494"
SUL64,Sulawesi,Kendari,Kendari North,SS,90,90.0,20.0,7.3,0.1,Data Updated,39,"124.65165,-5.18594 124.63507,-5.16990 124.63507,-5.15849 124.62328,-5.14707 124.61148,-5.14707 124.59968,-5.13566 124.58789,-5.13566 124.57609,-5.12424 124.56429,-5.12424 124.55249,-5.11283 124.54070,-5.11283 124.52890,-5.10141 124.51710,-5.10141 124.50531,-5.09000 124.49351,-5.09000 124.48171,-5.07858 124.45812,-5.07858 124.43452,-5.05575 124.42273,-5.05575 124.41093,-5.04434 124.38734,-5.04434 124.37554,-5.03292 124.31655,-5.03292 124.29296,-5.01009 124.28116,-5.01009 124.26936,-4.99868 124.25757,-4.99868 124.24577,-4.98726 124.23397,-4.98726 124.21038,-4.96443 124.19858,-4.96443 124.15139,-4.91877 124.13960,-4.91877 124.11600,-4.89594 124.09241,-4.89594 124.08061,-4.88453 124.04522,-4.88453 124.02163,-4.86170 123.99322,-4.83422"
SUL65,Sulawesi,Pelosika,Pelosika,SS-RL,90,31.0,20.0,6.6,0.1,New,16,"121.14314,-1.18502 121.14314,-1.16326 121.15494,-1.15184 121.17853,-1.15184 121.19033,-1.14043 121.20212,-1.14043 121.23751,-1.10618 121.23751,-1.09477 121.24931,-1.08335 121.24931,-1.07194 121.26111,-1.06052 121.26111,-1.04911 121.24931,-1.03770 121.24931,-1.02628 121.26111,-1.01487 121.28421,-0.99922"
SUL66,Sulawesi,Kolaka,Kolaka North,SS-LL,90,114.0,20.0,7.4,1,New,5,"120.74204,-3.68596 121.03696,-3.75445 121.33189,-3.84577 121.62682,-3.97133 121.71908,-4.01777"
SUL67,Sulawesi,Kolaka,Kolaka South1,SS-LL,90,85.0,20.0,7.3,1,New,4,"122.38038,-4.36193 122.51160,-4.42793 122.80653,-4.55350 123.10145,-4.63340"
SUL68,Sulawesi,Kolaka,Kolaka South2,SS-LL,90,42.0,20.0,6.9,1,New,5,"122.39363,-4.71330 122.45261,-4.78179 122.51160,-4.85028 122.57058,-4.91877 122.62957,-4.97585"
SUL69,Sulawesi,Kolaka,Kolaka Central,SS-LL,90,82.0,20.0,7.2,1,New,4,"121.71908,-4.01777 121.92175,-4.11973 122.21667,-4.27954 122.38038,-4.36193"
SUL70,Sulawesi,Buton,Buton A,N,60E,34.0,20.0,6.5,0.1,No Update,10,"122.76067,-4.93853 122.73926,-4.93734 122.71189,-4.94686 122.66906,-5.00159 122.63337,-5.03609 122.60720,-5.05751 122.58221,-5.08487 122.57983,-5.11104 122.58578,-5.12175 122.58697,-5.14733"
SUL71,Sulawesi,Buton,Buton B,SS,SS,68.0,20.0,7.1,0.1,No Update,7,"122.56823,-5.47857 122.66055,-5.32914 122.73575,-5.17590 122.77953,-5.07311 122.80427,-5.03789 122.83949,-4.94938 122.84044,-4.93224"
SUL72,Sulawesi,Belopa,Belopa,SS,SS,16.0,20.0,6.4,0.1,New,3,"120.24656,-3.24078 120.27015,-3.30927 120.29375,-3.37776"
SUL73,Sulawesi,West Walanae,West Walanae,SS,SS,78.0,20.0,7.2,0.1,Data Updated,5,"119.88085,-4.10831 119.90445,-4.27954 119.92804,-4.45076 119.93984,-4.62199 119.95163,-4.79321"
SUL74,Sulawesi,East Walanae,East Walanae,R,45E,68.0,20.0,7.2,0.1,Data Updated,5,"120.11679,-4.54208 120.14039,-4.70189 120.15218,-4.86170 120.16398,-5.02151 120.17578,-5.16990"
SUL75,Sulawesi,Hamilton Fault,Hamilton Fault,SS-LL,90,212.0,20.0,7.8,7,Data Updated,75,"125.10696,0.38917 125.14235,0.42342 125.14235,0.43483 125.17774,0.46908 125.17774,0.48049 125.20133,0.50332 125.20133,0.51474 125.26032,0.57181 125.27212,0.57181 125.28391,0.58323 125.29571,0.58323 125.31930,0.60606 125.31930,0.61747 125.33110,0.62889 125.33110,0.66313 125.34290,0.67455 125.34290,0.68596 125.36649,0.70879 125.36649,0.72021 125.40188,0.75445 125.40188,0.76586 125.42548,0.78869 125.42548,0.80011 125.46087,0.83435 125.46087,0.84577 125.49626,0.88001 125.49626,0.91426 125.50806,0.92567 125.50806,0.97133 125.51985,0.98275 125.51985,1.01699 125.53165,1.02841 125.53165,1.03982 125.54345,1.05124 125.54345,1.07407 125.55525,1.08548 125.55525,1.10831 125.56704,1.11973 125.56704,1.14256 125.57884,1.15397 125.57884,1.16539 125.59064,1.17680 125.60243,1.17680 125.62603,1.19963 125.62603,1.27954 125.63783,1.29095 125.63783,1.33661 125.66142,1.35944 125.66142,1.38227 125.67322,1.39369 125.67322,1.41652 125.68501,1.42793 125.68501,1.45076 125.69681,1.46218 125.69681,1.47359 125.70861,1.48501 125.70861,1.49642 125.73220,1.51925 125.73220,1.54208 125.74400,1.55350 125.74400,1.62199 125.75580,1.63340 125.75580,1.65623 125.76759,1.66764 125.76759,1.69047 125.77939,1.70189 125.77939,1.72472 125.79119,1.73613 125.79119,1.75896 125.80298,1.77038 125.80298,1.78179 125.81478,1.79321 125.81478,1.80462 125.82658,1.81604 125.83838,1.81604"
SUL76,Sulawesi,Selayar Fault,Selayar East,N,60W,176.0,20.0,7.2,0.5,Data Updated,16,"121.03673,-7.09963 121.01897,-7.06236 120.95099,-6.91959 120.94079,-6.84481 120.93399,-6.73604 120.91360,-6.63747 120.91700,-6.50830 120.89660,-6.37573 120.90340,-6.23637 120.88980,-6.15139 120.83542,-6.00523 120.80483,-5.89985 120.75384,-5.79108 120.71305,-5.70270 120.66206,-5.62792 120.63882,-5.59382"
SUL77,Sulawesi,Selayar Fault,Selayar West,N,60E,156.0,20.0,7.2,0.5,Data Updated,14,"120.45755,-5.32880 120.50740,-5.43304 120.53006,-5.47383 120.54366,-5.55088 120.56179,-5.68231 120.59351,-5.75936 120.63883,-5.81827 120.71135,-5.90439 120.70682,-5.93611 120.70228,-5.98143 120.72495,-6.14459 120.72948,-6.32588 120.76120,-6.47091 120.74761,-6.62500"
SUM01,Sumatra,Sagaing Fault,Sagaing,SS-RL,90,303.0,20.0,7.0,20,New,5,"95.22798,11.06703 95.09378,11.49212 95.15080,12.37431 95.30493,13.04134 95.39372,13.75720"
SUM02,Sumatra,Andaman Spreading Ridge,Andaman North 2,N,60S,202.0,20.0,8.0,7.5,Data Updated,7,"95.06634,11.95387 94.88105,11.78381 94.76778,11.66690 94.61365,11.58130 94.37314,11.45967 94.13849,11.08784 93.75934,10.74054"
SUM03,Sumatra,Andaman Spreading Ridge,Andaman North 1,N,60S,173.0,20.0,8.0,7.5,Data Updated,8,"95.09754,11.18934 94.81427,11.06290 94.52663,10.88643 94.32778,10.80301 94.24461,10.65906 94.15932,10.60603 93.98505,10.51542 93.79358,10.40111"
SUM04,Sumatra,Andaman Spreading Ridge,Andaman South 1,N,60N,178.0,20.0,8.0,7.5,Data Updated,7,"93.79589,10.25473 94.11461,10.38311 94.33153,10.50023 94.49824,10.67720 94.73955,10.84260 94.97929,10.93252 95.17814,11.01594"
SUM05,Sumatra,Andaman Spreading Ridge,Andaman South 2,N,60N,220.0,20.0,8.0,7.5,Data Updated,9,"93.88812,9.44917 94.26923,9.63776 94.49400,9.76077 94.57665,9.84469 94.64631,9.96146 94.73180,10.25915 94.90854,10.42203 95.11139,10.47562 95.35549,10.59297"
SUM06,Sumatra,West Andaman Fault,WAF Central,SS,90,172.0,20.0,7.3,10,No Update,11,"94.37734,4.44476 94.31241,4.60708 94.24027,4.79466 94.13926,5.03274 94.09598,5.20228 94.06712,5.33574 94.01662,5.52332 93.98055,5.66039 93.95890,5.73975 93.95890,5.81190 93.95530,5.90208"
SUM07,Sumatra,West Andaman Fault,WAF South (Simulue),SS,90,200.0,20.0,7.8,10,Data Updated,11,"95.77938,2.96145 95.71806,3.11656 95.49802,3.54582 95.37898,3.74061 95.23830,3.97147 95.17337,4.09051 95.09761,4.15544 95.02547,4.20955 94.94972,4.23840 94.84872,4.31416 94.74771,4.32858"
SUM08,Sumatra,West Andaman Fault,WAF North-East,SS,90,676.0,20.0,8.0,10,Data Updated,11,"93.77219,12.60327 93.67674,11.90336 93.56539,11.06029 93.59721,10.26494 93.74037,9.42187 93.66084,8.65833 93.74037,8.11749 93.80019,7.42312 93.86512,6.82312 93.86512,6.74016 93.87954,6.64637"
SUM09,Sumatra,West Andaman Fault,WAF North-West,SS,90,485.0,20.0,8.0,10,Data Updated,5,"93.60577,7.55010 93.08011,8.89818 92.91054,9.80537 92.74945,10.83975 92.79184,11.71303"
SUM10,Sumatra,West Andaman Backthrust,WAB North,R,45W,542.0,20.0,7.9,10,Data Updated,7,"93.69436,7.52944 93.62517,7.77853 93.47294,8.63651 93.29305,9.67440 93.19618,10.22793 93.15466,11.58410 93.23769,12.37289"
SUM11,Sumatra,West Andaman Backthrust,WAB South,R,45W,464.0,20.0,7.9,10,Data Updated,7,"95.63174,2.82436 95.35497,3.04578 95.02285,3.37790 94.77376,3.84841 94.46931,4.54033 94.30325,4.94165 93.80507,6.43620"
SUM12,Sumatra,Sumatran Fault,Nicobar,SS,90,164.0,20.0,7.7,10,Data Updated,3,"94.29633,7.52944 94.64921,6.95514 95.12664,6.33241"
SUM13,Sumatra,Sumatran Fault,Aceh-North,SS,90,65.0,20.0,7.1,2,No Update,11,"95.45014,5.35660 95.42538,5.38573 95.39916,5.41486 95.36129,5.44981 95.31788,5.48322 95.27914,5.52196 95.23073,5.58282 95.17540,5.65890 95.13113,5.69902 95.09240,5.74329 95.05366,5.77234"
SUM14,Sumatra,Sumatran Fault,Aceh-Central,SS,90,142.0,20.0,7.6,14,No Update,30,"96.44097,4.51095 96.43927,4.51378 96.42965,4.52792 96.42173,4.53641 96.41777,4.54094 96.40928,4.54660 96.39683,4.55396 96.38324,4.56641 96.36910,4.57603 96.34872,4.59527 96.33401,4.61791 96.31393,4.63758 96.25895,4.69153 96.21226,4.73510 96.16039,4.78490 96.11059,4.84196 96.04108,4.90421 95.99750,4.94260 95.95808,4.97683 95.91865,5.01418 95.88649,5.04323 95.85329,5.05879 95.80868,5.09303 95.73606,5.14802 95.71219,5.16047 95.62089,5.23309 95.56695,5.27667 95.53167,5.29638 95.51092,5.31153 95.48291,5.33539"
SUM15,Sumatra,Sumatran Fault,Aceh-South,SS,90,27.0,20.0,6.6,14,Data Updated,10,"96.65043,4.36137 96.61817,4.38395 96.60158,4.40054 96.57024,4.42127 96.52830,4.45154 96.50680,4.46505 96.48836,4.47734 96.47116,4.48717 96.45395,4.49332 96.44965,4.49455"
SUM16,Sumatra,Sumatran Fault,Seulimeum-North,SS,90,222.0,20.0,7.4,18,Data Updated,19,"95.73495,5.29406 95.72042,5.31792 95.69863,5.34385 95.67892,5.36357 95.64987,5.39469 95.61460,5.43308 95.58555,5.46939 95.57310,5.49948 95.53367,5.55550 95.51292,5.58663 95.46209,5.66444 95.40745,5.74294 95.34861,5.83628 95.27556,5.93164 95.04830,6.19136 94.94076,6.32528 94.66955,6.65737 94.59109,6.75206 94.52075,6.84946"
SUM17,Sumatra,Sumatran Fault,Seulimeum-South,SS,90,38.0,20.0,6.8,6,Data Updated,13,"95.95282,5.00563 95.93933,5.03261 95.92169,5.06062 95.90717,5.08241 95.89472,5.11665 95.88642,5.14258 95.87086,5.16541 95.85529,5.18927 95.84181,5.21313 95.82209,5.22869 95.80031,5.24529 95.76711,5.26604 95.75881,5.27123"
SUM18,Sumatra,Sumatran Fault,Tripa1-Thrust,R,45W,33.0,20.0,6.8,16,Data Updated,16,"96.92927,4.28318 96.92051,4.29470 96.91221,4.29931 96.89424,4.30668 96.87903,4.31175 96.86429,4.31636 96.84585,4.32189 96.82696,4.33019 96.81452,4.33756 96.80438,4.34586 96.79101,4.35507 96.76244,4.36383 96.72834,4.37305 96.69977,4.37581 96.67672,4.37489 96.65460,4.37397"
SUM19,Sumatra,Sumatran Fault,Tripa 2,SS,90,105.0,20.0,7.4,8,Data Updated,23,"96.81771,4.29049 96.84065,4.26919 96.88161,4.24215 96.93896,4.20119 96.97583,4.17251 97.00942,4.14384 97.04629,4.11189 97.08233,4.09058 97.10773,4.07010 97.12985,4.05699 97.16098,4.03979 97.19703,4.01193 97.22816,4.00292 97.25438,3.98654 97.28551,3.97343 97.32320,3.94721 97.37563,3.90543 97.41004,3.88822 97.46166,3.85873 97.50262,3.83087 97.52556,3.81285 97.55178,3.79155 97.58127,3.75141"
SUM20,Sumatra,Sumatran Fault,Tripa 3,SS,90,69.0,20.0,7.2,16,Data Updated,15,"98.02049,3.22089 97.97898,3.27114 97.94402,3.31921 97.91999,3.36181 97.89924,3.41206 97.87193,3.46231 97.84243,3.50928 97.81731,3.53659 97.77908,3.57154 97.73975,3.60978 97.70480,3.64036 97.66329,3.67204 97.63816,3.70372 97.62833,3.72338 97.60976,3.75178"
SUM21,Sumatra,Sumatran Fault,Tripa 4,SS,90,55.0,50.0,7.0,8,Data Updated,14,"97.40968,3.99911 97.37509,4.01848 97.35019,4.04061 97.32529,4.06413 97.29486,4.08350 97.26443,4.11531 97.20495,4.14713 97.17866,4.16096 97.14961,4.18033 97.12195,4.19001 97.10120,4.20246 97.05831,4.22736 97.02512,4.25364 97.00160,4.27024"
SUM22,Sumatra,Sumatran Fault,Tripa 5,SS,90,21.0,50.0,6.5,8,Data Updated,5,"97.52726,3.90228 97.47746,3.93686 97.42904,3.96591 97.39999,3.97975 97.36126,3.99635"
SUM23,Sumatra,Sumatran Fault,Batee A,SS,90,45.0,20.0,6.7,6,Data Updated,21,"96.46921,4.27750 96.46845,4.28768 96.46692,4.30243 96.46285,4.30955 96.45268,4.33168 96.45242,4.34389 96.44708,4.36043 96.44327,4.37187 96.44098,4.37772 96.43538,4.38917 96.43802,4.40531 96.43263,4.41698 96.42455,4.44032 96.41288,4.46456 96.38954,4.49778 96.38057,4.52202 96.37069,4.54446 96.35722,4.56960 96.34106,4.59473 96.32580,4.61807 96.31054,4.63513"
SUM24,Sumatra,Sumatran Fault,Batee B,SS,90,50.0,20.0,6.2,0.5,Data Updated,11,"96.73697,3.85858 96.69926,3.90616 96.65887,3.96541 96.61757,4.01748 96.60949,4.03095 96.58076,4.07763 96.55383,4.12791 96.52869,4.16651 96.50894,4.19883 96.50176,4.21319 96.48650,4.23115"
SUM25,Sumatra,Sumatran Fault,Batee C,SS,90,37.0,28.0,7.0,0.1,Data Updated,12,"96.96500,3.58657 96.93447,3.63594 96.90754,3.68173 96.87163,3.71494 96.84111,3.74367 96.82405,3.76342 96.79353,3.79484 96.77378,3.81459 96.76660,3.82896 96.76031,3.83704 96.75852,3.83524 96.75762,3.83973"
SUM26,Sumatra,Sumatran Fault,Renun,SS,90,195.0,28.0,7.8,14,Data Updated,21,"97.90640,3.28789 97.93920,3.25405 98.03788,3.15218 98.06760,3.12989 98.12596,3.04394 98.20555,2.93889 98.27346,2.85718 98.35284,2.76646 98.40638,2.70779 98.49695,2.60470 98.53112,2.57052 98.60004,2.49306 98.64903,2.43838 98.69175,2.37800 98.73333,2.32788 98.78573,2.27376 98.87288,2.16839 98.94123,2.07953 98.99648,2.00549 99.00332,1.97985 99.01549,1.93422"
SUM27,Sumatra,Sumatran Fault,Samosir,SS,90,32.0,20.0,7.0,5,New,3,"98.73000,2.59000 98.82000,2.47000 98.91000,2.36000"
SUM28,Sumatra,Sumatran Fault,Toru-1,SS,90,75.0,20.0,7.2,14,Data Updated,4,"98.96322,2.00188 99.03113,1.92972 99.10435,1.80450 99.36032,1.43732"
SUM29,Sumatra,Sumatran Fault,Toru-2,SS,90,29.0,20.0,6.6,9.3,New,3,"99.36032,1.43732 99.40335,1.37559 99.50522,1.21253"
SUM30,Sumatra,Sumatran Fault,Angkola-Main,SS,90,130.0,20.0,7.5,10,Data Updated,6,"99.22000,1.62000 99.30000,1.42000 99.38000,1.20000 99.46000,0.97000 99.54000,0.74000 99.60000,0.56000"
SUM31,Sumatra,Sumatran Fault,Angkola-Normal,N,60,35.0,20.0,6.5,1,New,3,"99.43000,1.18000 99.49000,1.02000 99.55000,0.86000"
SUM32,Sumatra,Sumatran Fault,Angkola-South A,SS,90,47.0,20.0,7.0,10,New,4,"99.55000,0.66000 99.68000,0.58000 99.82000,0.48000 99.92000,0.40000"
SUM33,Sumatra,Sumatran Fault,Angkola-South B,SS,90,30.0,25.0,6.6,5,New,3,"99.58000,0.62000 99.67000,0.53000 99.76000,0.45000"
SUM34,Sumatra,Sumatran Fault,Talamau,SS,90,29.0,20.0,6.1,0.1,New,4,"99.78015,0.21429 99.86909,0.17143 99.95802,0.14286 100.01138,0.10714"
SUM35,Sumatra,Sumatran Fault,Barumun,SS,90,123.0,30.0,7.5,14,Data Updated,14,"99.50746,1.21062 99.53241,1.19046 99.55736,1.17382 99.62673,1.10566 99.66428,1.06532 99.71888,0.99025 99.87434,0.82569 99.97141,0.72104 100.00326,0.68313 100.05482,0.59744 100.08440,0.46928 100.10108,0.43136 100.11852,0.37676 100.10487,0.29411"
SUM36,Sumatra,Sumatran Fault,Sumpur,SS,90,48.0,20.0,6.7,14,Data Updated,8,"100.10411,0.29486 100.12686,0.23572 100.17388,0.15533 100.21498,0.07250 100.24819,-0.03197 100.24516,-0.07444 100.23834,-0.08961 100.22393,-0.10022"
SUM37,Sumatra,Sumatran Fault,Sianok,SS,90,94.0,20.0,7.3,14,Data Updated,12,"100.12383,0.00215 100.18905,-0.07141 100.25221,-0.16152 100.35512,-0.31635 100.45698,-0.46734 100.48783,-0.52413 100.51058,-0.53323 100.54318,-0.55067 100.55987,-0.56356 100.57807,-0.60299 100.59020,-0.63029 100.60233,-0.67655"
SUM38,Sumatra,Sumatran Fault,Sumani,SS,90,67.0,30.0,7.1,14,Data Updated,14,"100.44384,-0.50289 100.45977,-0.50896 100.47948,-0.52489 100.47948,-0.53550 100.47721,-0.54688 100.47873,-0.57494 100.49389,-0.60603 100.53939,-0.66518 100.58868,-0.71371 100.63039,-0.78120 100.63949,-0.80016 100.67513,-0.88509 100.72291,-0.95107 100.74945,-1.00718"
SUM39,Sumatra,Sumatran Fault,Suliti,SS,90,101.0,30.0,7.4,14,Data Updated,15,"100.68651,-0.98595 100.71608,-1.01856 100.74338,-1.04055 100.77447,-1.07316 100.78281,-1.10425 100.82149,-1.16264 100.86016,-1.19752 100.93600,-1.30293 100.99363,-1.39317 101.03155,-1.44019 101.11496,-1.56759 101.13923,-1.59868 101.19231,-1.67451 101.19989,-1.70712 101.19762,-1.73821"
SUM40,Sumatra,Sumatran Fault,Siulak,SS,90,92.0,30.0,7.3,14,Data Updated,9,"101.11884,-1.63400 101.15743,-1.68588 101.22568,-1.77764 101.29469,-1.88608 101.34246,-1.93462 101.40610,-2.01641 101.49386,-2.12811 101.58588,-2.23719 101.62759,-2.28663"
SUM41,Sumatra,Sumatran Fault,Dikit,SS,90,67.0,30.0,7.1,14,Data Updated,8,"101.50441,-2.29367 101.52927,-2.31957 101.57382,-2.38794 101.61940,-2.44491 101.74992,-2.58166 101.82037,-2.67178 101.86595,-2.72565 101.89940,-2.75250"
SUM42,Sumatra,Sumatran Fault,Ketaun,SS,90,103.0,30.0,7.3,13,Data Updated,12,"101.90238,-2.75408 101.93538,-2.77769 102.03459,-2.86661 102.07160,-2.90825 102.15023,-3.00663 102.19497,-3.05783 102.21399,-3.08045 102.24946,-3.11232 102.35680,-3.25316 102.45755,-3.33746 102.48771,-3.37653 102.57955,-3.44781"
SUM43,Sumatra,Sumatran Fault,Musi,SS,90,86.0,30.0,7.2,12,Data Updated,10,"102.30922,-3.25756 102.35308,-3.32091 102.42134,-3.40176 102.48955,-3.51586 102.57565,-3.62634 102.62276,-3.67507 102.69100,-3.73681 102.73811,-3.77417 102.78197,-3.82779 102.79497,-3.86028"
SUM44,Sumatra,Sumatran Fault,Manna,SS,90,82.0,30.0,7.3,12,Data Updated,8,"102.71374,-3.82779 102.77872,-3.89439 102.83205,-3.93713 102.94562,-4.05069 103.04566,-4.14803 103.13313,-4.24119 103.17779,-4.27554 103.24993,-4.33394"
SUM45,Sumatra,Sumatran Fault,Kumering North,SS,90,113.0,30.0,7.6,11,Data Updated,13,"103.24981,-4.33236 103.29517,-4.34422 103.34580,-4.36195 103.40852,-4.39130 103.43360,-4.40652 103.56475,-4.51219 103.74527,-4.66658 103.87837,-4.78554 103.99513,-4.88060 104.01119,-4.90136 104.02298,-4.91853 104.04092,-4.93359 104.05473,-4.94663"
SUM46,Sumatra,Sumatran Fault,Kumering South,SS,90,63.0,30.0,7.6,11,Data Updated,11,"104.00669,-4.92233 104.08258,-4.98456 104.16931,-5.05296 104.21695,-5.09486 104.23817,-5.12530 104.27075,-5.17765 104.28402,-5.20117 104.31460,-5.22373 104.32821,-5.23825 104.33486,-5.29179 104.35998,-5.34175"
SUM47,Sumatra,Sumatran Fault,Semangko Barat-A,SS,90,21.0,30.0,7.3,8,Data Updated,7,"104.27982,-5.16915 104.31275,-5.20291 104.34885,-5.23472 104.36981,-5.25537 104.38792,-5.27211 104.39900,-5.28446 104.40508,-5.30641"
SUM48,Sumatra,Sumatran Fault,Semangko Barat-B,SS,91,113.0,30.0,7.3,8,Data Updated,17,"104.35652,-5.27485 104.36171,-5.29605 104.38583,-5.31476 104.42180,-5.33576 104.45804,-5.36923 104.49744,-5.40076 104.53307,-5.43678 104.57832,-5.46862 104.62508,-5.49867 104.67753,-5.53655 104.74974,-5.59102 104.79906,-5.62168 104.88525,-5.67410 104.94546,-5.72462 105.01631,-5.78254 105.06502,-5.81575 105.16031,-5.88652"
SUM49,Sumatra,Sumatran Fault,Semangko Timur-A,SS,92,94.0,30.0,6.1,3,Data Updated,15,"104.25787,-5.20948 104.25275,-5.23452 104.26022,-5.25913 104.29165,-5.29161 104.36480,-5.36033 104.41879,-5.42275 104.46953,-5.48611 104.50165,-5.52651 104.54393,-5.57666 104.57570,-5.61310 104.60928,-5.64739 104.66645,-5.69291 104.70160,-5.72241 104.73550,-5.76797 104.79001,-5.85161"
SUM50,Sumatra,Sumatran Fault,Semangko Timur-B,SS,93,85.0,30.0,7.5,3,Data Updated,7,"104.66574,-5.75236 104.71881,-5.81862 104.76541,-5.90554 104.78913,-6.01455 104.82767,-6.27945 104.84002,-6.40718 104.83889,-6.48883"
SUM51,Sumatra,Sumatran Fault,Sunda Strait Graben,N,60,84.0,30.0,7.3,3,Data Updated,9,"105.07078,-6.60503 105.12250,-6.55313 105.17906,-6.48897 105.21887,-6.40258 105.24354,-6.29532 105.25289,-6.21604 105.23972,-6.08248 105.21418,-5.97665 105.17460,-5.91349"
SUM52,Sumatra,Sumatran Fault,Ujung Kulon A,SS,89,79.0,30.0,7.2,10,Data Updated,7,"104.90396,-6.28696 104.94298,-6.40881 104.97501,-6.51828 105.01845,-6.59602 105.06070,-6.64669 105.13034,-6.79423 105.21195,-6.93009"
