Source_ID,Region,Main,Segment,Type,Dip_raw,Length_km,Width_km,Mmax,Sliprate,Status,N_vertex,Coords_lonlat
JAV29,Java,Java Back-arc Thrust,Cisanggarung,R,45SW,19.0,20.0,6.5,2,Data Updated,5,"108.58536,-6.80508 108.62768,-6.81254 108.67000,-6.82000 108.71232,-6.82746 108.75464,-6.83491"
JAV30,Java,Java Back-arc Thrust,Brebes,R,45S,23.0,20.0,6.7,2,Data Updated,5,"108.75634,-6.90093 108.80817,-6.90547 108.86000,-6.91000 108.91183,-6.91453 108.96366,-6.91905"
JAV31,Java,Java Back-arc Thrust,Tegal,R,45S,18.0,20.0,6.5,2,Data Updated,5,"108.98888,-6.90290 109.02944,-6.90645 109.07000,-6.91000 109.11056,-6.91354 109.15113,-6.91709"
JAV32,Java,Java Back-arc Thrust,Pemalang,R,45S,20.0,20.0,6.5,2,Data Updated,5,"109.17986,-6.90211 109.22493,-6.90606 109.27000,-6.91000 109.31507,-6.91394 109.36014,-6.91787"
JAV33,Java,Java Back-arc Thrust,Pekalongan,R,45S,12.0,20.0,6.3,2,Data Updated,5,"109.40591,-6.93527 109.43296,-6.93763 109.46000,-6.94000 109.48704,-6.94236 109.51409,-6.94473"
JAV34,Java,Java Back-arc Thrust,Batang,R,45S,43.0,20.0,6.6,2,New,5,"109.52621,-6.89302 109.62310,-6.90152 109.72000,-6.91000 109.81690,-6.91846 109.91381,-6.92690"
JAV35,Java,Java Back-arc Thrust,Weleri,R,45S,16.0,20.0,6.4,2,Data Updated,5,"109.92789,-6.90369 109.96394,-6.90685 110.00000,-6.91000 110.03606,-6.91315 110.07211,-6.91630"
JAV36,Java,Java Back-arc Thrust,Semarang Front,R,45S,41.0,20.0,6.9,1.5,Data Updated,5,"110.14521,-6.91381 110.23760,-6.92191 110.33000,-6.93000 110.42240,-6.93807 110.51480,-6.94612"
JAV37,Java,Java Back-arc Thrust,Kendal,R,45S,19.0,20.0,6.5,2,New,5,"110.01435,-7.02251 110.05717,-7.02625 110.10000,-7.03000 110.14283,-7.03374 110.18566,-7.03748"
JAV38,Java,Java Back-arc Thrust,Mranggen,R,45S,12.0,20.0,6.3,1.5,New,5,"110.49590,-7.03527 110.52295,-7.03763 110.55000,-7.04000 110.57705,-7.04236 110.60410,-7.04473"
JAV39,Java,Java Back-arc Thrust,Sendangdelik,R,45S,52.0,20.0,7.1,2,Data Updated,5,"110.39691,-7.14722 110.51345,-7.16363 110.63000,-7.18000 110.74656,-7.19634 110.86312,-7.21266"
JAV40,Java,Java Back-arc Thrust,Purwodadi,R,45S,28.0,20.0,6.8,1,Data Updated,5,"110.82450,-7.13236 110.88725,-7.14119 110.95000,-7.15000 111.01276,-7.15880 111.07551,-7.16760"
JAV41,Java,Java Back-arc Thrust,Gabus,R,45S,40.0,20.0,6.5,1,Data Updated,5,"111.07073,-7.08480 111.16036,-7.09741 111.25000,-7.11000 111.33964,-7.12258 111.42929,-7.13513"
JAV42,Java,Java Back-arc Thrust,Cepu,R,45S,40.0,20.0,6.6,1,New,5,"111.42073,-7.07480 111.51036,-7.08741 111.60000,-7.10000 111.68964,-7.11258 111.77929,-7.12513"
JAV43,Java,Java Back-arc Thrust,Pandan,R,45S,18.0,20.0,6.5,1,New,5,"111.81932,-7.14867 111.85966,-7.15434 111.90000,-7.16000 111.94034,-7.16566 111.98069,-7.17132"
JAV44,Java,Java Back-arc Thrust,Drenges,R,45S,31.0,20.0,6.4,1,New,5,"112.01105,-7.12047 112.08052,-7.13024 112.15000,-7.14000 112.21948,-7.14975 112.28896,-7.15948"
JAV45,Java,Java Back-arc Thrust,Waru,R,45S,59.0,20.0,6.8,1,Data Updated,5,"112.19554,-7.13280 112.32777,-7.15142 112.46000,-7.17000 112.59224,-7.18854 112.72450,-7.20705"
JAV46,Java,Java Back-arc Thrust,Selat Madura1,R,45S,38.0,20.0,6.5,0.5,New,5,"112.67965,-7.19606 112.76482,-7.20804 112.85000,-7.22000 112.93518,-7.23195 113.02037,-7.24388"
JAV47,Java,Java Back-arc Thrust,Selat Madura2,R,45S,134.0,20.0,6.9,0.5,New,5,"112.94668,-7.21627 113.24832,-7.24824 113.55000,-7.28000 113.85172,-7.31156 114.15349,-7.34292"
JAV48,Java,Java Back-arc Thrust,Situbondo,R,45S,101.0,20.0,7.0,0.5,New,5,"113.99433,-7.37997 114.22215,-7.40004 114.45000,-7.42000 114.67787,-7.43984 114.90575,-7.45956"
JAV49,Java,Java Back-arc Thrust,Surabaya,R,45S,25.0,20.0,6.7,0.5,Data Updated,5,"112.53724,-7.25013 112.59362,-7.25507 112.65000,-7.26000 112.70638,-7.26492 112.76276,-7.26984"
JAV50,Java,RMKS,Pati,R,45S,112.0,20.0,6.9,1,Data Updated,5,"110.64823,-6.90021 110.89913,-6.86517 111.15000,-6.83000 111.40083,-6.79470 111.65162,-6.75927"
JAV51,Java,RMKS,Pati2,R,45N,47.0,20.0,6.3,1,New,5,"111.23942,-6.92953 111.34471,-6.91478 111.45000,-6.90000 111.55528,-6.88520 111.66055,-6.87038"
JAV52,Java,RMKS,Bojonegoro,R,45N,41.0,20.0,6.6,1,New,5,"111.66721,-7.21215 111.75861,-7.19609 111.85000,-7.18000 111.94139,-7.16390 112.03277,-7.14778"
JAV53,Java,RMKS,Tuban1,R,45S,68.0,20.0,7.2,0.1,New,5,"112.04537,-6.87269 112.19769,-6.85137 112.35000,-6.83000 112.50229,-6.80858 112.65458,-6.78712"
JAV54,Java,RMKS,Tuban2,R,45S,26.0,30.0,6.3,0.5,New,5,"112.36350,-6.95635 112.42175,-6.94818 112.48000,-6.94000 112.53825,-6.93182 112.59649,-6.92363"
JAV55,Java,RMKS,Tuban3,R,45N,22.0,30.0,6.2,0.5,New,5,"112.52144,-6.87383 112.57072,-6.86692 112.62000,-6.86000 112.66928,-6.85308 112.71855,-6.84615"
JAV56,Java,RMKS,Ketapang,R,R45S,111.0,20.0,6.8,0.5,New,5,"113.04974,-6.89348 113.29988,-6.87180 113.55000,-6.85000 113.80010,-6.82807 114.05017,-6.80600"
JAV57,Java,RMKS,Baliga,R,45N,49.0,20.0,6.7,0.5,New,5,"113.08054,-6.75078 113.19028,-6.73540 113.30000,-6.72000 113.40972,-6.70457 113.51943,-6.68912"
JAV58,Java,RMKS,Somorkoning,SS-LL,90,26.0,20.0,6.5,0.5,New,5,"112.68354,-6.79635 112.74177,-6.78818 112.80000,-6.78000 112.85823,-6.77182 112.91645,-6.76363"
JAV59,Java,RMKS,Sumenep,SS-LL,90,44.0,20.0,6.9,1,Data Updated,5,"112.85297,-6.67765 112.95149,-6.66383 113.05000,-6.65000 113.14851,-6.63615 113.24701,-6.62227"
JAV60,Java,RMKS,Brakas,SS-LL,90,135.0,20.0,7.1,1,New,5,"113.64130,-7.10280 113.94567,-7.07650 114.25000,-7.05000 114.55430,-7.02330 114.85856,-6.99641"
JAV61,Java,RMKS,Mandangin,R,45N,48.0,20.0,6.6,0.5,New,5,"113.23486,-7.11015 113.34243,-7.09509 113.45000,-7.08000 113.55756,-7.06489 113.66511,-7.04975"
JAV62,Java,RMKS,Kangean-Sakala,SS-LL,90,119.0,20.0,7.0,1,Data Updated,5,"114.71374,-6.84659 114.98188,-6.82337 115.25000,-6.80000 115.51809,-6.77648 115.78616,-6.75281"
JAV63,Java,RMKS,Lasem,R,45S,34.0,20.0,6.9,0.1,New,5,"111.49773,-6.74137 111.57387,-6.73069 111.65000,-6.72000 111.72613,-6.70930 111.80226,-6.69858"
JAV64,Java,Rawapening Fault,Rawapening,SS,45,20.0,20.0,5.9,1.5,No Update,12,"110.51167,-7.36494 110.51531,-7.35801 110.51104,-7.33260 110.50479,-7.30983 110.49655,-7.29465 110.49127,-7.28474 110.47477,-7.26988 110.45330,-7.25864 110.44340,-7.25335 110.43316,-7.24971 110.41731,-7.24771 110.41037,-7.24770"
JAV65,Java,Ajibarang Fault,Ajibarang,SS,90,19.0,20.0,6.5,0.5,No Update,24,"109.02445,-7.41718 109.03025,-7.41432 109.03394,-7.41197 109.03868,-7.41094 109.04341,-7.41044 109.04841,-7.40757 109.05552,-7.40524 109.05841,-7.40526 109.06209,-7.40580 109.07498,-7.40297 109.08551,-7.40039 109.10182,-7.39652 109.11129,-7.39473 109.11892,-7.39371 109.12182,-7.39136 109.12577,-7.38902 109.13235,-7.38799 109.14233,-7.38882 109.15231,-7.39070 109.16071,-7.39231 109.16938,-7.39444 109.17778,-7.39684 109.18933,-7.40082 109.19300,-7.40241"
JAV66,Java,Ungaran Fault,Ungaran,N,60S,19.0,20.0,5.8,0.5,Data Updated,5,"110.29693,-7.11776 110.33847,-7.12888 110.38000,-7.14000 110.42154,-7.15111 110.46308,-7.16223"
JAV67,Java,Opak Fault,Opak,SS-LL,50,47.0,20.0,6.9,2,No Update,14,"110.27668,-8.02495 110.29962,-8.00463 110.31697,-7.99170 110.33432,-7.97877 110.34548,-7.96953 110.35912,-7.95289 110.38208,-7.91652 110.39883,-7.88816 110.41308,-7.88016 110.43539,-7.85921 110.45087,-7.84812 110.48063,-7.80311 110.50975,-7.76674 110.55560,-7.71001"
JAV68,Java,Merapi-Merbabu Fault,Merapi-Merbabu,SS,90,28.0,20.0,6.5,0.75,No Update,20,"110.46417,-7.57413 110.46317,-7.56122 110.46284,-7.54830 110.46115,-7.54252 110.45945,-7.53539 110.45606,-7.52247 110.45370,-7.50989 110.45235,-7.49732 110.44930,-7.48644 110.44489,-7.47216 110.44184,-7.45822 110.43981,-7.44905 110.43506,-7.43443 110.43133,-7.42525 110.42828,-7.41471 110.42118,-7.37589 110.42223,-7.35619 110.42735,-7.34532 110.42974,-7.33751 110.43690,-7.32766"
JAV69,Java,Pasuruan Fault,Pasuruan,N,60E,18.0,20.0,6.4,0.15,No Update,36,"113.10804,-7.71645 113.09210,-7.70942 113.07393,-7.70150 113.07047,-7.69958 113.06777,-7.69780 113.06589,-7.69595 113.06236,-7.69403 113.05983,-7.69296 113.05767,-7.69218 113.05457,-7.68990 113.05096,-7.68791 113.04772,-7.68599 113.04564,-7.68557 113.04370,-7.68493 113.04146,-7.68365 113.04002,-7.68229 113.03836,-7.68115 113.03525,-7.67923 113.03353,-7.67852 113.03122,-7.67781 113.02913,-7.67768 113.02655,-7.67819 113.02468,-7.67856 113.02230,-7.67829 113.01992,-7.67736 113.01733,-7.67644 113.01596,-7.67588 113.01438,-7.67517 113.00932,-7.67318 113.00441,-7.67069 112.99959,-7.66885 112.99562,-7.66700 112.99216,-7.66508 112.98934,-7.66280 112.98622,-7.66093 112.96448,-7.64676"
JAV70,Java,Probolinggo Fault,Probolinggo,SS-LL,90,15.0,20.0,6.1,0.15,No Update,17,"113.33798,-7.87785 113.35720,-7.87598 113.38350,-7.87429 113.39212,-7.87402 113.40162,-7.87220 113.40803,-7.87239 113.41408,-7.87043 113.41802,-7.87039 113.42380,-7.86908 113.42847,-7.86778 113.43404,-7.86668 113.44279,-7.86315 113.45105,-7.86078 113.45400,-7.85973 113.46142,-7.85700 113.46763,-7.85533 113.47270,-7.85358"
JAV71,Java,Wonsorejo Fault,Wonsorejo,SS-LL,90,11.0,20.0,5.9,0.225,No Update,11,"114.34184,-7.93997 114.34210,-7.94525 114.34216,-7.95230 114.34315,-7.96595 114.34409,-7.97255 114.34593,-7.98113 114.34733,-7.99014 114.34805,-7.99697 114.34904,-8.01083 114.35049,-8.02514 114.35122,-8.03394"
JAV72,Java,Mataram Fault,Tambakbayan,SS-LL,90,14.0,20.0,6.1,1,New,5,"110.38138,-7.82068 110.40569,-7.80034 110.43000,-7.78000 110.45431,-7.75966 110.47861,-7.73931"
JAV73,Java,Mataram Fault,Dengkeng,SS-LL,90,15.0,20.0,6.2,1,New,5,"110.56430,-7.77889 110.59215,-7.75945 110.62000,-7.74000 110.64785,-7.72055 110.67569,-7.70110"
JAV74,Java,Muria fault,Muria,N,60,30.0,20.0,6.6,1,No Update,29,"110.85437,-6.73082 110.85749,-6.71477 110.85616,-6.70184 110.85661,-6.68935 110.85840,-6.67107 110.86241,-6.66171 110.86509,-6.65591 110.86643,-6.65145 110.86866,-6.64610 110.87937,-6.63808 110.88739,-6.63273 110.89498,-6.62337 110.89810,-6.61088 110.90123,-6.60108 110.90479,-6.59350 110.90836,-6.57923 110.90881,-6.57254 110.91060,-6.56674 110.91015,-6.55649 110.91238,-6.54802 110.91550,-6.54177 110.91595,-6.53687 110.91461,-6.53107 110.91060,-6.52572 110.90927,-6.51814 110.90659,-6.51100 110.90347,-6.50387 110.90035,-6.49941 110.89233,-6.48469"
JAV75,Java,Muria Fault Zone,Muria Offshore1,SS,90,108.0,20.0,7.5,1,New,5,"110.99157,-6.11682 111.22082,-6.03346 111.45000,-5.95000 111.67911,-5.86645 111.90815,-5.78280"
JAV76,Java,Muria Fault Zone,Muria West 15,SS,90,69.0,20.0,7.5,2,New,5,"111.85720,-5.95662 112.00361,-5.90333 112.15000,-5.85000 112.29636,-5.79663 112.44269,-5.74322"
JAV77,Java,Bawean,South Bawean,SS,90,89.0,20.0,7.4,1,New,5,"112.46758,-6.22421 112.65881,-6.16214 112.85000,-6.10000 113.04115,-6.03779 113.23225,-5.97552"
JAV78,Java,Bawean,East Bawean,R,45SE,103.0,30.0,7.5,0.1,New,5,"113.05543,-6.12664 113.25276,-6.00336 113.45000,-5.88000 113.64715,-5.75657 113.84422,-5.63308"
JAV79,Java,Bawean,Masalembo,SS,90,152.0,20.0,7.7,2,Data Updated,5,"113.45504,-5.91469 113.77759,-5.79744 114.10000,-5.68000 114.42228,-5.56238 114.74443,-5.44459"
JAV80,Java,JS-1 Ridge,JS-1 Ridge North,R,45SE,18.0,20.0,6.5,0.1,New,5,"112.97143,-6.32106 113.01072,-6.31053 113.05000,-6.30000 113.08928,-6.28947 113.12856,-6.27893"
JAV81,Java,JS-1 Ridge,JS-1 Ridge South,R,45NW,42.0,20.0,7.0,0.1,New,5,"113.03664,-6.42912 113.12832,-6.40457 113.22000,-6.38000 113.31167,-6.35542 113.40333,-6.33082"
JAV82,Java,JS-2 Ridge,JS-2 Ridge,R,45N,67.0,20.0,7.2,0.1,New,5,"113.25011,-6.44207 113.40006,-6.42106 113.55000,-6.40000 113.69993,-6.37890 113.84984,-6.35775"
Kal01,Kalimantan,Meratus,Meratus,R,45W,100.0,20.0,7.1,0.2,Data Updated,6,"116.17467,-1.46386 116.15660,-1.62651 116.10238,-1.78916 116.10238,-1.98795 116.03010,-2.16867 115.90359,-2.36747"
Kal02,Kalimantan,Loahaur-Separi,Loahaur-Separi,R,45W,194.0,20.0,7.4,1,New,8,"116.28310,-1.46386 116.49997,-1.37349 116.77105,-1.24699 116.98792,-1.12048 117.15056,-0.92169 117.24092,-0.70482 117.27707,-0.46988 117.36743,-0.27108"
Kal03,Kalimantan,Mangkalihat,Sangkulirang,Ss,90,151.0,20.0,7.5,0.5,New,6,"117.54815,1.48193 117.76501,1.37349 117.99995,1.24699 118.25296,1.15663 118.52404,1.04819 118.81319,1.01205"
Kal04,Kalimantan,Mangkalihat,Mangkalihat North,R,45W,48.0,20.0,7.1,0.5,Data Updated,3,"117.54815,1.78916 117.71080,1.68072 117.89152,1.55422"
Kal05,Kalimantan,Mangkalihat,Mangkalihat South,Ss,90,81.0,20.0,7.0,0.5,New,4,"118.25296,2.63855 118.39754,2.49398 118.57826,2.29518 118.75898,2.09639"
Kal06,Kalimantan,Tanjung Selor,Tanjung Selor,R,60W,129.0,20.0,7.1,0.1,New,6,"117.09635,3.30723 117.18671,3.16265 117.31321,2.98193 117.43972,2.78313 117.56622,2.56627 117.71080,2.29518"
Kal07,Kalimantan,Tarakan,Tarakan - South,Ss,90,25.0,20.0,6.5,0.3,New,3,"117.29514,3.43373 117.36743,3.36145 117.45779,3.27108"
Kal08,Kalimantan,Tarakan,Tarakan - North,Ss-LL,90,130.0,20.0,7.4,1,Data Updated,5,"117.13249,3.68675 117.36743,3.63253 117.63851,3.52410 117.92766,3.43373 118.21682,3.39759"
Kal09,Kalimantan,Malinau,Malinau,Ss,90,28.0,20.0,6.8,0.1,New,3,"116.51804,3.65060 116.62647,3.68675 116.73491,3.72289"
Kal10,Kalimantan,Kayan,Kayan,Ss,90,152.0,20.0,7.1,0.1,New,6,"116.33732,1.82530 116.44575,2.11446 116.55419,2.38554 116.68069,2.65663 116.82527,2.90964 116.95177,3.07229"
MAL01,Maluku Utara,Philippine Fault,North Miangas,SS-LL,90,71.0,20.0,7.1,10,New,12,"126.34765,6.29205 126.35879,6.23641 126.36994,6.18078 126.37877,6.12478 126.38523,6.06841 126.39169,6.01203 126.39814,5.95566 126.40460,5.89929 126.41104,5.84291 126.41881,5.78670 126.42685,5.73053 126.43490,5.67436"
MAL02,Maluku Utara,Philippine Fault,Talaud,SS-LL,90,107.0,20.0,7.4,5,New,16,"126.49112,5.26501 126.49825,5.20271 126.50451,5.14031 126.51076,5.07791 126.51701,5.01550 126.52539,4.95352 126.54345,4.89348 126.56151,4.83343 126.57956,4.77338 126.59760,4.71333 126.62060,4.65516 126.64672,4.59817 126.67284,4.54118 126.69894,4.48419 126.72504,4.42719 126.75114,4.37019"
MAL03,Maluku Utara,Philippine Fault,South Miangas,SS-LL,90,47.0,20.0,6.9,10,New,10,"126.43490,5.67436 126.44140,5.62892 126.44790,5.58347 126.45440,5.53802 126.46072,5.49255 126.46680,5.44704 126.47289,5.40154 126.47897,5.35603 126.48505,5.31052 126.49112,5.26501"
MAL04,Maluku Utara,Philippine Fault,Mati,SS-LL,90,143.0,20.0,7.5,10,New,19,"126.10992,7.52375 126.11551,7.45415 126.12109,7.38455 126.12666,7.31495 126.13650,7.24587 126.14800,7.17700 126.15951,7.10813 126.17100,7.03925 126.18792,6.97159 126.20679,6.90435 126.22565,6.83712 126.24341,6.76960 126.25902,6.70153 126.27462,6.63347 126.29020,6.56539 126.30578,6.49732 126.32019,6.42899 126.33392,6.36052 126.34765,6.29205"
MAL05,Maluku Utara,North Sula,North Sula,R,45,461.0,20.0,8.1,40,Data Updated,11,"123.19697,-0.84003 123.60918,-1.02284 124.02139,-1.18738 124.43360,-1.31535 124.72673,-1.36105 124.84581,-1.38847 125.30382,-1.46160 125.76183,-1.52558 126.21985,-1.58957 126.67786,-1.68098 127.13587,-1.89121"
MAL06,Maluku Utara,South Sula,Mangole,SS-LL,90,154.0,20.0,7.5,15,Data Updated,21,"125.97775,-2.03421 126.04534,-2.02747 126.11292,-2.02072 126.18050,-2.01397 126.24814,-2.00793 126.31585,-2.00287 126.38356,-1.99780 126.45126,-1.99273 126.51896,-1.98766 126.58666,-1.98257 126.65402,-1.97417 126.72137,-1.96577 126.78872,-1.95737 126.85606,-1.94897 126.92340,-1.94057 126.98990,-1.92763 127.05575,-1.91121 127.12159,-1.89478 127.18742,-1.87836 127.25325,-1.86193 127.31907,-1.84551"
MAL07,Maluku Utara,South Sula,Talibu,SS-LL,90,166.0,20.0,7.6,15,Data Updated,22,"124.55453,-2.37563 124.62188,-2.35715 124.68923,-2.33867 124.75656,-2.32013 124.82346,-2.30010 124.89036,-2.28008 124.95725,-2.26005 125.02415,-2.24003 125.09103,-2.22000 125.15839,-2.20172 125.22612,-2.18483 125.29384,-2.16793 125.36156,-2.15104 125.42928,-2.13414 125.49709,-2.11772 125.56552,-2.10407 125.63394,-2.09042 125.70235,-2.07677 125.77077,-2.06311 125.83917,-2.04945 125.90836,-2.04113 125.97775,-2.03421"
MAL08,Maluku Utara,South Sula,Kano,SS-LL,90,186.0,20.0,7.7,15,Data Updated,24,"122.96796,-2.80529 123.03672,-2.78569 123.10549,-2.76609 123.17424,-2.74649 123.24300,-2.72688 123.31196,-2.70805 123.38133,-2.69075 123.45069,-2.67345 123.52005,-2.65615 123.58941,-2.63884 123.65876,-2.62153 123.72812,-2.60424 123.79747,-2.58694 123.86682,-2.56964 123.93617,-2.55233 124.00551,-2.53503 124.07419,-2.51527 124.14266,-2.49477 124.21113,-2.47428 124.27960,-2.45378 124.34807,-2.43328 124.41672,-2.41344 124.48563,-2.39454 124.55453,-2.37563"
MAL09,Maluku Utara,Sangihe Thrust,Sangihe Thrust,R,45E,643.0,20.0,8.2,45,New,11,"125.99084,5.37567 126.03664,4.82723 126.03664,4.18738 126.00000,3.54753 125.99084,3.26416 125.92672,2.90767 125.78015,2.26782 125.57863,1.62797 125.34962,1.07953 125.07482,0.53108 124.84581,0.07404"
MAL10,Maluku Utara,Halmahera Thrust,Halmahera Thrust,R,45W,570.0,20.0,8.3,35,New,13,"128.41830,3.18190 128.23510,2.99908 128.00609,2.77056 127.79541,2.54204 127.54808,2.35923 127.41068,1.94790 127.22747,1.58227 127.09007,1.17093 126.95267,0.71390 126.86106,0.25686 126.81526,-0.20018 126.86106,-0.65721 126.95267,-1.15995"
MAL11,Maluku Utara,Sorong Fault,North Kofiau,SS-LL,90,254.0,20.0,7.9,13,Data Updated,6,"127.86869,-0.74862 128.23510,-0.84003 128.69311,-0.94972 129.24273,-1.06855 129.79234,-1.11425 130.15875,-1.11425"
MAL12,Maluku Utara,Sorong Fault,Obi-Kofiau,SS-LL,90,208.0,20.0,7.7,14,Data Updated,6,"128.23510,-1.84551 128.55571,-1.79981 128.87632,-1.70840 129.24273,-1.55301 129.65494,-1.43418 130.06715,-1.38847"
MAL13,Maluku Utara,Sorong Fault,South Halmahera,SS-LL,90,256.0,20.0,7.9,3,Data Updated,7,"126.86106,-1.02284 127.18167,-1.20566 127.50228,-1.38847 127.50228,-1.79067 128.14350,-1.75410 128.50991,-1.84551 128.78471,-1.81809"
MAL14,Maluku Utara,Sorong Fault,Obi,SS-LL,90,180.0,20.0,7.7,14,Data Updated,7,"125.94504,-2.02832 126.26565,-2.01004 126.58626,-2.01004 126.90686,-2.02832 127.22747,-2.04661 127.50228,-2.07403 127.54808,-2.10145"
MAL15,Maluku Utara,Maju Thrust,Maju Thrust,R45W,45W,211.0,20.0,7.7,1,New,8,"126.51297,1.90219 126.49465,1.53656 126.49465,1.35375 126.43969,1.17093 126.35725,0.80530 126.23817,0.43967 126.10992,0.16545 125.99084,-0.01736"
MAL16,Maluku Utara,Kabaruang Thrust,Kabaruang Thrust,R45W,45W,167.0,20.0,7.6,1,New,7,"126.90686,4.14167 126.90686,3.86745 126.93434,3.82175 126.95267,3.45612 126.97099,3.09049 126.97099,2.72486 126.95267,2.54204"
PAP01,Papua,Manokwari Thrust,West segment (North Waigeo),R45S,45S,137.0,20.0,7.5,20,No Update,3,"132.00000,-0.12000 131.60000,-0.04000 130.88000,0.18667"
PAP02,Papua,Manokwari Thrust,East and central segment,R45S,45S,309.0,20.0,7.9,20,No Update,10,"134.53333,-0.92000 134.56000,-0.89333 134.52000,-0.85333 134.24000,-0.68000 134.06667,-0.58667 133.86667,-0.54667 133.61333,-0.32000 133.00000,-0.04000 132.66667,-0.02667 132.28000,-0.12000"
PAP03,Papua,Dampier,Dampier,R45SE,45SE,64.0,20.0,7.2,1,No Update,4,"131.46667,-0.48000 131.66667,-0.37333 131.86667,-0.34667 132.00000,-0.41333"
PAP04,Papua,Koor Fault,Koor Dampier,SS-LL,90,65.0,20.0,7.1,2,Data Updated,4,"131.86667,-0.48000 132.06667,-0.48000 132.26667,-0.49333 132.46667,-0.52000"
PAP05,Papua,Koor Fault,Koor,SS-LL,90,104.0,20.0,7.4,7,Data Updated,5,"132.00000,-0.54667 132.26667,-0.50667 132.53333,-0.48000 132.80000,-0.48000 133.00000,-0.54667"
PAP06,Papua,Sorong Fault,West Salawati,SS-LL,90,45.0,20.0,6.8,30,Data Updated,3,"130.36000,-1.04000 130.53333,-0.98667 130.73333,-0.90667"
PAP07,Papua,Sorong Fault,Sagewin,SS-LL,90,124.0,20.0,7.5,30,Data Updated,5,"130.73333,-0.90667 131.00000,-0.81333 131.26667,-0.72000 131.60000,-0.61333 131.86667,-0.57333"
PAP08,Papua,Sorong Fault,Sorong Dampier,SS-LL,90,111.0,20.0,7.3,10,Data Updated,5,"130.88000,-0.80000 130.97333,-0.78667 131.30667,-0.57333 131.41333,-0.62667 131.76000,-0.58667"
PAP09,Papua,Sorong Fault,Klararea,SS-LL,90,90.0,20.0,7.3,3,Data Updated,3,"131.73333,-0.70667 131.90667,-0.72000 132.49333,-0.92000"
PAP10,Papua,Sorong Fault,Mega-Omnowi,SS-LL,90,193.0,20.0,7.8,15,Data Updated,6,"131.33333,-0.74667 131.66667,-0.64000 132.00000,-0.61333 132.33333,-0.66667 132.66667,-0.73333 132.93333,-0.80000"
PAP11,Papua,Sorong Fault,Anita,R,45N,38.0,20.0,6.9,1,Data Updated,4,"133.05333,-0.76000 133.16000,-0.82667 133.28000,-0.84000 133.30667,-0.92000"
PAP12,Papua,Sorong Fault,Warjori,R,45S,44.0,20.0,6.8,10,Data Updated,3,"133.21333,-0.78667 133.40000,-0.81333 133.56000,-0.86667"
PAP13,Papua,Sorong Fault,Meuni,SS-LL,90,23.0,20.0,6.5,10,Data Updated,3,"133.73333,-0.94667 133.82667,-0.98667 133.92000,-1.04000"
PAP14,Papua,Sorong Fault,Meuni Thrust,R,45S,27.0,20.0,6.6,10,Data Updated,3,"133.93333,-1.05333 134.00000,-1.14667 134.06667,-1.26667"
PAP15,Papua,Ransiki,Ransiki,R,45W,68.0,20.0,7.2,3,Data Updated,2,"140.77333,-4.97333 140.18667,-4.97333"
PAP16,Papua,Yapen Fault,East Wandamen,SS-LL,90,64.0,20.0,7.1,5,New,3,"133.53333,-1.38667 133.80000,-1.48000 134.09070,-1.48000"
PAP17,Papua,Yapen Fault,Ransiki-Num,SS-LL,90,247.0,20.0,7.9,40,No Update,8,"134.09070,-1.48000 134.13333,-1.48000 134.46667,-1.76000 134.86667,-1.62667 135.29333,-1.56000 135.69333,-1.57333 136.08000,-1.68000 136.16089,-1.67677"
PAP18,Papua,Yapen Fault,Randawaya,SS-LL,90,64.0,20.0,7.1,5,No Update,3,"136.16089,-1.67677 136.41333,-1.66667 136.71195,-1.78352"
PAP19,Papua,Yapen Fault,Jobi,SS-LL,90,79.0,20.0,7.2,40,No Update,4,"136.71195,-1.78352 136.72000,-1.78667 137.08000,-1.88000 137.40000,-1.94667"
PAP20,Papua,Sorendidori,Sorendidori,SS-LL,90,33.0,20.0,6.6,1,No Update,3,"133.36000,-4.66667 133.25333,-4.56000 133.26667,-4.44000"
PAP21,Papua,Mamberamo,Mamberamo,SS-LL,90,133.0,20.0,7.5,70,No Update,5,"136.93333,-1.62667 137.20000,-1.68000 137.53333,-1.73333 137.86667,-1.84000 138.13333,-1.93333"
PAP22,Papua,Mamberamo,Makai,R,45SW,51.0,20.0,7.0,70,No Update,4,"138.20000,-2.01333 138.30667,-2.12000 138.41333,-2.22667 138.49333,-2.34667"
PAP23,Papua,Mamberamo,Tuira,SS-LL,90,89.0,20.0,7.3,70,No Update,4,"138.62667,-2.34667 138.86667,-2.34667 139.20000,-2.34667 139.46667,-2.34667"
PAP24,Papua,Mamberamo,Toarim,R,45SW,133.0,20.0,7.3,20,No Update,7,"139.46667,-2.32000 139.62667,-2.45333 139.73333,-2.64000 139.82667,-2.81333 139.93333,-3.01333 140.02667,-3.17333 140.09333,-3.28000"
PAP25,Papua,Mamberamo,Mawe,SS-LL,90,128.0,20.0,7.5,70,No Update,5,"139.72000,-2.60000 140.00000,-2.61333 140.29333,-2.66667 140.66667,-2.69333 140.86667,-2.74667"
PAP26,Papua,Mamberamo,Djanggur,R,45SW,109.0,20.0,7.2,35,No Update,6,"141.08000,-3.14667 140.74667,-3.01333 140.66667,-2.96000 140.64000,-2.85333 140.41333,-2.68000 140.29333,-2.66667"
